Date,AC FAR EAST ex JAPAN
2013-11,328.40452862467197
2013-12,319.7510282523653
2014-01,310.09689029154595
2014-02,313.32860515152186
2014-03,315.05678481617184
2014-04,316.00617733200164
2014-05,332.4799908911538
2014-06,338.70317885075735
2014-07,360.77991357674233
2014-08,368.4904285030599
2014-09,360.08807058553293
2014-10,369.43818769256364
2014-11,371.9585492759612
2014-12,376.8341314073759
2015-01,412.12422007081483
2015-02,422.5281938507006
2015-03,445.22268571454396
2015-04,463.4002386045872
2015-05,459.1205779611798
2015-06,433.6425393811573
2015-07,406.24290848731124
2015-08,360.9089030902129
2015-09,355.0659689990033
2015-10,390.05394052618857
2015-11,394.81382797849767
2015-12,381.0579821865212
2016-01,353.02131583192164
2016-02,350.8543843662761
2016-03,371.5120867271181
2016-04,365.8112331622245
2016-05,370.0919904696663
2016-06,381.7232517136584
2016-07,397.45577880430545
2016-08,413.63148247846885
2016-09,417.8922515596967
2016-10,421.45216465179385
2016-11,425.1791557535989
2016-12,418.2443347753988
2017-01,434.3497165008279
2017-02,455.52636692876985
2017-03,466.0525388983316
2017-04,467.863540452977
2017-05,474.17731418429634
2017-06,476.6051718138321
2017-07,484.957158809983
2017-08,488.7855160387437
2017-09,493.00325032586744
2017-10,522.5513895103256
2017-11,514.5413690139055
2017-12,523.7339625156595
2018-01,545.3914324740397
2018-02,530.3986192737609
2018-03,519.2745230462807
2018-04,530.5321115116615
2018-05,543.3429358054833
2018-06,515.392009147467
2018-07,515.8975974807003
2018-08,512.4831576107565
2018-09,511.02713130544475
2018-10,464.84486490190346
2018-11,487.28600253165206
2018-12,468.4107653950856
2019-01,505.98248520181414
2019-02,521.698408155067
2019-03,533.9626105518643
2019-04,546.033742245596
2019-05,496.8743977825209
2019-06,522.822323985102
2019-07,527.8730505819212
2019-08,509.6142480375359
2019-09,522.6459509542556
2019-10,534.089276764581
2019-11,542.2261053015228
2019-12,571.6551649183615
2020-01,550.8581984064625
2020-02,542.7260214766636
2020-03,485.9307061564081
2020-04,527.1246360952664
2020-05,513.9292432025323
2020-06,552.7013052531779
2020-07,568.9934364894531
2020-08,582.7345209254389
2020-09,584.2713115053806
2020-10,605.6219849657011
2020-11,636.8099123753509
2020-12,662.8144649871797
2021-01,699.996414931305
2021-02,706.3140506820203
2021-03,707.0020362115998
2021-04,710.2923398702154
2021-05,701.8082035699807
2021-06,723.4822094565037
2021-07,661.9275538622846
2021-08,672.2617246461955
2021-09,651.3169784057691
2021-10,663.4081650364685
2021-11,654.7959569709394
2021-12,654.7809989186729
2022-01,641.7490328096517
2022-02,627.3319181699842
2022-03,609.3070144623904
2022-04,605.5174190155478
2022-05,606.0068256067635
2022-06,596.0157912464318
2022-07,593.6024445937254
2022-08,597.4169072103126
2022-09,527.5037472549335
2022-10,481.36565619334664
2022-11,563.8327026049009
2022-12,549.2306179706472
2023-01,595.8373055055112
2023-02,566.2567040591745
2023-03,574.4106266800521
2023-04,547.5383116550345
2023-05,551.74447852407
2023-06,552.2170405789661
2023-07,583.8269710334043
