Date,FRONTIER EMERGING MARKETS
2018-10,3617.5131605149545
2018-11,3677.6950779564395
2018-12,3587.245354668197
2019-01,3826.8514519676864
2019-02,3877.5227684769498
2019-03,3999.289482766268
2019-04,4026.0352357731053
2019-05,4030.6214022769695
2019-06,4136.867169340738
2019-07,4246.74029338116
2019-08,4028.9271669703303
2019-09,4032.046052258913
2019-10,4042.976359830248
2019-11,4070.570972985863
2019-12,4181.50662101835
2020-01,4099.744017667423
2020-02,3862.0218932418147
2020-03,2930.507928366008
2020-04,3172.2771012425023
2020-05,3248.1367596072655
2020-06,3325.883331843201
2020-07,3159.22681867238
2020-08,3299.2464110144974
2020-09,3327.030531349159
2020-10,3422.540151429499
2020-11,3576.8364993788327
2020-12,3745.5549394924656
2021-01,3598.9877332494693
2021-02,3672.7208481784755
2021-03,3665.907944497968
2021-04,3656.110908768413
2021-05,3748.0784707199314
2021-06,3897.05649390968
2021-07,3749.7888167494652
2021-08,4027.9442079077658
2021-09,4056.1143112075274
2021-10,4274.879998172439
2021-11,4228.799608990659
2021-12,4215.690505283817
2022-01,4308.795877932013
2022-02,4245.8698215745335
2022-03,4334.707382168799
2022-04,4277.618398035448
2022-05,4134.234219419534
2022-06,3772.947400552021
2022-07,3928.900719447405
2022-08,4033.1564820944895
2022-09,3681.0009973793353
2022-10,3728.0766714322717
2022-11,3897.262372760046
2022-12,3690.804118277024
2023-01,3804.45567662228
2023-02,3745.3113948730866
2023-03,3717.1302753291934
2023-04,3697.560453628779
2023-05,3737.649216655063
2023-06,3782.2318174970237
2023-07,3986.3052731080247
