Date,FAR EAST
2020-10,236.2406321865291
2020-11,258.96170958485334
2020-12,263.79239021636283
2021-01,264.06981586375355
2021-02,269.3838231028311
2021-03,281.6705042579031
2021-04,272.74892425848947
2021-05,272.48430800570594
2021-06,279.37980249142714
2021-07,275.61962052053366
2021-08,283.7100638375338
2021-09,293.9986643838466
2021-10,286.88581213573275
2021-11,286.13202209294866
2021-12,288.00570822912545
2022-01,279.73075069473964
2022-02,275.5562262069228
2022-03,277.45397833225127
2022-04,268.28698056492345
2022-05,268.25036026041244
2022-06,256.1426297974193
2022-07,274.60989138234277
2022-08,271.1798935946449
2022-09,250.51480664834142
2022-10,251.05656911218293
2022-11,268.01661134274576
2022-12,261.3126373594081
2023-01,272.22688733344523
2023-02,266.8718871651694
2023-03,270.60087984699965
2023-04,267.17297318091175
2023-05,277.4169551758989
2023-06,281.70247593299734
2023-07,288.05797548321334
