Date,EM LATIN AMERICA ex BRAZIL
2011-04,6007.254824890989
2011-05,6093.842086816427
2011-06,6020.4281363650625
2011-07,5983.47953982403
2011-08,5786.848060479428
2011-09,5239.618901568855
2011-10,5746.091415642503
2011-11,5717.209607153436
2011-12,5878.622825247097
2012-01,6290.195818368611
2012-02,6436.82375140499
2012-03,6654.007478334187
2012-04,6736.918797869644
2012-05,6422.655155746012
2012-06,6770.612742567145
2012-07,7059.193739672491
2012-08,6762.425264813164
2012-09,6985.4557016803
2012-10,6960.213874513538
2012-11,6951.336607747665
2012-12,7186.9656469456695
2013-01,7326.829008880276
2013-02,7369.814978572328
2013-03,7624.567550764489
2013-04,7195.204031866984
2013-05,6840.191387439724
2013-06,6539.3308664288015
2013-07,6378.777546973316
2013-08,6141.611629804256
2013-09,6203.8000078699815
2013-10,6364.519379242211
2013-11,6270.744898709395
2013-12,6224.0245487855245
2014-01,5850.244464036592
2014-02,5694.675905454079
2014-03,6054.126888047175
2014-04,6092.987077306713
2014-05,6333.415991149371
2014-06,6465.381477757491
2014-07,6612.571275273739
2014-08,6967.550891847398
2014-09,6918.282099442247
2014-10,6913.152489263408
2014-11,6638.078744989387
2014-12,6378.311003028798
2015-01,6436.868461626867
2015-02,6852.810508754017
2015-03,6927.092002038059
2015-04,6882.591084003047
2015-05,6924.822252737643
2015-06,6682.182497579777
2015-07,6468.041562255683
2015-08,5945.931565615151
2015-09,5750.908138530082
2015-10,6211.440760358464
2015-11,6169.528762410414
2015-12,5781.747943880842
2016-01,5674.254667861203
2016-02,5750.8834027816465
2016-03,6132.670836592467
2016-04,6202.120905311302
2016-05,5891.105826286134
2016-06,6100.871459471805
2016-07,6081.613534355751
2016-08,6135.255899889611
2016-09,5940.585248501167
2016-10,6373.702976259179
2016-11,5945.274600129552
2016-12,6035.788184225084
2017-01,6087.513125797546
2017-02,6340.002159537979
2017-03,6814.210702248883
2017-04,6699.640005801618
2017-05,6568.576051405635
2017-06,6709.035909266445
2017-07,6826.029464394968
2017-08,6941.612544592769
2017-09,6853.939322331642
2017-10,6676.686923837283
2017-11,6338.824762608176
2017-12,6562.577123677045
2018-01,6840.649955982939
2018-02,6571.462120231517
2018-03,6546.254755406651
2018-04,6854.864436466951
2018-05,6337.3192430497475
2018-06,6590.4974098696875
2018-07,6982.548011847637
2018-08,6692.628008661464
2018-09,6842.511320595463
2018-10,6044.9775707685285
2018-11,5896.189866554443
2018-12,5889.105401408138
2019-01,6482.7065377852505
2019-02,6373.731388502599
2019-03,6441.508965583294
2019-04,6605.311076745421
2019-05,6137.167401141587
2019-06,6376.693521259134
2019-07,6272.275641961081
2019-08,5949.695382732031
2019-09,6179.764966745028
2019-10,6114.549234134761
2019-11,5962.10790690243
2019-12,6248.029490192597
2020-01,6203.481354786957
2020-02,5611.359250190264
2020-03,4054.110841248146
2020-04,4376.441710948931
2020-05,4458.503220069008
2020-06,4488.03934375342
2020-07,4479.867632666394
2020-08,4387.261962034942
2020-09,4404.47332745662
2020-10,4492.040208314806
2020-11,5197.700586389538
2020-12,5536.923883816298
2021-01,5314.731134425119
2021-02,5477.034158346813
2021-03,5953.3217982934775
2021-04,5776.56166819529
2021-05,5987.594504981797
2021-06,6041.017943789572
2021-07,6045.096174789527
2021-08,6474.762145116943
2021-09,6215.551401042352
2021-10,6257.088231424337
2021-11,6111.8192479766885
2021-12,6556.313925356673
2022-01,6599.257429036224
2022-02,6920.085500973889
2022-03,7691.623686809312
2022-04,7169.2751711342025
2022-05,7619.558481061044
2022-06,6780.178631311187
2022-07,7104.622225623152
2022-08,6963.28435880201
2022-09,6924.487195160086
2022-10,7659.057320015054
2022-11,7827.020932976606
2022-12,7129.692593653722
2023-01,8034.634177364485
2023-02,8096.4124381451475
2023-03,8102.60322951761
2023-04,8115.274784780853
2023-05,8181.44293373055
2023-06,8527.719548918958
2023-07,8908.12595405381
