Date,WORLD ex EMU
2019-04,333.596891865153
2019-05,316.59245807358576
2019-06,330.0230775018277
2019-07,340.3777209676911
2019-08,337.37946646645867
2019-09,347.9988569871868
2019-10,348.39588197885
2019-11,363.0879016940943
2019-12,367.50004010118084
2020-01,371.13912880482343
2020-02,343.07646447579657
2020-03,299.87231928304186
2020-04,334.92239702902555
2020-05,345.3681860941985
2020-06,350.0170679757835
2020-07,348.8188739992333
2020-08,368.8432169482922
2020-09,363.4668883221877
2020-10,356.0235407824049
2020-11,388.4672654835804
2020-12,396.00124111158107
2021-01,395.40566922245165
2021-02,405.64129128131265
2021-03,433.17349271383006
2021-04,442.77443985203763
2021-05,441.13981390415273
2021-06,463.50692779586853
2021-07,472.20196950217996
2021-08,486.56408917646877
2021-09,475.7109503791794
2021-10,504.38936836004285
2021-11,509.4082556024188
2021-12,525.0499353570151
2022-01,504.32669431040074
2022-02,492.06899538052267
2022-03,512.8473183013272
2022-04,495.4891402004116
2022-05,487.60346119690473
2022-06,457.8514653022769
2022-07,508.27864211788943
2022-08,495.080348049336
2022-09,460.89056496796115
2022-10,489.0760159393218
2022-11,499.8065629907203
2022-12,459.95371537337957
2023-01,482.0480580787715
2023-02,481.12795028836433
2023-03,484.4704641725212
2023-04,484.6205158405738
2023-05,499.7051494262156
2023-06,517.9201408488482
2023-07,530.0289049449559
