Date,FM CENTRAL & EASTERN EUROPE + CIS
2011-06,610.743919344624
2011-07,598.4872090936358
2011-08,552.2887443409609
2011-09,505.4910288492465
2011-10,523.6219549207206
2011-11,506.1646409986995
2011-12,496.6215406136769
2012-01,506.9543472697885
2012-02,523.8728522569787
2012-03,544.528890943087
2012-04,541.167838313904
2012-05,507.02603793880047
2012-06,499.4448254310314
2012-07,526.3059788516406
2012-08,529.7541222773513
2012-09,543.837558032641
2012-10,535.0782363884701
2012-11,544.208274294693
2012-12,550.4486843963723
2013-01,574.6648489213441
2013-02,596.0143023073769
2013-03,588.0117029619918
2013-04,576.3647327448322
2013-05,579.6981150874672
2013-06,569.7167554428313
2013-07,576.4696768917231
2013-08,571.8232757116912
2013-09,572.963246135614
2013-10,569.5443748849423
2013-11,596.6707434987854
2013-12,604.7536062494962
2014-01,589.9605494453303
2014-02,589.2613304900615
2014-03,565.8522192471338
2014-04,589.2488523634719
2014-05,638.1827941897299
2014-06,666.2745986264563
2014-07,679.8278844512838
2014-08,690.1810089764904
2014-09,697.9842547911278
2014-10,664.0289907591939
2014-11,631.6780260644193
2014-12,628.8659400229849
2015-01,606.1569330773442
2015-02,618.5682168354756
2015-03,640.3646623911278
2015-04,652.8149648776995
2015-05,648.9555082879418
2015-06,639.1770502355688
2015-07,646.3562240190923
2015-08,598.521568638127
2015-09,562.5442230292891
2015-10,595.7905246555844
2015-11,593.4598997196027
2015-12,587.7203829499625
2016-01,542.8143247249604
2016-02,555.4856714230904
2016-03,583.4564310779288
2016-04,563.0047153905865
2016-05,585.5285867687194
2016-06,583.2680099603658
2016-07,620.1629101392308
2016-08,628.4218402677337
2016-09,646.7586540224844
2016-10,638.4687868836202
2016-11,628.4233632181853
2016-12,647.0931004257085
2017-01,685.8378822370162
2017-02,725.6358266356601
2017-03,717.2481516987705
2017-04,723.3730494081963
2017-05,748.6012432934289
2017-06,732.8807245967872
2017-07,764.1270845168935
2017-08,762.8908646084886
2017-09,740.5420272831395
2017-10,749.851114139214
2017-11,759.0385218646406
2017-12,773.5858215727505
2018-01,820.1029358944108
2018-02,829.7575766631041
2018-03,842.1889791687883
2018-04,842.0303293490035
2018-05,816.6192359577757
2018-06,836.7074018110868
2018-07,852.5022361800809
2018-08,861.8828653009245
2018-09,853.7620927156828
2018-10,860.8864942853336
2018-11,880.3449949130651
2018-12,801.563132472264
2019-01,762.6815717224107
2019-02,816.7275579897783
2019-03,844.0040889033489
2019-04,880.660624115635
2019-05,907.7392938839647
2019-06,959.8409709396494
2019-07,1005.2109924683108
2019-08,996.8345048581315
2019-09,1009.6458621762366
2019-10,1016.0192555047545
2019-11,1058.8139917416322
2019-12,1076.8162100120687
2020-01,1095.3303570377236
2020-02,1010.2583682993034
2020-03,813.7815967882195
2020-04,860.0586399664459
2020-05,927.1210102520561
2020-06,954.5992786632363
2020-07,938.7233181942461
2020-08,1001.1528751629813
2020-09,976.8843352978002
2020-10,921.8997741293277
2020-11,1031.9962443593333
2020-12,1070.567852927761
2021-01,1106.2171125526577
2021-02,1111.1401135461765
2021-03,1190.4546818746232
2021-04,1266.4753767148459
2021-05,1323.261317928411
2021-06,1374.5092043835775
2021-07,1410.0310135388104
2021-08,1490.5814898712817
2021-09,1528.960222433989
2021-10,1663.5347165345222
2021-11,1602.9397581646917
2021-12,1584.271854077852
2022-01,1447.016192640194
2022-02,1257.1081484743495
2022-03,1262.4273869516626
2022-04,1315.7428537897313
2022-05,1253.2861350294338
2022-06,1234.2566262736198
2022-07,1332.5580517851495
2022-08,1416.4344922616503
2022-09,1263.5081161994744
2022-10,1323.0598937475602
2022-11,1421.2216971633363
2022-12,1375.8061005845452
2023-01,1430.2149385598566
2023-02,1471.2675211459898
2023-03,1455.4303296344121
2023-04,1505.2015794591598
2023-05,1532.05001459118
2023-06,1574.9203041758228
2023-07,1680.9702655511287
