Date,EM EASTERN EUROPE ex RUSSIA
2014-10,2923.490730828144
2014-11,2902.444067711701
2014-12,2721.1202601526797
2015-01,2792.0182401671277
2015-02,2901.4766651373766
2015-03,3021.9090797096574
2015-04,3222.218842385262
2015-05,3080.750006420729
2015-06,2942.4149824438377
2015-07,2920.1970720645936
2015-08,2772.8327519483246
2015-09,2662.9660165015675
2015-10,2666.4012382959313
2015-11,2563.0019972880114
2015-12,2469.5653726939386
2016-01,2356.037642444753
2016-02,2380.309286041396
2016-03,2670.828838537449
2016-04,2530.0993925809084
2016-05,2413.911131550928
2016-06,2357.170929688566
2016-07,2446.920997187493
2016-08,2473.798737430833
2016-09,2430.366712948789
2016-10,2592.933656165907
2016-11,2484.9220235362436
2016-12,2686.38240502759
2017-01,2841.4958681127714
2017-02,2988.3386996417594
2017-03,2993.3751622250657
2017-04,3220.962393188664
2017-05,3200.241941274498
2017-06,3213.8462154750664
2017-07,3321.1272875387886
2017-08,3503.4819310690636
2017-09,3398.370207368799
2017-10,3568.592396868408
2017-11,3449.7168991925437
2017-12,3553.4281261308342
2018-01,3718.0275935549166
2018-02,3455.973661612824
2018-03,3279.386091138305
2018-04,3365.4978556507967
2018-05,3110.5960753783133
2018-06,3066.3003221021795
2018-07,3341.0019009208604
2018-08,3379.7349533381916
2018-09,3363.3181326952244
2018-10,3155.1384759797174
2018-11,3385.689779922682
2018-12,3346.3922661911024
2019-01,3516.914199418329
2019-02,3447.5289685467196
2019-03,3443.594991520752
2019-04,3487.20470036432
2019-05,3373.108442833572
2019-06,3466.7704162916048
2019-07,3434.1867594116306
2019-08,3206.301157361569
2019-09,3258.3992869617628
2019-10,3391.935457782472
2019-11,3336.647218872741
2019-12,3426.043758537813
2020-01,3236.2792240517347
2020-02,2827.319239126056
2020-03,2199.0525063400596
2020-04,2397.285281029943
2020-05,2536.94222732559
2020-06,2571.2913581590474
2020-07,2575.6890939685204
2020-08,2615.833095791695
2020-09,2388.027864055226
2020-10,2122.51350984822
2020-11,2629.3881735272075
2020-12,2808.019709461974
2021-01,2829.3079737151825
2021-02,2786.7373093430706
2021-03,2791.363660611966
2021-04,2922.321450493891
2021-05,3276.8274504563187
2021-06,3248.9048044084393
2021-07,3298.5162063363864
2021-08,3539.4929423590506
2021-09,3469.232213855237
2021-10,3587.0428380320086
2021-11,3327.1992336516337
2021-12,3451.553227526474
2022-01,3495.45116646394
2022-02,2998.2093056332214
2022-03,3167.7684119987275
2022-04,2827.769664732005
2022-05,2795.5203888729156
2022-06,2577.72457865836
2022-07,2651.8964248880575
2022-08,2414.027888513594
2022-09,2148.9821740219
2022-10,2408.4236554531594
2022-11,2693.944467697229
2022-12,2733.203289902841
2023-01,2905.6984307053517
2023-02,2929.47609430332
2023-03,2797.2400743217095
2023-04,3084.371012409134
2023-05,3057.1163638549806
2023-06,3350.7919355918384
2023-07,3563.266810808531
