Date,EM EMEA
2020-09,403.16363092048505
2020-10,389.24534923774695
2020-11,432.15164202342
2020-12,449.9821857294264
2021-01,458.2803450133655
2021-02,467.41284587717183
2021-03,506.54088483309044
2021-04,506.1617051992617
2021-05,527.6354833006677
2021-06,539.8024626992366
2021-07,540.5659020792102
2021-08,561.686871476787
2021-09,576.4402896235025
2021-10,592.6817965409854
2021-11,566.7965297598148
2021-12,574.0807496647975
2022-01,597.3875651135733
2022-02,535.2129605573598
2022-03,506.9918996640964
2022-04,517.5373564563554
2022-05,488.5321286253097
2022-06,447.81721538157757
2022-07,475.34645629087447
2022-08,478.3352290066846
2022-09,453.0884125548242
2022-10,468.6061739929297
2022-11,470.78356265661444
2022-12,440.21269124857434
2023-01,442.5057344018637
2023-02,433.88861985237463
2023-03,428.1395136158627
2023-04,438.4404023037515
2023-05,427.1435631850027
2023-06,438.61575293513386
2023-07,464.20611158118237
