Date,WORLD ex EUROPE
2014-06,184.15286421598017
2014-07,187.04502215822936
2014-08,195.52635170164396
2014-09,199.2076454896988
2014-10,204.54956706921737
2014-11,209.35875867855762
2014-12,214.2968534367221
2015-01,224.31800437390297
2015-02,238.72157964882365
2015-03,246.47325865095908
2015-04,240.25268024111372
2015-05,247.47758311528074
2015-06,238.57400003724004
2015-07,243.93765811383935
2015-08,225.15244003444474
2015-09,218.55519235957155
2015-10,239.00080289645626
2015-11,249.9946006649098
2015-12,239.55735000399596
2016-01,226.65869641081403
2016-02,224.95679909529517
2016-03,229.5541114799008
2016-04,231.45114322176954
2016-05,240.48315454518854
2016-06,240.95154165699358
2016-07,249.59525624993182
2016-08,250.80399392524805
2016-09,249.75473933421836
2016-10,252.19603257540962
2016-11,267.3606502433051
2016-12,273.2501219589446
2017-01,273.46514623387117
2017-02,287.2999405962329
2017-03,286.1815179109323
2017-04,283.58938103233265
2017-05,278.28534743328305
2017-06,276.8243986222602
2017-07,273.81170796617323
2017-08,272.15093696088314
2017-09,279.0507512538922
2017-10,289.90879762361345
2017-11,291.29755435146836
2017-12,293.1239624659871
2018-01,297.43307091667305
2018-02,292.9956631880614
2018-03,283.5317755587123
2018-04,290.5774590166015
2018-05,306.47627242137276
2018-06,306.94367161347606
2018-07,315.7602553750371
2018-08,325.41942870863704
2018-09,328.13832027580804
2018-10,312.04396145910795
2018-11,317.7869265264194
2018-12,288.41436713991885
2019-01,310.75031962186813
2019-02,322.4406254075114
2019-03,332.109562765727
2019-04,344.6198319936645
2019-05,326.50102555409904
2019-06,340.57389116194577
2019-07,352.47914871504787
2019-08,349.7227202909058
2019-09,360.428420236088
2019-10,360.65680775027215
2019-11,376.5480567742508
2019-12,380.2374657955548
2020-01,384.87458420301107
2020-02,356.49309293478603
2020-03,310.9711972201365
2020-04,349.59912360912585
2020-05,361.29743613517974
2020-06,366.2200586154153
2020-07,365.39016200967455
2020-08,387.8076635719485
2020-09,381.9369386226712
2020-10,375.1225286105693
2020-11,408.67568521322204
2020-12,416.1996380646393
2021-01,415.5613138485956
2021-02,426.8690981097185
2021-03,455.9749709793032
2021-04,466.1225563095601
2021-05,462.79669645992306
2021-06,487.6872835468026
2021-07,496.52116769183993
2021-08,512.510329224555
2021-09,501.2948438474653
2021-10,531.9170726199792
2021-11,538.7353938443975
2021-12,553.5294643625559
2022-01,531.0408506490406
2022-02,517.1411851454234
2022-03,539.9322075825638
2022-04,519.1731630458552
2022-05,511.15254969060715
2022-06,480.0843282732373
2022-07,534.6547292696499
2022-08,522.0518653071911
2022-09,485.6271052228572
2022-10,516.0759908625548
2022-11,525.6017351815382
2022-12,481.11624210816933
2023-01,504.66716355118996
2023-02,502.51066151746994
2023-03,506.7865053960182
2023-04,504.81439931877816
2023-05,523.8375968931756
2023-06,544.4732903806475
2023-07,557.3587096635466
