Date,ACWI ex UK
2014-04,183.57914396537524
2014-05,190.89487525191882
2014-06,194.12869822789895
2014-07,196.31258611649653
2014-08,204.21398814244756
2014-09,206.46562127546284
2014-10,210.20133374231582
2014-11,215.03299635370178
2014-12,217.49164884428725
2015-01,229.5303441751813
2015-02,243.76451230869387
2015-03,251.6444984083091
2015-04,247.60201939559678
2015-05,252.9441247650295
2015-06,243.38216077812396
2015-07,247.50890965723596
2015-08,227.53402635457516
2015-09,220.37784974375808
2015-10,240.32757457620414
2015-11,249.67986415310287
2015-12,238.85942767084754
2016-01,225.39493236202725
2016-02,223.07697007047446
2016-03,229.00978857186954
2016-04,231.04411067379436
2016-05,238.32180447831263
2016-06,238.0069440301281
2016-07,246.96953515314348
2016-08,248.95679998799542
2016-09,248.28578710481275
2016-10,250.8501097285257
2016-11,261.39245873064635
2016-12,268.359445746827
2017-01,269.37586233638507
2017-02,281.9134175996733
2017-03,283.6289641454935
2017-04,282.96476758823854
2017-05,279.91425142555784
2017-06,277.7703441789064
2017-07,276.35894945462405
2017-08,275.4441546038635
2017-09,282.2297104577682
2017-10,292.690123319695
2017-11,291.9591578001359
2017-12,294.0992889517785
2018-01,299.9995795757686
2018-02,294.0775267534112
2018-03,285.27402248049344
2018-04,292.6611860279357
2018-05,303.7504362580628
2018-06,302.2471706155323
2018-07,311.1912224735095
2018-08,316.4661428130653
2018-09,318.29242988057894
2018-10,301.7696931318437
2018-11,307.0843837589942
2018-12,282.3146741702305
2019-01,303.6810416034252
2019-02,314.22380782763366
2019-03,322.90974537631
2019-04,334.83072372539715
2019-05,317.07003634033833
2019-06,330.98984176162725
2019-07,340.0294214675946
2019-08,336.19678051412814
2019-09,346.56471896736804
2019-10,348.0080143411613
2019-11,361.00920541149435
2019-12,366.96401162239937
2020-01,368.196183133669
2020-02,342.31257548232526
2020-03,297.0333379508767
2020-04,330.3472706328356
2020-05,340.0955585638937
2020-06,347.9824166932127
2020-07,348.6522598389654
2020-08,366.30648724369945
2020-09,361.92872361140326
2020-10,355.9377569087409
2020-11,388.9183670838434
2020-12,397.90279386066015
2021-01,398.98051684652546
2021-02,408.5152289387021
2021-03,433.3831964290953
2021-04,441.80251477288954
2021-05,441.58522712771037
2021-06,462.0948435640553
2021-07,465.4115712439874
2021-08,479.66795793748616
2021-09,468.2161649562773
2021-10,493.1581911920761
2021-11,495.53820329635664
2021-12,509.68066118944034
2022-01,490.6221902043111
2022-02,476.53131001686216
2022-03,492.15133698741005
2022-04,476.8591435684608
2022-05,470.1948739651095
2022-06,441.4272413712234
2022-07,484.9660235770261
2022-08,474.2381545693081
2022-09,440.25377121521535
2022-10,462.8284568321467
2022-11,478.4209523325483
2022-12,442.96060174065894
2023-01,466.721115296995
2023-02,463.8484147708439
2023-03,467.74214382491476
2023-04,466.44912905021874
2023-05,479.294234825986
2023-06,496.1120406695916
2023-07,509.07822653333807
