Date,AUSTRIA SMALL CAP
2007-12,326.9873852817409
2008-01,289.28696934653146
2008-02,298.7813241301165
2008-03,292.1105966896698
2008-04,305.04345648702906
2008-05,323.8087926165305
2008-06,295.76221372548764
2008-07,274.24008339615875
2008-08,272.68071537335135
2008-09,224.37459727793555
2008-10,172.88742151114428
2008-11,163.58520452058474
2008-12,168.71052896820348
2009-01,189.65342940514628
2009-02,173.4786982952436
2009-03,183.8052608749739
2009-04,217.74705544883452
2009-05,233.0468978312728
2009-06,236.76362832234082
2009-07,250.59364438962223
2009-08,303.83052221278274
2009-09,334.5224348945714
2009-10,315.9275603919619
2009-11,321.95177294959996
2009-12,336.7945411945427
2010-01,340.5780574436846
2010-02,333.5934044183211
2010-03,362.3320819762995
2010-04,370.64712167572395
2010-05,342.001570082994
2010-06,330.17098506491493
2010-07,352.53496021458335
2010-08,341.7100882090011
2010-09,366.3415263979177
2010-10,380.7123358670875
2010-11,385.9680519374036
2010-12,426.76929156946363
2011-01,412.9821199001307
2011-02,410.01185051063266
2011-03,420.81858635759244
2011-04,424.2686272037608
2011-05,419.40257215565805
2011-06,393.2443962370275
2011-07,374.7480905336834
2011-08,346.6460430537512
2011-09,324.2282759410961
2011-10,333.7545578389914
2011-11,319.6533892123058
2011-12,319.56545918196485
2012-01,342.23779227681086
2012-02,354.8690017824298
2012-03,360.05266927220094
2012-04,367.4011232628469
2012-05,358.83904879232153
2012-06,356.83479229165226
2012-07,358.4299974617192
2012-08,364.6900729288655
2012-09,374.5537316965319
2012-10,379.91710034388825
2012-11,394.7630334045528
2012-12,409.90856122664286
2013-01,426.0364107848384
2013-02,423.0182035588879
2013-03,419.03653227406363
2013-04,417.1272463781424
2013-05,428.81649136405235
2013-06,398.28081011127455
2013-07,416.2637755587546
2013-08,420.55490676898495
2013-09,456.8287920616423
2013-10,470.6895746155491
2013-11,470.9871177421123
2013-12,463.33845498600124
2014-01,477.0030907136142
2014-02,506.2507418214723
2014-03,501.76303523356916
2014-04,506.4389092834793
2014-05,504.38992454485054
2014-06,510.383466200553
2014-07,499.5539573825756
2014-08,499.9761050697689
2014-09,491.0705316036691
2014-10,478.8151342988987
2014-11,491.6815782046995
2014-12,498.4428219645164
2015-01,532.9551710716593
2015-02,577.3523095422997
2015-03,584.9464721349415
2015-04,578.4988556942533
2015-05,593.3808843344282
2015-06,562.2788416698452
2015-07,586.3999795441867
2015-08,561.7073802949016
2015-09,542.0535160317878
2015-10,588.646477470121
2015-11,589.0215187780694
2015-12,583.1149444859166
2016-01,519.2071762226299
2016-02,528.4277255582894
2016-03,557.880352344747
2016-04,564.6824071439445
2016-05,565.8244112313996
2016-06,526.4458139367231
2016-07,555.724262866571
2016-08,578.7825782212203
2016-09,599.7549586375173
2016-10,592.3419018727722
2016-11,607.119945989562
2016-12,619.3274466091407
2017-01,632.8130513614259
2017-02,651.9632184430517
2017-03,673.6963262680106
2017-04,705.2364357003313
2017-05,722.9377152198239
2017-06,717.8778161929185
2017-07,731.2267210238352
2017-08,720.2628606352823
2017-09,738.6666167407125
2017-10,759.6740920550944
2017-11,732.3719116823121
2017-12,772.3755072185352
2018-01,788.5679077641611
2018-02,767.8646089729359
2018-03,779.9878789054129
2018-04,802.625780493313
2018-05,810.0007093488191
2018-06,781.2788556264799
2018-07,819.5943341786281
2018-08,827.6920875789733
2018-09,797.7589687495586
2018-10,748.6381062790036
2018-11,740.452215275301
2018-12,681.0775175432204
2019-01,745.1745646578272
2019-02,735.9338130978125
2019-03,753.7347264723923
2019-04,798.2720449356829
2019-05,772.5536049617456
2019-06,787.650486084934
2019-07,780.6565148385022
2019-08,778.4889432179074
2019-09,797.5110823812222
2019-10,829.3622313949646
2019-11,837.1184670537683
2019-12,856.7068676232072
2020-01,851.2553544562013
2020-02,778.6165415454338
2020-03,600.8041942094172
2020-04,632.3157880155857
2020-05,630.1378337039497
2020-06,628.2695329490344
2020-07,607.8211060933854
2020-08,631.5189773330676
2020-09,621.4663868033261
2020-10,601.6065329255237
2020-11,716.414463966095
2020-12,767.0540434849652
2021-01,811.9780020394107
2021-02,834.6841132216495
2021-03,881.4984554141159
2021-04,917.0717480708387
2021-05,943.7569333692948
2021-06,949.5936500939522
2021-07,971.5348889966485
2021-08,992.0260182976978
2021-09,965.4953806132191
2021-10,998.1281775681323
2021-11,973.9832730598679
2021-12,1018.5083910382164
2022-01,1015.8867552854276
2022-02,943.1020963660785
2022-03,928.1274204169914
2022-04,937.9737326299844
2022-05,955.3627480175126
2022-06,840.9025857250516
2022-07,904.5582434771857
2022-08,904.7546679391257
2022-09,828.4109265941505
2022-10,887.7181576459086
2022-11,937.5085794435865
2022-12,907.1695574927209
2023-01,999.2930941996503
2023-02,1036.8482405132593
2023-03,961.7260187367134
2023-04,973.3749854679287
2023-05,927.2475046470538
2023-06,956.5581493037259
2023-07,976.7333789916939
