Date,BELGIUM SMALL CAP
2017-06,382.06975618247014
2017-07,379.78646883216555
2017-08,378.168046415925
2017-09,396.6546185677307
2017-10,400.3469898054856
2017-11,390.33261733899656
2017-12,395.3585574001284
2018-01,423.40118479283586
2018-02,416.5100581696904
2018-03,390.42142308396444
2018-04,394.62235007678385
2018-05,403.4977516594752
2018-06,391.89046328427577
2018-07,409.82924476592996
2018-08,403.9246497090259
2018-09,392.0574000498833
2018-10,374.21693790419215
2018-11,378.7294328329558
2018-12,358.41061792874206
2019-01,385.0032933356994
2019-02,390.3919806009673
2019-03,405.42873291495744
2019-04,424.895725105285
2019-05,410.5303711503188
2019-06,422.2529459418001
2019-07,452.0230597413498
2019-08,455.34658288629635
2019-09,459.61085265095466
2019-10,480.23870208825974
2019-11,498.86950130501816
2019-12,510.51271151202025
2020-01,509.7382487711717
2020-02,471.99067810525344
2020-03,429.0437141500197
2020-04,456.1025878047449
2020-05,492.81343095873103
2020-06,490.3469343857593
2020-07,481.4862329679126
2020-08,501.2917221749863
2020-09,503.22158198600187
2020-10,455.3133171112307
2020-11,522.914204495858
2020-12,528.9585104764932
2021-01,538.8620022859233
2021-02,552.5484975545199
2021-03,559.4326095628709
2021-04,572.5157621452419
2021-05,595.3441087521894
2021-06,602.3614882144258
2021-07,626.7534902992837
2021-08,646.2956583252349
2021-09,612.5648123360363
2021-10,645.1805676273351
2021-11,638.9367559060431
2021-12,673.6688027040137
2022-01,650.5586942159796
2022-02,635.0732706344611
2022-03,659.9958908458605
2022-04,658.5424088775517
2022-05,632.7216604858502
2022-06,575.3056176932519
2022-07,609.7514747362459
2022-08,586.6166233965565
2022-09,520.512591086048
2022-10,531.597664771859
2022-11,539.4462389893708
2022-12,539.5917851368067
2023-01,558.3761428918459
2023-02,578.3209363410856
2023-03,562.8144134718882
2023-04,565.1574119627351
2023-05,549.6671084331251
2023-06,544.0552050209208
2023-07,563.3947260356479
