Date,FINLAND SMALL CAP
2018-12,504.21724411957365
2019-01,546.1890973140206
2019-02,565.4348595687222
2019-03,587.4021643715987
2019-04,610.8443271040849
2019-05,555.7980673001554
2019-06,603.7081892046766
2019-07,571.1301067974633
2019-08,568.9435939664583
2019-09,595.1635506445559
2019-10,633.9187621644791
2019-11,640.9389843921134
2019-12,653.3416941418554
2020-01,653.9205470720626
2020-02,619.3299223238045
2020-03,477.4543373775512
2020-04,560.5619337287482
2020-05,597.1101327116756
2020-06,597.7186929636969
2020-07,646.5250206052029
2020-08,678.8320835446244
2020-09,702.5126405199629
2020-10,701.3716438561903
2020-11,762.0135402647246
2020-12,801.1651632397617
2021-01,823.8420440225785
2021-02,834.0658305207788
2021-03,886.0264930907754
2021-04,943.9879807117453
2021-05,937.8242496745755
2021-06,948.8015690992274
2021-07,998.3379641021237
2021-08,995.9860056294909
2021-09,896.0876417830024
2021-10,932.7197562578972
2021-11,924.8076313117687
2021-12,954.2422297188291
2022-01,893.7212409391383
2022-02,794.5003309059638
2022-03,786.3834437055025
2022-04,769.938854584593
2022-05,777.3811987194673
2022-06,685.4916239906133
2022-07,753.6740679027608
2022-08,708.580675102611
2022-09,627.3331821191794
2022-10,686.372118786947
2022-11,734.7072432654824
2022-12,735.2113655790664
2023-01,792.441613830149
2023-02,810.7782174000699
2023-03,788.3815497460686
2023-04,813.8556343775284
2023-05,779.8512015969434
2023-06,762.6224356399867
2023-07,750.244962886734
