Date,QATAR DOMESTIC SMALL CAP
2010-11,1165.4618274598247
2010-12,1213.8529628392077
2011-01,1155.8480285283176
2011-02,1033.4236316103309
2011-03,1154.3289320284098
2011-04,1139.636739580834
2011-05,1159.9822702108877
2011-06,1136.3324844142132
2011-07,1135.0895812498388
2011-08,1094.5699063804618
2011-09,1173.9279685211054
2011-10,1134.2484746438267
2011-11,1188.5199671175005
2011-12,1268.92865452473
2012-01,1273.3010991522542
2012-02,1290.6929252312457
2012-03,1411.3510558026196
2012-04,1460.099620739442
2012-05,1599.08634145723
2012-06,1518.154896152593
2012-07,1599.4096391632715
2012-08,1618.6409369462378
2012-09,1556.2193507450756
2012-10,1555.2337444607342
2012-11,1496.4380114619826
2012-12,1487.5333814279936
2013-01,1445.0781806297293
2013-02,1539.210109792737
2013-03,1590.1957857728337
2013-04,1619.4833065571281
2013-05,1815.9506233842328
2013-06,1821.0681807450483
2013-07,1828.2310964471365
2013-08,1798.040228728029
2013-09,1784.7724479003336
2013-10,1861.5473440228097
2013-11,1979.5144447796893
2013-12,1996.0491349599988
2014-01,2233.046056636696
2014-02,2211.9426583685713
2014-03,2524.5988114936504
2014-04,3009.2319206987077
2014-05,3127.00812944641
2014-06,2603.3012158567176
2014-07,3027.080324661751
2014-08,3360.29395963797
2014-09,3495.0597260569184
2014-10,3279.5069236938484
2014-11,3284.6371941525335
2014-12,3157.142842264111
2015-01,3378.794903436099
2015-02,3676.3563013961457
2015-03,3582.1251362845733
2015-04,3893.29700538564
2015-05,4039.187967590772
2015-06,4195.612093788134
2015-07,4229.526881862355
2015-08,3826.561176775785
2015-09,3836.3904849669557
2015-10,3889.7081283176253
2015-11,3462.8767665385403
2015-12,3409.674589537157
2016-01,2886.528433415909
2016-02,3324.766449120093
2016-03,3478.5731199390593
2016-04,3400.9677655783426
2016-05,3293.5009183143447
2016-06,3350.3643861452515
2016-07,3460.9240702724255
2016-08,3510.1448555433703
2016-09,3350.3746435017974
2016-10,3321.2070230663253
2016-11,3161.891152709551
2016-12,3490.782629047936
2017-01,3438.650492501015
2017-02,3543.6852142309112
2017-03,3451.0870593420227
2017-04,3203.7752260612806
2017-05,3003.0156288762014
2017-06,2648.1539710761026
2017-07,2649.674559047804
2017-08,2378.380463864496
2017-09,2303.2770214494963
2017-10,2099.6412081061685
2017-11,1925.1961463590262
2017-12,2120.784619479102
2018-01,2215.4401173433344
2018-02,2183.696170777842
2018-03,2164.371008967856
2018-04,2200.025005055794
2018-05,2154.5535053545495
2018-06,2195.215732478981
2018-07,2275.3160262309284
2018-08,2285.911967784726
2018-09,2285.9890741450236
2018-10,2308.3714327611515
2018-11,2340.8821973233353
2018-12,2293.5110765527165
2019-01,2430.3144338756388
2019-02,2355.6748054742716
2019-03,2487.368283589138
2019-04,2487.930607675651
2019-05,2474.8646492317216
2019-06,2588.161496438
2019-07,2588.6898466522034
2019-08,2507.061661404057
2019-09,2617.377005296622
2019-10,2539.212237822244
2019-11,2575.0258643690163
2019-12,2555.601420454989
2020-01,2578.9290672032685
2020-02,2220.6583921794113
2020-03,1937.7521406348258
2020-04,2294.17229247423
2020-05,2332.138478516968
2020-06,2490.8998838229486
2020-07,2591.798412038648
2020-08,2727.1948991072923
2020-09,2988.152198866655
2020-10,2768.6192926702092
2020-11,2783.455339099162
2020-12,2775.7884189092065
2021-01,2782.2534938027443
2021-02,2772.9409612983713
2021-03,3073.090982543477
2021-04,3171.072738181949
2021-05,3183.7242070118637
2021-06,3170.1450099463327
2021-07,3159.5848607544
2021-08,3246.697646128475
2021-09,3356.7061166865587
2021-10,3434.988846331344
2021-11,3508.495680726092
2021-12,3561.23715890424
2022-01,3652.4672955318574
2022-02,3694.129498743889
2022-03,3757.4574288293716
2022-04,3926.682135872388
2022-05,3779.046538590091
2022-06,3697.9035096599177
2022-07,3803.015170713411
2022-08,3967.4966884111723
2022-09,3768.438382925159
2022-10,3693.941949827913
2022-11,3398.1418615826337
2022-12,3152.896763318343
2023-01,3129.1487861870487
2023-02,3055.038118358941
2023-03,2945.542022345997
2023-04,2979.936822087038
2023-05,3244.305364637237
2023-06,3040.045383712129
2023-07,3163.1931808016548
