Date,SWEDEN SMALL CAP
2019-07,935.4908083835546
2019-08,916.2244608497513
2019-09,932.7117182861512
2019-10,957.8392264112359
2019-11,1008.4144267337693
2019-12,1062.443467120479
2020-01,1057.6824490107626
2020-02,989.3077573822577
2020-03,808.8038201415239
2020-04,918.5385870360387
2020-05,1020.8530387577438
2020-06,1048.3228681797482
2020-07,1127.1074250775341
2020-08,1182.2124386417559
2020-09,1242.073154945878
2020-10,1157.0885788095416
2020-11,1295.4584198672223
2020-12,1390.3849767949912
2021-01,1360.4788295208305
2021-02,1399.8092866897225
2021-03,1453.806322820965
2021-04,1567.854005874178
2021-05,1593.1053386160368
2021-06,1592.2275818137095
2021-07,1735.6561967666992
2021-08,1770.6192149546237
2021-09,1631.9182008237983
2021-10,1752.2219047207723
2021-11,1742.2525619250134
2021-12,1787.7997584195978
2022-01,1532.7221962222425
2022-02,1407.2169767858215
2022-03,1499.7586612136013
2022-04,1417.0045650967381
2022-05,1370.0080860490132
2022-06,1132.1420041985623
2022-07,1329.3499026143406
2022-08,1174.0927948385943
2022-09,1024.5444528902044
2022-10,1094.1439661339114
2022-11,1159.6194816780815
2022-12,1124.3237885003061
2023-01,1196.1967222133562
2023-02,1257.3974939597506
2023-03,1221.0979972177495
2023-04,1235.4607884679403
2023-05,1166.3236723477687
2023-06,1147.249567097509
2023-07,1168.9138369536754
