Date,AC ASIA PACIFIC SMALL CAP
2006-02,959.011485438967
2006-03,980.0893527219582
2006-04,974.8297259874117
2006-05,896.115201671889
2006-06,870.6836916616214
2006-07,848.5778295219461
2006-08,866.9147707643606
2006-09,880.0937004880777
2006-10,890.2167303521566
2006-11,888.73487744606
2006-12,910.8270072812254
2007-01,932.6988337941242
2007-02,947.1795210106327
2007-03,956.5478845937242
2007-04,956.414582564895
2007-05,1000.0
2007-06,1019.8989553242665
2007-07,1041.5494953933069
2007-08,988.7184796781979
2007-09,995.8112961928051
2007-10,1022.5458518528887
2007-11,944.474392404435
2007-12,928.0728162491085
2008-01,826.3016595156207
2008-02,841.2315613185668
2008-03,776.8800262938245
2008-04,819.9954568272957
2008-05,824.5611380119244
2008-06,733.8811673869579
2008-07,716.4118962432285
2008-08,711.7401119157066
2008-09,632.2181540153085
2008-10,551.3634131073236
2008-11,545.7247819660216
2008-12,550.4621334016559
2009-01,558.9702136772734
2009-02,511.05401546983444
2009-03,533.2489237356222
2009-04,601.1779225507547
2009-05,669.2949702892363
2009-06,692.2078864250249
2009-07,739.4176252340798
2009-08,751.3066736608611
2009-09,769.2670711311636
2009-10,753.3577983336538
2009-11,745.41289072593
2009-12,800.9475449312301
2010-01,805.8083119605924
2010-02,829.8430703536271
2010-03,896.2638339054388
2010-04,936.0281121131314
2010-05,912.9074684834675
2010-06,921.5537367337632
2010-07,909.4119251356352
2010-08,924.4470403570483
2010-09,945.1012259195048
2010-10,948.3095230176701
2010-11,1004.595794201705
2010-12,1053.9763383265813
2011-01,1019.8305822668742
2011-02,1008.488654804035
2011-03,982.4495175826172
2011-04,964.1166806837763
2011-05,973.6068062154117
2011-06,961.6921944670736
2011-07,1001.2358832641316
2011-08,921.9343906040222
2011-09,891.2374282128737
2011-10,900.6902698281892
2011-11,877.7619016206639
2011-12,906.2876169391269
2012-01,967.4257045837203
2012-02,998.1432700737411
2012-03,990.4890433201849
2012-04,983.5641974025249
2012-05,956.7789272237106
2012-06,958.1515414387324
2012-07,985.065536564368
2012-08,970.8398694853986
2012-09,996.9951956983134
2012-10,979.9742065765157
2012-11,991.2270112449118
2012-12,1009.2810220372263
2013-01,1017.7563399588649
2013-02,1080.2604716543763
2013-03,1137.8415358203436
2013-04,1147.3585256502222
2013-05,1116.6328236895417
2013-06,1052.5334853872619
2013-07,1048.8664764555904
2013-08,1040.5310623540788
2013-09,1101.2832417218876
2013-10,1112.5934624529943
2013-11,1093.231678770911
2013-12,1085.3918557270645
2014-01,1092.3358527790297
2014-02,1083.6735307448428
2014-03,1098.028335119712
2014-04,1084.1241095604464
2014-05,1132.0865894437766
2014-06,1171.7332723619747
2014-07,1213.000620256543
2014-08,1239.7972792131666
2014-09,1235.0084322414564
2014-10,1222.7566958412422
2014-11,1207.5494276901065
2014-12,1236.8460453356652
2015-01,1352.5945914392591
2015-02,1405.7780173456017
2015-03,1485.4891659591283
2015-04,1502.6489229300835
2015-05,1551.1353343299627
2015-06,1485.2740948968053
2015-07,1433.4913595156154
2015-08,1316.8293398845817
2015-09,1299.5492129122163
2015-10,1401.5893192548701
2015-11,1463.2969394760194
2015-12,1436.2399901770343
2016-01,1334.9929963804093
2016-02,1319.982777211886
2016-03,1360.6872839107064
2016-04,1387.9243403266446
2016-05,1411.6874480036956
2016-06,1421.757738564989
2016-07,1483.8451325860956
2016-08,1477.190402043957
2016-09,1510.488667823629
2016-10,1530.56756374921
2016-11,1520.8770869105238
2016-12,1535.4953191597338
2017-01,1556.420222332875
2017-02,1645.0719155850759
2017-03,1656.9083415206621
2017-04,1645.6376240672948
2017-05,1628.5148253215636
2017-06,1625.3602079672341
2017-07,1615.2699405942242
2017-08,1626.6981307763976
2017-09,1651.0510874947051
2017-10,1741.028014574141
2017-11,1750.5854736445867
2017-12,1779.4861243438322
2018-01,1796.3837386837981
2018-02,1782.1786206651918
2018-03,1745.3244306926192
2018-04,1781.762387722424
2018-05,1844.4708352893074
2018-06,1764.1759911065224
2018-07,1755.0188324504654
2018-08,1751.9834747908192
2018-09,1739.715288198007
2018-10,1596.6908269228477
2018-11,1660.6089769470416
2018-12,1551.0415077077062
2019-01,1627.8337522040463
2019-02,1670.300332431664
2019-03,1712.4837079682377
2019-04,1725.3170036011736
2019-05,1655.880140515867
2019-06,1669.1067412090008
2019-07,1704.1492840395974
2019-08,1673.7752300766776
2019-09,1737.3152693825975
2019-10,1768.434221156302
2019-11,1791.9143151433295
2019-12,1812.4601882413026
2020-01,1772.8673467102876
2020-02,1624.9206029337672
2020-03,1398.7623344785202
2020-04,1557.04925922302
2020-05,1625.1359639977782
2020-06,1662.012585668367
2020-07,1624.1921994029178
2020-08,1721.5019874212335
2020-09,1766.5918348386226
2020-10,1759.0550949323656
2020-11,1880.6405511623484
2020-12,1943.5517130612632
2021-01,1954.5704087728445
2021-02,2026.450698708356
2021-03,2136.7041385577827
2021-04,2146.4605365392954
2021-05,2119.8621427396793
2021-06,2219.119776480311
2021-07,2200.723415996561
2021-08,2255.4564342731137
2021-09,2283.713598818274
2021-10,2281.1598772758803
2021-11,2245.3962156260104
2021-12,2296.1904468309376
2022-01,2173.512587043626
2022-02,2175.8016335489915
2022-03,2208.3762017802437
2022-04,2188.7293163669706
2022-05,2126.4163140042615
2022-06,1995.6614343324277
2022-07,2138.234202100278
2022-08,2173.8261324173054
2022-09,2005.991305014884
2022-10,1979.3526049665918
2022-11,2100.2323184491675
2022-12,2036.7636338312807
2023-01,2120.672990776793
2023-02,2092.0510163851113
2023-03,2070.7554090239923
2023-04,2048.52089419041
2023-05,2100.225038691342
2023-06,2114.9708200071523
2023-07,2200.3081602822795
