Date,KUKJE (ACWI ex KOREA) SMALL CAP
2011-10,1508.44529745682
2011-11,1516.0544968980662
2011-12,1558.4513004663072
2012-01,1667.8846798691557
2012-02,1714.5879992514726
2012-03,1732.2330070420542
2012-04,1729.566844306562
2012-05,1686.107310328214
2012-06,1700.162796659677
2012-07,1749.6903346918896
2012-08,1762.5242238102282
2012-09,1791.451681461382
2012-10,1766.9859201060806
2012-11,1779.6415975257976
2012-12,1814.8631555899417
2013-01,1861.5010689804913
2013-02,1947.9807905768714
2013-03,2045.1641084843725
2013-04,2017.451420205963
2013-05,2070.9323386661813
2013-06,2007.5908762930371
2013-07,2079.0905623616245
2013-08,2051.0281012891032
2013-09,2134.516474994322
2013-10,2192.674573608521
2013-11,2222.3266028717403
2013-12,2242.840694444765
2014-01,2246.417930113332
2014-02,2307.3033252410805
2014-03,2306.551380105742
2014-04,2256.82343832062
2014-05,2323.588072993405
2014-06,2402.541168528253
2014-07,2369.378213767013
2014-08,2477.6777439327466
2014-09,2441.1172655478713
2014-10,2496.9655034016464
2014-11,2517.6938881925994
2014-12,2598.7277237298526
2015-01,2742.485340002805
2015-02,2918.817297990692
2015-03,3051.104793713798
2015-04,2971.134010026805
2015-05,3077.513593892818
2015-06,2985.1707479596357
2015-07,2976.6397483543956
2015-08,2765.505711987391
2015-09,2668.0320401235344
2015-10,2853.4339753226423
2015-11,3008.621859425437
2015-12,2858.4690082512443
2016-01,2643.723216861429
2016-02,2652.000254866109
2016-03,2743.8452410371483
2016-04,2791.9499798730917
2016-05,2896.0649291448276
2016-06,2859.150034177813
2016-07,2994.323774219599
2016-08,3019.2739930845155
2016-09,3036.1342141778846
2016-10,3010.677709649241
2016-11,3215.967431819692
2016-12,3303.5896171995823
2017-01,3306.8900654094627
2017-02,3443.1874514934693
2017-03,3451.8166018197794
2017-04,3456.2744157797065
2017-05,3363.944739538592
2017-06,3367.042905630799
2017-07,3336.849087866646
2017-08,3315.2225946122367
2017-09,3455.2572988981497
2017-10,3560.9683412753157
2017-11,3548.5900679450015
2017-12,3584.7516419129975
2018-01,3583.1234548689963
2018-02,3515.802329316895
2018-03,3481.3896368689507
2018-04,3571.646644878938
2018-05,3777.5339788894576
2018-06,3746.904754337417
2018-07,3787.851410439987
2018-08,3875.3165361061106
2018-09,3817.698069141103
2018-10,3531.4358537882677
2018-11,3566.7789063877794
2018-12,3226.6677797913676
2019-01,3532.5510857211416
2019-02,3686.004196927541
2019-03,3722.108643032806
2019-04,3837.4124046197207
2019-05,3616.088269789028
2019-06,3739.1043560376465
2019-07,3844.103424652455
2019-08,3748.6800268843604
2019-09,3863.0587224039296
2019-10,3881.8260331318734
2019-11,4042.818084314204
2019-12,4116.38502131865
2020-01,4053.2146011422465
2020-02,3721.5639662454128
2020-03,2934.7414216787633
2020-04,3336.0087060764245
2020-05,3501.8070201987293
2020-06,3578.183639370884
2020-07,3543.5886352074895
2020-08,3695.3938809794363
2020-09,3687.876765412677
2020-10,3711.2338380761103
2020-11,4164.657210370513
2020-12,4369.953629707069
2021-01,4487.303617127689
2021-02,4723.204105725667
2021-03,4975.3848864825095
2021-04,5054.856015398776
2021-05,5025.726973781679
2021-06,5202.562343192473
2021-07,5164.662806971149
2021-08,5309.576014329503
2021-09,5246.819700691575
2021-10,5426.382108397234
2021-11,5324.15937236242
2021-12,5464.181151444169
2022-01,5152.1519742559185
2022-02,5133.893116628783
2022-03,5238.272238922014
2022-04,5110.774059434377
2022-05,5013.105541575603
2022-06,4630.305076157263
2022-07,5145.554189620225
2022-08,5080.882629994549
2022-09,4691.948349271275
2022-10,4980.550298658536
2022-11,5085.964555003479
2022-12,4750.712659274531
2023-01,5080.557039044345
2023-02,5092.566723108434
2023-03,4855.991347209247
2023-04,4780.76499743475
2023-05,4835.257317230842
2023-06,5012.6985654419395
2023-07,5207.508628000623
