Date,ACWI ex MEXICO
2018-04,2657.8435788696916
2018-05,2662.4868091304616
2018-06,2647.26178494116
2018-07,2726.58541351678
2018-08,2748.394049633464
2018-09,2760.244914441532
2018-10,2554.35345417507
2018-11,2592.2149050771577
2018-12,2408.839712
2019-01,2598.8910827832183
2019-02,2669.0033705703263
2019-03,2702.6480168586177
2019-04,2793.749453742275
2019-05,2628.1318212108645
2019-06,2800.472310687718
2019-07,2809.024269169269
2019-08,2742.2305836678406
2019-09,2799.8901742449357
2019-10,2876.4551864601453
2019-11,2947.051005002049
2019-12,3050.7311987860107
2020-01,3016.822248547976
2020-02,2773.3205366493294
2020-03,2400.1412034999767
2020-04,2657.6092423784617
2020-05,2773.069049600344
2020-06,2861.8745703493883
2020-07,3013.3780345778564
2020-08,3198.1554211310645
2020-09,3094.768078329607
2020-10,3019.23972012246
2020-11,3390.8941773777588
2020-12,3548.186358545663
2021-01,3532.359676058863
2021-02,3614.3309226955125
2021-03,3710.423814198014
2021-04,3872.782145830399
2021-05,3932.4873972024466
2021-06,3984.595877
2021-07,4011.9086695085407
2021-08,4112.042648209419
2021-09,3942.3636534891207
2021-10,4144.074178310067
2021-11,4044.598662
2021-12,4205.608057313249
2022-01,3999.0929334894636
2022-02,3895.1219902894404
2022-03,3978.821490373013
2022-04,3660.6613942819663
2022-05,3664.434421847434
2022-06,3355.661054776694
2022-07,3590.5803359393794
2022-08,3458.50267782996
2022-09,3126.703508291642
2022-10,3314.778913347312
2022-11,3572.040460495047
2022-12,3431.748706565252
2023-01,3676.855367486523
2023-02,3571.20035956725
2023-03,3681.3147635502646
2023-04,3734.1059582078115
2023-05,3694.273405802319
2023-06,3908.7803455813564
2023-07,4051.7627085088493
