Date,ACWI ex PERU
2015-11,2032.8068206379157
2015-12,1996.1696398650884
2016-01,1875.7296670955386
2016-02,1862.7581825631275
2016-03,2000.7508700618177
2016-04,2030.1851631194781
2016-05,2032.8095429096613
2016-06,2020.406467554379
2016-07,2107.4681301332316
2016-08,2114.597574589702
2016-09,2127.5613519862
2016-10,2091.445542336523
2016-11,2107.316203569753
2016-12,2152.855581284922
2017-01,2211.6644639555993
2017-02,2273.752316618986
2017-03,2301.591788819732
2017-04,2337.500829
2017-05,2389.082088
2017-06,2399.916345
2017-07,2466.960108
2017-08,2476.325431
2017-09,2524.193422
2017-10,2576.588672
2017-11,2626.464863
2017-12,2668.813718
2018-01,2819.331471
2018-02,2700.905106
2018-03,2643.014428
2018-04,2668.2265871821987
2018-05,2671.626810749298
2018-06,2657.166506836192
2018-07,2737.3082610388856
2018-08,2758.905488091142
2018-09,2770.8917553235065
2018-10,2563.159195899686
2018-11,2600.709309648487
2018-12,2417.4271659353317
2019-01,2608.3090716397373
2019-02,2678.0828919798637
2019-03,2711.7646189129878
2019-04,2803.379927166063
2019-05,2637.0912835459144
2019-06,2809.7843965315496
2019-07,2818.1001855093436
2019-08,2751.282001070076
2019-09,2809.181058783489
2019-10,2886.0559218485946
2019-11,2956.535833485969
2019-12,3060.667917428551
2020-01,3026.9253017533056
2020-02,2782.4910110072497
2020-03,2406.9353880744825
2020-04,2664.7799777713317
2020-05,2780.7325551186964
2020-06,2869.5935379820166
2020-07,3021.3747699564187
2020-08,3206.2862597062763
2020-09,3102.9395425290786
2020-10,3027.490730921198
2020-11,3400.594498839327
2020-12,3558.447551245939
2021-01,3542.333366147382
2021-02,3624.3321856282164
2021-03,3721.2927717439666
2021-04,3884.108238229142
2021-05,3944.4673309135533
2021-06,3996.584904
2021-07,4024.2164043065777
2021-08,4124.958943071498
2021-09,3954.542931006631
2021-10,4156.328452765594
2021-11,4056.277255
2021-12,4218.5321848694975
2022-01,4011.19835593298
2022-02,3907.4848586967555
2022-03,3992.0215668366413
2022-04,3672.606855280269
2022-05,3676.8901582922053
2022-06,3367.0298105988145
2022-07,3602.192306436186
2022-08,3469.559419805975
2022-09,3137.3567024847
2022-10,3326.6219874934172
2022-11,3584.5985220854814
2022-12,3443.5889356592497
2023-01,3690.407160768118
2023-02,3584.6487007782484
2023-03,3695.161741038018
2023-04,3748.283549203831
2023-05,3708.1741189603167
2023-06,3923.4219709505073
2023-07,4066.9635338126122
