Date,FM (FRONTIER MARKETS)
2012-01,547.1262346435905
2012-02,560.7798436187637
2012-03,573.9828471541186
2012-04,568.5706548964673
2012-05,537.7267816220054
2012-06,535.2408351292378
2012-07,540.7607767804005
2012-08,551.66801608245
2012-09,574.7083266125254
2012-10,570.759454027683
2012-11,580.1875789474341
2012-12,592.2222784242072
2013-01,636.5020349642614
2013-02,636.2268602289283
2013-03,640.6627619870274
2013-04,663.8007530360878
2013-05,696.9328602685215
2013-06,658.2235286896223
2013-07,692.2729545696545
2013-08,676.5453318948619
2013-09,699.7185184967605
2013-10,716.9064647149323
2013-11,729.6484119227748
2013-12,745.5766111210031
2014-01,751.9538222243358
2014-02,777.8471094310565
2014-03,800.7909738939229
2014-04,846.5025662899923
2014-05,897.6238123017733
2014-06,896.2839918197441
2014-07,911.8703281425259
2014-08,903.6230605117748
2014-09,909.9626214921344
2014-10,869.7840922410128
2014-11,829.9561835974101
2014-12,796.558271010701
2015-01,764.0688391238857
2015-02,786.4609088322782
2015-03,771.8015573663209
2015-04,800.7535039710875
2015-05,772.1744866546611
2015-06,771.4530328657931
2015-07,748.8485528552893
2015-08,705.9049103688178
2015-09,689.8802892947111
2015-10,715.1629333774541
2015-11,683.4471717755414
2015-12,681.4051905934197
2016-01,634.7867339995544
2016-02,656.9837875824797
2016-03,674.982560269236
2016-04,695.6170828073776
2016-05,702.608814120482
2016-06,678.1776768920286
2016-07,686.552700961708
2016-08,678.7666515745764
2016-09,696.1408675130124
2016-10,693.3736320586764
2016-11,681.031117463709
2016-12,699.5594629633014
2017-01,746.156673173466
2017-02,743.4329449130037
2017-03,761.776013349603
2017-04,770.635993
2017-05,803.55204
2017-06,808.491068
2017-07,825.530002
2017-08,855.944604
2017-09,873.436034
2017-10,884.141803
2017-11,894.440977
2017-12,922.410285
2018-01,975.284524
2018-02,960.759993
2018-03,969.457702
2018-04,938.9406695091109
2018-05,852.3739366236223
2018-06,822.192503331521
2018-07,852.3280619203598
2018-08,806.3758315667986
2018-09,805.9326168522389
2018-10,777.4527277977672
2018-11,794.2922757881374
2018-12,771.045756190177
2019-01,807.7143533902525
2019-02,814.1779077540469
2019-03,824.0313744818711
2019-04,825.4480840916206
2019-05,843.2875784453369
2019-06,862.6677883645228
2019-07,884.3164401344982
2019-08,870.2341284917885
2019-09,853.2225495986227
2019-10,860.1454631628258
2019-11,871.8986740437028
2019-12,909.7698619220156
2020-01,909.2339105913074
2020-02,855.764801217164
2020-03,667.8229391858938
2020-04,712.8286089123769
2020-05,753.6578479534808
2020-06,766.2985834675592
2020-07,761.0020152225983
2020-08,823.7185162053637
2020-09,829.8283421747377
2020-10,838.5400137542218
2020-11,872.8401423320582
2020-12,922.742056851554
2021-01,926.2138364204734
2021-02,927.436835007149
2021-03,930.1677967822869
2021-04,993.8250578877204
2021-05,1033.6878672725054
2021-06,1061.289164125436
2021-07,1057.9098513140286
2021-08,1084.2300331043864
2021-09,1097.047009866553
2021-10,1141.119656093682
2021-11,1088.545455437308
2021-12,1104.818688548583
2022-01,1065.8620222925658
2022-02,1018.9576879872786
2022-03,1017.5089051077725
2022-04,989.9256005344268
2022-05,926.8546447444032
2022-06,877.376257353648
2022-07,888.276891606008
2022-08,904.3405424800183
2022-09,820.6146762961223
2022-10,785.2253877751199
2022-11,825.9503685326232
2022-12,813.7876747918003
2023-01,850.4392493964381
2023-02,829.365457205345
2023-03,838.9754430925196
2023-04,843.2727626996058
2023-05,837.8423937709977
2023-06,856.8117582661447
2023-07,916.5003937392976
