Date,EM (EMERGING MARKETS) ex CHINA
2007-05,4132.234400592612
2007-06,4287.900539008643
2007-07,4482.583204968971
2007-08,4323.140523946429
2007-09,4732.487588545262
2007-10,5209.852565689641
2007-11,4909.482260406289
2007-12,4973.786746542514
2008-01,4438.451037296063
2008-02,4741.021042294576
2008-03,4547.305618946748
2008-04,4861.257781585264
2008-05,5009.159699814194
2008-06,4527.886796706238
2008-07,4312.038086221364
2008-08,3969.0946688638855
2008-09,3294.7196184848326
2008-10,2367.393215777557
2008-11,2136.7144141661342
2008-12,2291.145175874505
2009-01,2152.4350980195586
2009-02,2019.448539423507
2009-03,2310.783950610308
2009-04,2725.209247933233
2009-05,3189.8767223414443
2009-06,3107.776512204099
2009-07,3460.3371555747153
2009-08,3503.621937798937
2009-09,3856.3514098225887
2009-10,3809.3657401967225
2009-11,3989.0026979416825
2009-12,4177.9743020086025
2010-01,3973.033189499524
2010-02,3971.507465760883
2010-03,4315.240267821822
2010-04,4381.924901046367
2010-05,3966.1612101563187
2010-06,3918.896450156671
2010-07,4281.907250132724
2010-08,4206.692095735115
2010-09,4693.751051136353
2010-10,4819.89012438856
2010-11,4689.900655776697
2010-12,5108.839050854859
2011-01,4946.863130211723
2011-02,4909.979476841676
2011-03,5204.497223617037
2011-04,5382.49862172743
2011-05,5208.421432384218
2011-06,5153.128245168296
2011-07,5134.339452929485
2011-08,4679.639883147178
2011-09,4019.571612479006
2011-10,4536.426250626847
2011-11,4250.403469266347
2011-12,4166.725121247707
2012-01,4644.019614394819
2012-02,4916.905656681715
2012-03,4790.684890404271
2012-04,4686.017174231095
2012-05,4153.747071060714
2012-06,4330.800029653256
2012-07,4420.237091490541
2012-08,4432.344507262238
2012-09,4695.174740352576
2012-10,4604.389514928273
2012-11,4656.5742779543225
2012-12,4885.056752847171
2013-01,4922.272514983234
2013-02,4891.045378549354
2013-03,4838.56860807766
2013-04,4870.928545476405
2013-05,4727.677576898941
2013-06,4433.436272661539
2013-07,4450.1015825242475
2013-08,4330.931543884834
2013-09,4625.73755482305
2013-10,4876.584100243566
2013-11,4733.2142209305575
2013-12,4688.529182865416
2014-01,4386.439205922093
2014-02,4539.207357310564
2014-03,4732.000018755717
2014-04,4776.740878930294
2014-05,4930.7429859752165
2014-06,5056.102360469167
2014-07,5084.063812336331
2014-08,5223.564680373305
2014-09,4823.66248779196
2014-10,4844.552184422152
2014-11,4761.815053392244
2014-12,4471.8060813786
2015-01,4477.893107656374
2015-02,4614.688083250751
2015-03,4498.532313949649
2015-04,4723.049396295453
2015-05,4528.929512555867
2015-06,4458.608431195813
2015-07,4205.977533063605
2015-08,3860.5687532321317
2015-09,3731.815391630718
2015-10,3975.7807506155473
2015-11,3814.0975983634034
2015-12,3716.459460624946
2016-01,3559.1808405344464
2016-02,3581.145458413833
2016-03,4070.2111315386983
2016-04,4101.7488262539155
2016-05,3910.8934595796154
2016-06,4109.083820581152
2016-07,4337.807234155332
2016-08,4373.709729655114
2016-09,4410.111485281573
2016-10,4456.019618753494
2016-11,4196.12773849555
2016-12,4274.513598754943
2017-01,4488.141571006786
2017-02,4617.670446623906
2017-03,4740.880864768043
2017-04,4836.344867
2017-05,4937.68722
2017-06,4962.945347
2017-07,5202.921494
2017-08,5277.624603
2017-09,5225.516353
2017-10,5398.41813
2017-11,5378.298803
2017-12,5610.209143
2018-01,5979.447297
2018-02,5751.475497
2018-03,5680.444563177368
2018-04,5645.10645228603
2018-05,5314.2455404441525
2018-06,5121.379148043668
2018-07,5350.537151785879
2018-08,5232.424144215721
2018-09,5225.337602503243
2018-10,4835.0928986819745
2018-11,4967.694305502289
2018-12,4913.6208880841905
2019-01,5294.298448731411
2019-02,5229.125947197591
2019-03,5232.9207794683325
2019-04,5339.9413398993665
2019-05,5106.406676400572
2019-06,5383.984571087873
2019-07,5301.177790637383
2019-08,5025.782206724468
2019-09,5168.651098563028
2019-10,5390.93776526265
2019-11,5335.847129252589
2019-12,5710.023943251692
2020-01,5448.047221844518
2020-02,4984.082383193865
2020-03,3961.345018455957
2020-04,4401.359972258194
2020-05,4471.496972223376
2020-06,4750.902123854428
2020-07,5158.771760160426
2020-08,5147.861566804651
2020-09,5107.988231473331
2020-10,5094.190193028745
2020-11,5816.865101200989
2020-12,6426.543031521627
2021-01,6450.093707478917
2021-02,6577.624882190502
2021-03,6685.657032959372
2021-04,6897.105747620836
2021-05,7121.82931837441
2021-06,7137.385059948561
2021-07,6961.677206596876
2021-08,7240.425665800993
2021-09,6992.231021258096
2021-10,6983.073717664079
2021-11,6768.874263493081
2021-12,7071.377725850953
2022-01,6973.388089765621
2022-02,6794.8975640085855
2022-03,6823.726657224151
2022-04,6400.661681122386
2022-05,6408.069370665308
2022-06,5600.9578234864075
2022-07,5870.019540664736
2022-08,5899.6054718445475
2022-09,5287.948100914706
2022-10,5454.254303199771
2022-11,5964.693344114415
2022-12,5709.7742260385485
2023-01,6054.7348695990595
2023-02,5780.789145790813
2023-03,5915.055769652486
2023-04,5963.529627896324
2023-05,6047.544714802633
2023-06,6272.798645123836
2023-07,6544.811899802077
