Date,WORLD ex AUSTRALIA
2014-08,4618.376348496576
2014-09,4506.524723736189
2014-10,4529.300123026924
2014-11,4632.029376872535
2014-12,4558.287228019796
2015-01,4475.643241385071
2015-02,4735.547999756847
2015-03,4662.71597878849
2015-04,4773.678265711998
2015-05,4794.389961075702
2015-06,4686.0198432005545
2015-07,4772.708438051386
2015-08,4463.027949682757
2015-09,4298.99760827434
2015-10,4641.951529720778
2015-11,4617.357357520266
2015-12,4530.535270678465
2016-01,4262.59499894622
2016-02,4231.085207732562
2016-03,4511.723597134577
2016-04,4581.525415055303
2016-05,4611.021102765331
2016-06,4557.8791498934315
2016-07,4745.531152587228
2016-08,4753.087495009025
2016-09,4775.831621272824
2016-10,4683.66272484294
2016-11,4752.414362875603
2016-12,4865.981988081267
2017-01,4980.934484733058
2017-02,5117.74592756079
2017-03,5170.068444040029
2017-04,5249.855902
2017-05,5369.755742
2017-06,5386.92087
2017-07,5512.860806
2017-08,5521.156392
2017-09,5650.001551
2017-10,5757.474583
2017-11,5884.679815
2017-12,5959.149805
2018-01,6277.461339
2018-02,6016.318465
2018-03,5890.477375
2018-04,5956.253979145918
2018-05,5992.378648203098
2018-06,5987.573930978597
2018-07,6175.9672263916345
2018-08,6257.0741712287445
2018-09,6294.816296403133
2018-10,5832.954306013829
2018-11,5899.901198767182
2018-12,5445.171204512814
2019-01,5869.605551581987
2019-02,6045.608458918233
2019-03,6126.155667362834
2019-04,6346.8769833889
2019-05,5970.882814100666
2019-06,6366.348007718962
2019-07,6397.675566159791
2019-08,6270.418568104668
2019-09,6403.403265163
2019-10,6567.585447861046
2019-11,6753.270354027162
2019-12,6957.992896478908
2020-01,6914.515117293037
2020-02,6334.165526576807
2020-03,5512.827173424891
2020-04,6110.361792787819
2020-05,6405.845471946242
2020-06,6569.624326424305
2020-07,6884.353024319267
2020-08,7345.924867027216
2020-09,7097.706853245188
2020-10,6875.515819722512
2020-11,7750.143755650923
2020-12,8075.712323922392
2021-01,7993.591188067625
2021-02,8198.279267836559
2021-03,8475.80768193071
2021-04,8869.757165681292
2021-05,8994.032280828358
2021-06,9133.773315
2021-07,9303.499757998095
2021-08,9537.063911334251
2021-09,9139.083426983392
2021-10,9660.01319816697
2021-11,9456.801800585074
2021-12,9859.471062639903
2022-01,9344.568981688453
2022-02,9092.764496448559
2022-03,9326.345546860019
2022-04,8546.377722097686
2022-05,8555.17925222877
2022-06,7820.828937257602
2022-07,8444.174957860369
2022-08,8085.329170844675
2022-09,7337.845295787892
2022-10,7867.889880692441
2022-11,8406.144871519718
2022-12,8044.930361634548
2023-01,8607.400773913765
2023-02,8409.095134877074
2023-03,8675.992809139148
2023-04,8831.026744422361
2023-05,8750.01113465344
2023-06,9280.949075056657
2023-07,9591.507568151006
