Date,ACWI ex INDIA
2009-09,1252.9912842815038
2009-10,1233.9253655558812
2009-11,1284.179918686309
2009-12,1310.593167963364
2010-01,1254.0907863385785
2010-02,1270.0502141895138
2010-03,1351.4004254057206
2010-04,1353.4496340369428
2010-05,1224.9225209783967
2010-06,1186.2510023458574
2010-07,1283.754723644187
2010-08,1238.602134391872
2010-09,1356.203866953804
2010-10,1405.5261675505258
2010-11,1374.934952143847
2010-12,1475.5725420307692
2011-01,1501.1479021591897
2011-02,1545.5418984072835
2011-03,1542.3909569323873
2011-04,1606.3091887459946
2011-05,1572.1126261080226
2011-06,1546.8217588642608
2011-07,1521.7432121226636
2011-08,1411.3443729858477
2011-09,1277.7037333640992
2011-10,1414.8705503191443
2011-11,1374.2668055996337
2011-12,1372.1573687952719
2012-01,1450.3096306112416
2012-02,1523.308203904836
2012-03,1534.2408937675914
2012-04,1517.1662614381721
2012-05,1381.462404112938
2012-06,1449.4225224124875
2012-07,1469.4724283610774
2012-08,1501.5522922846048
2012-09,1547.466868343899
2012-10,1537.5772218676846
2012-11,1556.8193542478116
2012-12,1592.4012426845873
2013-01,1665.7023402908198
2013-02,1666.5155964396627
2013-03,1697.2172781685595
2013-04,1745.5213474818015
2013-05,1741.1233182747899
2013-06,1690.7517482952874
2013-07,1772.6700594130223
2013-08,1736.8133236217227
2013-09,1826.092329697531
2013-10,1898.7032840468075
2013-11,1926.2276120342622
2013-12,1959.2606520119714
2014-01,1880.8576950862277
2014-02,1971.8966304437758
2014-03,1979.5908213802709
2014-04,1998.721306271614
2014-05,2040.1911502016992
2014-06,2078.291415018946
2014-07,2052.7077916583057
2014-08,2097.998743939687
2014-09,2029.6723098751033
2014-10,2043.4616102163848
2014-11,2077.660862343232
2014-12,2038.2096102259306
2015-01,2004.9117125541459
2015-02,2117.1344728974004
2015-03,2084.7640283558703
2015-04,2146.806789680209
2015-05,2143.551743410254
2015-06,2092.636338812933
2015-07,2110.6544922941825
2015-08,1966.3043121672592
2015-09,1894.3984693814632
2015-10,2044.1094178350866
2015-11,2027.8946122232242
2015-12,1990.6246501875003
2016-01,1870.712149294105
2016-02,1858.89030209048
2016-03,1995.8170711585058
2016-04,2025.444452247027
2016-05,2027.7086213732348
2016-06,2015.0851583535393
2016-07,2101.6843051895476
2016-08,2108.5963857960146
2016-09,2121.8257217159953
2016-10,2085.5739822666183
2016-11,2103.0526132739005
2016-12,2148.905034016857
2017-01,2207.35668702336
2017-02,2268.6639359437722
2017-03,2295.407607929747
2017-04,2331.097798
2017-05,2382.679293
2017-06,2393.813385
2017-07,2459.532734
2017-08,2469.248519
2017-09,2518.396343
2017-10,2569.382465
2017-11,2619.821606
2017-12,2661.186816
2018-01,2811.936542
2018-02,2694.563191
2018-03,2637.276019
2018-04,2661.6294676170937
2018-05,2665.971881161608
2018-06,2651.6508340478726
2018-07,2730.6817178080014
2018-08,2752.084291060534
2018-09,2766.8250922163415
2018-10,2559.3462984020416
2018-11,2594.595969460658
2018-12,2409.974141
2019-01,2602.9285083746513
2019-02,2673.2520870432645
2019-03,2704.7272131975697
2019-04,2796.881927542726
2019-05,2629.12412455939
2019-06,2803.3282346643864
2019-07,2813.192564338344
2019-08,2746.6201678959646
2019-09,2804.1410825822372
2019-10,2880.4184645664686
2019-11,2951.6472732211982
2019-12,3056.2320394623994
2020-01,3022.369005549266
2020-02,2777.991395050048
2020-03,2406.465424289367
2020-04,2663.0077652255004
2020-05,2780.724782358492
2020-06,2868.6243741971366
2020-07,3018.8990351721386
2020-08,3204.4927052608477
2020-09,3099.9451262294688
2020-10,3023.45142176289
2020-11,3397.32860837408
2020-12,3552.8359773974926
2021-01,3537.5096324775386
2021-02,3618.1886018940772
2021-03,3715.0148309881133
2021-04,3879.94582465173
2021-05,3936.9767306936596
2021-06,3989.905365
2021-07,4017.3099795989383
2021-08,4113.448872981901
2021-09,3940.7792645854947
2021-10,4145.371882591994
2021-11,4045.912704
2021-12,4207.903664121359
2022-01,3999.137307206985
2022-02,3896.68347407899
2022-03,3980.2438087792434
2022-04,3657.958674026535
2022-05,3665.654888880759
2022-06,3355.738531987372
2022-07,3588.893385643089
2022-08,3452.4540614131906
2022-09,3120.1345034195465
2022-10,3310.3061288993376
2022-11,3568.4890357539834
2022-12,3428.9859701204764
2023-01,3680.5101860436725
2023-02,3575.9607635803536
2023-03,3687.225795777458
2023-04,3738.7715454345716
2023-05,3696.520813959385
2023-06,3911.7943099942586
2023-07,4055.4086714963564
