Date,EM (EMERGING MARKETS)+CHINA A ONSHORE
2011-07,2630.887396256107
2011-08,2422.559867285302
2011-09,2090.1142736902248
2011-10,2329.4546533905723
2011-11,2175.5603659235176
2011-12,2124.843775228881
2012-01,2335.931734557102
2012-02,2484.3961310044174
2012-03,2385.1408054764206
2012-04,2389.3908824018336
2012-05,2172.771754310787
2012-06,2215.683698150134
2012-07,2226.574043541838
2012-08,2202.3243165520657
2012-09,2330.810148937168
2012-10,2315.995040408784
2012-11,2316.9132807200235
2012-12,2477.003507131352
2013-01,2534.079316528455
2013-02,2508.138975869544
2013-03,2443.985959341801
2013-04,2454.1163355173253
2013-05,2437.8086810651093
2013-06,2244.466657970419
2013-07,2270.3500480339303
2013-08,2262.806837223128
2013-09,2400.6905924616785
2013-10,2488.3396538672882
2013-11,2473.4161126573204
2013-12,2427.852194377986
2014-01,2279.034194245985
2014-02,2331.5426389804447
2014-03,2377.975753405193
2014-04,2382.052027476453
2014-05,2453.395359412257
2014-06,2516.7638629630255
2014-07,2598.6893724252996
2014-08,2649.6199121996738
2014-09,2512.427551551641
2014-10,2549.1896973608673
2014-11,2577.339617298948
2014-12,2598.7515788455776
2015-01,2596.7088978342686
2015-02,2684.8623960841455
2015-03,2771.2371529811785
2015-04,3061.454492238637
2015-05,3024.5241334302377
2015-06,2887.6424291476796
2015-07,2614.3606068096965
2015-08,2332.648794559046
2015-09,2246.983283438698
2015-10,2441.061212498626
2015-11,2376.1757808394646
2015-12,2364.7715514409256
2016-01,2053.897411886108
2016-02,2041.285380479774
2016-03,2316.285077025396
2016-04,2305.9894416765255
2016-05,2233.618393923979
2016-06,2300.1145123622223
2016-07,2393.8875533913138
2016-08,2460.7752794717967
2016-09,2468.7747941658804
2016-10,2478.32458132986
2016-11,2416.158346814145
2016-12,2370.136355588654
2017-01,2477.9696352099563
2017-02,2550.5231444052215
2017-03,2591.296486778048
2017-04,2620.389816
2017-05,2677.014934
2017-06,2743.304603
2017-07,2887.60139
2017-08,2968.407616
2017-09,2963.851434
2017-10,3062.685862
2017-11,3043.375287
2017-12,3134.70503
2018-01,3387.355442
2018-02,3213.223585
2018-03,3151.742468
2018-04,3094.5230507246097
2018-05,3001.9303863995315
2018-06,2827.1187574794812
2018-07,2857.7049317457045
2018-08,2755.8573761564207
2018-09,2756.042488549047
2018-10,2507.099270707276
2018-11,2598.6342166036857
2018-12,2524.2660631556337
2019-01,2744.7725954969405
2019-02,2839.6698869039806
2019-03,2899.448574071991
2019-04,2946.9082067759427
2019-05,2720.242744230861
2019-06,2886.009002798969
2019-07,2863.2899777139755
2019-08,2729.950160304602
2019-09,2773.433420708909
2019-10,2880.53823245185
2019-11,2870.3768923710986
2019-12,3091.121212954856
2020-01,2981.4801740451876
2020-02,2855.06867432974
2020-03,2471.067865156264
2020-04,2683.254669713826
2020-05,2685.371130599728
2020-06,2902.906939624076
2020-07,3211.833431720472
2020-08,3301.445449911382
2020-09,3216.134326545509
2020-10,3296.446231648462
2020-11,3577.350871057176
2020-12,3828.676745055772
2021-01,3952.930378635998
2021-02,3965.083062756362
2021-03,3848.9723694952095
2021-04,3962.096650678605
2021-05,4100.526068011263
2021-06,4083.110437475713
2021-07,3828.2617553475543
2021-08,3910.737360782317
2021-09,3803.4445581946316
2021-10,3854.9725446275593
2021-11,3754.0502574393045
2021-12,3810.1843215614276
2022-01,3649.4326992671863
2022-02,3607.2902286078374
2022-03,3445.002020302059
2022-04,3201.6587396139234
2022-05,3239.316505303755
2022-06,3196.238427706008
2022-07,3121.9558392794515
2022-08,3081.5410828834074
2022-09,2741.8476996570685
2022-10,2609.757916550221
2022-11,2963.8859523988076
2022-12,2953.1301186565515
2023-01,3210.8753087234195
2023-02,3029.6460228788856
2023-03,3090.409934196994
2023-04,3045.4711139216747
2023-05,2935.8173533225163
2023-06,3004.0588544805487
2023-07,3185.675684637285
