Date,ACWI ex ISRAEL
2008-02,1558.611250332705
2008-03,1535.933479844195
2008-04,1621.4781454633307
2008-05,1646.6811245236538
2008-06,1511.2102251119452
2008-07,1472.1676995397354
2008-08,1440.3729244405154
2008-09,1260.1861118971515
2008-10,1010.4029019696951
2008-11,944.0675993289638
2008-12,978.2860479336105
2009-01,894.5128690615863
2009-02,806.3907614623668
2009-03,873.0534402586029
2009-04,976.3645988649919
2009-05,1073.6611406143124
2009-06,1067.5763497934372
2009-07,1161.4355309888163
2009-08,1203.2011354630347
2009-09,1258.5668716904233
2009-10,1238.9879346255423
2009-11,1289.862347038635
2009-12,1316.403591357659
2010-01,1259.3046046624283
2010-02,1275.2983491722748
2010-03,1357.2909801284775
2010-04,1359.9713628344089
2010-05,1231.0947862580585
2010-06,1193.0992795067398
2010-07,1290.5471090937262
2010-08,1245.18872156288
2010-09,1364.3050943343776
2010-10,1413.791866838417
2010-11,1382.3176722216024
2010-12,1483.5545341574748
2011-01,1507.0398932219432
2011-02,1551.1735545100128
2011-03,1549.4898640152123
2011-04,1613.2032543308317
2011-05,1578.3417513784489
2011-06,1553.5986546960112
2011-07,1528.3279010580604
2011-08,1416.898880389497
2011-09,1283.2561060455398
2011-10,1420.672425396898
2011-11,1378.2842912578305
2011-12,1375.5054487332022
2012-01,1455.3728820961683
2012-02,1528.8627581061357
2012-03,1538.9716010227828
2012-04,1521.2888997827197
2012-05,1385.0072326696206
2012-06,1453.6661475984283
2012-07,1473.4789213744855
2012-08,1505.6620410979942
2012-09,1553.050853210066
2012-10,1542.6410670085525
2012-11,1562.3632569768436
2012-12,1598.043534083302
2013-01,1671.791165832773
2013-02,1671.4535865525577
2013-03,1701.9431332287638
2013-04,1750.7128479049875
2013-05,1745.9547380800784
2013-06,1694.8766075303106
2013-07,1776.125332583428
2013-08,1739.1365060184007
2013-09,1829.0122186825863
2013-10,1902.6337109024314
2013-11,1929.4351952645234
2013-12,1962.790980697374
2014-01,1884.0160785685434
2014-02,1974.951567104955
2014-03,1983.5193071151166
2014-04,2002.507989785906
2014-05,2045.1473758101029
2014-06,2083.6012288966144
2014-07,2058.244141226608
2014-08,2103.910609523702
2014-09,2035.4762625910803
2014-10,2049.883919888205
2014-11,2084.137414545487
2014-12,2043.845766738597
2015-01,2011.8828931716432
2015-02,2124.1081081667858
2015-03,2090.7224130550353
2015-04,2151.5570457219274
2015-05,2148.738645318807
2015-06,2098.077619448239
2015-07,2115.7645139278516
2015-08,1970.7797995232195
2015-09,1899.6392096629302
2015-10,2048.7550235066074
2015-11,2031.843101128795
2015-12,1994.9895784907567
2016-01,1874.7559467141741
2016-02,1861.9385799456227
2016-03,2000.2888776896755
2016-04,2029.7667793368412
2016-05,2032.5678985726108
2016-06,2020.301080056111
2016-07,2107.2935093162414
2016-08,2114.590676303829
2016-09,2127.787577721565
2016-10,2091.934288620937
2016-11,2108.0834242770384
2016-12,2153.736759930658
2017-01,2212.7161386810535
2017-02,2274.7210548616495
2017-03,2302.5868058210895
2017-04,2338.522597
2017-05,2390.303845
2017-06,2400.866103
2017-07,2468.218307
2017-08,2478.458621
2017-09,2526.261812
2017-10,2578.921806
2017-11,2628.975049
2017-12,2671.091785
2018-01,2821.842036
2018-02,2703.318145
2018-03,2645.586083
2018-04,2670.8529474077595
2018-05,2673.90291428291
2018-06,2659.29478189882
2018-07,2739.443053760358
2018-08,2760.85953554984
2018-09,2772.9929730039353
2018-10,2565.1190151226997
2018-11,2602.5112948613687
2018-12,2419.467597
2019-01,2610.3394583747286
2019-02,2680.3144971412894
2019-03,2714.1241626832466
2019-04,2805.7863414810063
2019-05,2639.544810550559
2019-06,2812.494616497357
2019-07,2820.6629841303675
2019-08,2753.9399639860626
2019-09,2811.948030629749
2019-10,2888.8536157504254
2019-11,2959.242908751907
2019-12,3063.7269160540122
2020-01,3029.5905015687995
2020-02,2784.8135362186345
2020-03,2408.990645885689
2020-04,2667.0620903611034
2020-05,2782.843557505289
2020-06,2871.934194546331
2020-07,3023.7608604194465
2020-08,3209.105540202326
2020-09,3105.933373004512
2020-10,3030.317498034257
2020-11,3403.970803615746
2020-12,3561.793859619934
2021-01,3545.471045959775
2021-02,3627.7440688966976
2021-03,3724.9029499856997
2021-04,3887.652279052254
2021-05,3948.4016314146006
2021-06,4000.430134
2021-07,4027.739329441741
2021-08,4128.669887371298
2021-09,3958.020131088277
2021-10,4160.049873159424
2021-11,4059.881241
2021-12,4222.249460152257
2022-01,4015.154961212826
2022-02,3911.1595866695
2022-03,3996.019022328064
2022-04,3676.1725295183564
2022-05,3680.8273174765036
2022-06,3370.5314958524627
2022-07,3605.9546363874924
2022-08,3472.622122128907
2022-09,3140.3655982683235
2022-10,3329.707376508176
2022-11,3588.6750949060643
2022-12,3447.5467158723313
2023-01,3694.834253612936
2023-02,3589.0420954222777
2023-03,3699.825315668956
2023-04,3753.2119106559526
2023-05,3713.1936491093907
2023-06,3929.013551057581
2023-07,4072.5822031165612
