Date,EU
2014-01,168.11754959372993
2014-02,180.58188150072945
2014-03,178.4005407617009
2014-04,182.94878493113384
2014-05,184.42241568751854
2014-06,184.32652991967137
2014-07,177.33272958793947
2014-08,177.5731486162129
2014-09,170.67525695047172
2014-10,165.7305920109784
2014-11,170.18585837753037
2014-12,162.8459834949337
2015-01,162.43790463399128
2015-02,173.07612130382662
2015-03,167.92443984615977
2015-04,175.30923162634681
2015-05,173.3102705360491
2015-06,168.3004270397022
2015-07,173.21317166363787
2015-08,160.84105299038882
2015-09,153.29345888091618
2015-10,164.87146584212996
2015-11,162.07367973510418
2015-12,157.05346916134823
2016-01,146.8917873176113
2016-02,144.2768389114117
2016-03,154.03837234419515
2016-04,157.53095629290382
2016-05,156.4538114463452
2016-06,148.41641154877775
2016-07,155.1566953547646
2016-08,155.82580343758468
2016-09,157.09192435635828
2016-10,152.62281449226305
2016-11,149.2970582924425
2016-12,157.42112031373506
2017-01,160.18133466395176
2017-02,162.1214995098026
2017-03,169.07635897444447
2017-04,175.266755
2017-05,183.565736
2017-06,181.384094
2017-07,187.272479
2017-08,187.725926
2017-09,194.042248
2017-10,195.610847
2017-11,195.526415
2017-12,198.588567
2018-01,209.733698
2018-02,197.356136
2018-03,195.11152972992548
2018-04,201.3824824230943
2018-05,194.48037821873305
2018-06,192.69238611901727
2018-07,198.4053722093404
2018-08,191.8714696968857
2018-09,192.4189806294415
2018-10,176.64569329392873
2018-11,174.93288881958915
2018-12,167.2083592517118
2019-01,178.31375087601074
2019-02,183.95801847312768
2019-03,184.6100127187133
2019-04,191.82487000163235
2019-05,179.7456043884426
2019-06,191.726606286404
2019-07,187.60235218452138
2019-08,181.87109675905984
2019-09,187.4402843048521
2019-10,194.08236212689454
2019-11,197.0550744859906
2019-12,204.52462536797293
2020-01,198.20328080734285
2020-02,181.29280411884542
2020-03,151.5246037218293
2020-04,161.51316683792624
2020-05,172.053532008187
2020-06,181.3469891947812
2020-07,189.7420922514886
2020-08,198.62981354695262
2020-09,192.168341427704
2020-10,180.78743102953678
2020-11,215.63480496696425
2020-12,225.18493731193124
2021-01,221.24108105158436
2021-02,228.17367132258568
2021-03,235.5652740220647
2021-04,246.7544975414927
2021-05,257.0401111215411
2021-06,252.3962268396205
2021-07,257.09097534705614
2021-08,261.8963106431468
2021-09,248.3426716025564
2021-10,258.9144656483252
2021-11,243.39297476268752
2021-12,258.1151360172256
2022-01,243.35197956855717
2022-02,231.07573259481464
2022-03,229.19960353021767
2022-04,213.39335285009443
2022-05,216.35139201483523
2022-06,192.02603672662514
2022-07,202.4951353264091
2022-08,188.66094270834108
2022-09,171.61145871848578
2022-10,186.73385287487596
2022-11,210.42901013474633
2022-12,211.41159903939942
2023-01,233.42246247300633
2023-02,232.86939435432615
2023-03,240.10682821282091
2023-04,248.18391229510038
2023-05,233.7214715815122
2023-06,247.2116265241209
2023-07,254.08910891105305
