Date,WORLD
2009-09,2686.679133660181
2009-10,2638.8796816539443
2009-11,2746.7117509480936
2009-12,2796.0349833811183
2010-01,2680.472301193984
2010-02,2718.2579148884465
2010-03,2886.6005547343075
2010-04,2887.0060954880514
2010-05,2610.4645651886854
2010-06,2520.961671005172
2010-07,2725.343876053728
2010-08,2623.5930818024112
2010-09,2868.2321367110217
2010-10,2975.146650901111
2010-11,2910.914585765209
2010-12,3124.941239096737
2011-01,3195.5394333339214
2011-02,3307.424082859562
2011-03,3274.807023196721
2011-04,3413.928867618804
2011-05,3343.105624115242
2011-06,3290.219403321494
2011-07,3230.559985326311
2011-08,3002.943910493506
2011-09,2743.5780307858054
2011-10,3027.3646321435217
2011-11,2953.4501309153457
2011-12,2951.8092242048697
2012-01,3099.9397836411713
2012-02,3251.3681462770537
2012-03,3293.1692795212707
2012-04,3255.772076975034
2012-05,2974.720594960229
2012-06,3126.2990549619535
2012-07,3166.4891173885812
2012-08,3246.765028961346
2012-09,3335.964596812221
2012-10,3313.4218782379094
2012-11,3355.85020502313
2012-12,3418.9610836938386
2013-01,3593.121482473901
2013-02,3599.053810481178
2013-03,3683.356097426887
2013-04,3799.3481182224746
2013-05,3800.782837513077
2013-06,3707.1297401013526
2013-07,3902.2948170259483
2013-08,3819.2345022146637
2013-09,4010.245229339139
2013-10,4167.220207703299
2013-11,4241.278159162655
2013-12,4331.022324017045
2014-01,4170.60790482482
2014-02,4379.3928949352385
2014-03,4385.731168159199
2014-04,4430.670912990612
2014-05,4517.8435456955785
2014-06,4598.664239023725
2014-07,4525.272524211511
2014-08,4624.987877798603
2014-09,4499.4605949337065
2014-10,4528.567627643577
2014-11,4619.324320909906
2014-12,4544.837195341653
2015-01,4462.486303227001
2015-02,4723.937271943544
2015-03,4649.990896118857
2015-04,4759.045199651444
2015-05,4775.438739650332
2015-06,4664.398801598921
2015-07,4748.124777175952
2015-08,4433.919533339393
2015-09,4270.377427897868
2015-10,4608.779713734811
2015-11,4585.848058355219
2015-12,4505.240818014336
2016-01,4235.718475462594
2016-02,4204.193782328915
2016-03,4489.4864695989045
2016-04,4560.525703453746
2016-05,4586.140433233273
2016-06,4534.750823054035
2016-07,4726.3370028428235
2016-08,4730.265040996948
2016-09,4755.391862715362
2016-10,4663.361264334187
2016-11,4730.415837435786
2016-12,4843.6070458250115
2017-01,4960.508236984373
2017-02,5098.129753193549
2017-03,5152.4345369763705
2017-04,5228.725995
2017-05,5339.337031
2017-06,5359.880137
2017-07,5488.155112
2017-08,5495.883376
2017-09,5619.234267
2017-10,5725.429205
2017-11,5849.48515
2017-12,5928.590589
2018-01,6241.621388
2018-02,5983.046729
2018-03,5852.637594
2018-04,5919.891266937949
2018-05,5956.987856125023
2018-06,5954.146306738491
2018-07,6140.115403739443
2018-08,6216.08610450343
2018-09,6250.698123976783
2018-10,5791.722559502515
2018-11,5857.516001926343
2018-12,5412.122264559776
2019-01,5833.2166968655165
2019-02,6008.620525331989
2019-03,6087.540577877559
2019-04,6303.400576760042
2019-05,5939.688953869624
2019-06,6331.084152055798
2019-07,6362.444205190041
2019-08,6232.303356725174
2019-09,6364.932801590402
2019-10,6526.904329715292
2019-11,6708.679670621157
2019-12,6909.659924503841
2020-01,6867.603170302272
2020-02,6287.117312088787
2020-03,5455.063009106599
2020-04,6050.997296346334
2020-05,6343.309860517056
2020-06,6511.097068651783
2020-07,6822.596784156778
2020-08,7278.444279481709
2020-09,7027.344275714213
2020-10,6811.780377476065
2020-11,7682.7449465170275
2020-12,8008.468080316946
2021-01,7928.874524662465
2021-02,8132.046926579653
2021-03,8402.617283999743
2021-04,8793.676051502614
2021-05,8920.352836516171
2021-06,9053.309216
2021-07,9215.479623836525
2021-08,9444.837782862693
2021-09,9052.683070259656
2021-10,9565.43164725188
2021-11,9355.824709282797
2021-12,9755.694412116261
2022-01,9239.511773565942
2022-02,9005.833281064419
2022-03,9252.983613972929
2022-04,8484.307341958964
2022-05,8490.732976693136
2022-06,7755.248727935621
2022-07,8370.986859612885
2022-08,8021.014268828858
2022-09,7275.381585644451
2022-10,7797.848024191555
2022-11,8340.03572821651
2022-12,7985.856919820219
2023-01,8550.90470450291
2023-02,8345.353720397681
2023-03,8603.222563991301
2023-04,8754.033498244089
2023-05,8666.63832311163
2023-06,9190.777441889444
2023-07,9499.521016235305
