Date,AC PACIFIC ex JAPAN ex HK
2014-09,418.5668254340331
2014-10,427.73273230746065
2014-11,420.1874376771543
2014-12,413.5901595993924
2015-01,415.75377162976224
2015-02,431.2623649256154
2015-03,430.9474591295538
2015-04,458.886853561788
2015-05,443.7038725603938
2015-06,424.1446351578716
2015-07,398.62657471308523
2015-08,358.9745816264072
2015-09,349.6919422584446
2015-10,377.73594392525644
2015-11,369.36603560851694
2015-12,369.51395009449874
2016-01,340.874805110609
2016-02,339.60378302463164
2016-03,379.13595090335235
2016-04,378.2330559016807
2016-05,370.8487272110071
2016-06,379.5189831517402
2016-07,400.0850943453383
2016-08,409.21960704638815
2016-09,416.70775767124843
2016-10,409.05545667581566
2016-11,401.72067735586995
2016-12,399.3791677847609
2017-01,422.2230678535569
2017-02,436.49850011258667
2017-03,448.6729920958544
2017-04,454.787215
2017-05,466.966681
2017-06,477.565584
2017-07,501.910673
2017-08,507.642049
2017-09,507.895025
2017-10,529.086383
2017-11,531.425579
2017-12,547.112658
2018-01,586.910664
2018-02,559.2891
2018-03,547.831951
2018-04,550.321201029688
2018-05,546.4032322860229
2018-06,525.2107704689424
2018-07,527.7781365609497
2018-08,521.4376690273051
2018-09,517.8142500257569
2018-10,463.5326364630733
2018-11,480.05487456998986
2018-12,463.7486866000676
2019-01,501.92378107559676
2019-02,512.58491739219
2019-03,516.7963401567536
2019-04,527.0583562716768
2019-05,486.1920852308027
2019-06,520.3075665717508
2019-07,516.8359104699979
2019-08,495.7338778615197
2019-09,505.2737373424867
2019-10,525.1743189941036
2019-11,528.9665885898343
2019-12,562.9112665018966
2020-01,540.8122339673753
2020-02,518.1885325563997
2020-03,450.42729993889844
2020-04,493.25182131528135
2020-05,496.67189667538963
2020-06,536.7615759968473
2020-07,581.9483364588413
2020-08,602.4745919933382
2020-09,588.5219528622512
2020-10,605.051423574101
2020-11,659.4111785899864
2020-12,701.6323154519833
2021-01,731.3934541757343
2021-02,736.7453021973545
2021-03,716.482078116212
2021-04,739.540447425869
2021-05,744.6952316555477
2021-06,743.7172228646237
2021-07,686.0923501078116
2021-08,694.9784608790608
2021-09,663.7756154278011
2021-10,677.8970143572648
2021-11,648.300595
2021-12,659.4864610198481
2022-01,628.2645225678851
2022-02,624.7089682853189
2022-03,616.5081939915405
2022-04,580.2893966101261
2022-05,585.7938289330311
2022-06,549.9795679612379
2022-07,544.1618623961085
2022-08,540.7699134920977
2022-09,466.40444063555725
2022-10,443.8332982546061
2022-11,530.7104834481082
2022-12,529.452277876647
2023-01,587.5343587336006
2023-02,546.0484947969754
2023-03,563.2532116310967
2023-04,547.8863007487123
2023-05,533.037115493037
2023-06,547.9308732126032
2023-07,583.2475540248278
