Date,ACWI + FRONTIER MARKETS (ACWI FM)
2015-03,1218.7874448702235
2015-04,1254.1794656962375
2015-05,1252.4350201132133
2015-06,1223.0202391122157
2015-07,1233.5214718761367
2015-08,1148.9974562271398
2015-09,1107.4098918991158
2015-10,1194.2030405375017
2015-11,1184.2378853547868
2015-12,1162.9252674548363
2016-01,1092.765402618504
2016-02,1085.3543265547303
2016-03,1165.6603848525772
2016-04,1182.911162744393
2016-05,1184.4309529451032
2016-06,1177.1682483838558
2016-07,1227.8090758087421
2016-08,1231.893830811794
2016-09,1239.504939570568
2016-10,1218.5091739133657
2016-11,1227.6874984734468
2016-12,1254.2261754903243
2017-01,1288.6540045207478
2017-02,1324.6871911821568
2017-03,1340.938351472064
2017-04,1361.821821
2017-05,1391.97234
2017-06,1398.308362
2017-07,1437.361429
2017-08,1442.993213
2017-09,1470.876301
2017-10,1501.385031
2017-11,1530.417341
2017-12,1555.154997
2018-01,1642.895588
2018-02,1574.021978
2018-03,1540.465744
2018-04,1554.9902671273326
2018-05,1556.5215237616933
2018-06,1547.967919954164
2018-07,1594.675593929229
2018-08,1606.9477346226367
2018-09,1613.922212732792
2018-10,1493.1319856713872
2018-11,1514.9963194460647
2018-12,1408.450631
2019-01,1519.5411134918304
2019-02,1560.109233286069
2019-03,1579.7272784969498
2019-04,1632.9353687662606
2019-05,1536.3945850031969
2019-06,1636.849393631252
2019-07,1641.7244920282444
2019-08,1602.8062947621497
2019-09,1636.3838225923719
2019-10,1681.1000305088828
2019-11,1722.1017208652602
2019-12,1782.7784250245913
2020-01,1763.129196221458
2020-02,1620.8124631585163
2020-03,1401.6682593784826
2020-04,1551.702669313651
2020-05,1619.2319787485917
2020-06,1670.9194556252594
2020-07,1759.0840305197237
2020-08,1866.8207954259162
2020-09,1806.7740735596346
2020-10,1762.98291918164
2020-11,1979.9849060206059
2020-12,2071.9400218803985
2021-01,2062.5376584692212
2021-02,2110.2581000798677
2021-03,2166.5600531003
2021-04,2261.351523684009
2021-05,2296.6122704522068
2021-06,2326.917209
2021-07,2342.9194859558897
2021-08,2401.5606778242445
2021-09,2302.5284006023953
2021-10,2420.021224191219
2021-11,2361.669385
2021-12,2456.0486102311834
2022-01,2335.4759462229886
2022-02,2275.093902620819
2022-03,2324.2931760478796
2022-04,2138.429459568143
2022-05,2140.7211794925006
2022-06,1960.364889075331
2022-07,2097.088969923448
2022-08,2020.0520359195443
2022-09,1826.6836593196308
2022-10,1936.6404280297693
2022-11,2086.789541495711
2022-12,2004.7361143326668
2023-01,2148.361361346336
2023-02,2086.799685415245
2023-03,2151.091446754101
2023-04,2181.9840908216675
2023-05,2158.624967377985
2023-06,2283.8629429237412
2023-07,2367.5601043446677
