Date,ACWI ex RUSSIA
2020-02,1361.0211322958644
2020-03,1177.8718521112376
2020-04,1304.015450150767
2020-05,1360.5071856444147
2020-06,1404.271329107092
2020-07,1478.6847839077573
2020-08,1569.5156281243223
2020-09,1519.1663484242354
2020-10,1482.5876747202228
2020-11,1664.8988592676847
2020-12,1741.8546564481558
2021-01,1734.0887542052299
2021-02,1774.2426025857776
2021-03,1821.45239603923
2021-04,1901.421731017945
2021-05,1930.422623098472
2021-06,1955.625689
2021-07,1969.2066186926336
2021-08,2018.4051720995644
2021-09,1934.1244846620032
2021-10,2032.9234104309353
2021-11,1984.774157
2021-12,2064.7051390305055
2022-01,1963.6181614516354
2022-02,1916.6895672986286
2022-03,1961.850443038587
2022-04,1804.8203342777986
2022-05,1806.9324492957792
2022-06,1654.614621581965
2022-07,1770.1605372580755
2022-08,1704.992257312732
2022-09,1541.7745379830494
2022-10,1634.8160664752306
2022-11,1761.6179485990679
2022-12,1692.2965908385206
2023-01,1813.5950979113873
2023-02,1761.6174587400255
2023-03,1815.932671826725
2023-04,1842.0322784044972
2023-05,1822.3031537938873
2023-06,1928.107787071806
2023-07,1998.6918704966604
