Date,EM ex ASIA
2022-09,321.28484848721706
2022-10,342.0645309332929
2022-11,352.05631347434587
2022-12,339.87126131028515
2023-01,357.72271285140295
2023-02,339.6590758263621
2023-03,342.87940390478843
2023-04,354.76918564117454
2023-05,340.8718850184879
2023-06,367.6589961924982
2023-07,390.4005797917263
