Date,MSCI Pacific ex Japan Health Care Index
2009-07,569.9988490486022
2009-08,621.0334342990006
2009-09,691.7717351167753
2009-10,674.1868650369014
2009-11,683.7640004833527
2009-12,704.2915351986549
2010-01,657.6503456496681
2010-02,706.1354269929315
2010-03,782.2946997939175
2010-04,729.3575684952231
2010-05,613.5953042682969
2010-06,634.7040674753829
2010-07,681.7478805991747
2010-08,674.2269339177922
2010-09,745.9714308497389
2010-10,751.7261405572261
2010-11,788.540910382486
2010-12,873.5758439717071
2011-01,859.2843772356724
2011-02,850.5223311340636
2011-03,894.0487875939106
2011-04,920.9855235565669
2011-05,887.1372568851497
2011-06,869.893775366933
2011-07,840.1534312088024
2011-08,784.7583039126158
2011-09,700.4339096501986
2011-10,767.6907772890055
2011-11,778.8019421958975
2011-12,800.989944532153
2012-01,809.9832922806626
2012-02,862.558273832139
2012-03,896.8930368411665
2012-04,923.0764768694872
2012-05,871.4671462032566
2012-06,963.8439094220151
2012-07,1046.4873805035209
2012-08,1072.8888463257829
2012-09,1114.9409357626128
2012-10,1135.497481859353
2012-11,1234.3389937748877
2012-12,1271.7101241869125
2013-01,1310.6866809944963
2013-02,1360.7817743374683
2013-03,1384.1100030325163
2013-04,1424.8691790568507
2013-05,1284.5689297292374
2013-06,1260.6066091543137
2013-07,1295.6118249828012
2013-08,1325.0823959205657
2013-09,1352.2226481564278
2013-10,1457.2523918580869
2013-11,1400.5316182461954
2013-12,1394.1800982906204
2014-01,1376.1672102392672
2014-02,1466.2355020149812
2014-03,1497.8118959874944
2014-04,1475.0289644655686
2014-05,1518.3661325124324
2014-06,1479.4100245960826
2014-07,1491.7814054342823
2014-08,1604.898817812284
2014-09,1506.4192348898596
2014-10,1615.3238978351487
2014-11,1592.8569992961495
2014-12,1615.9117941869902
2015-01,1564.4801162228416
2015-02,1665.6192422173817
2015-03,1649.344696454839
2015-04,1656.7538030981161
2015-05,1641.3518726753591
2015-06,1560.162675713168
2015-07,1650.727961745599
2015-08,1494.767158110426
2015-09,1431.0874141108504
2015-10,1536.9387678526994
2015-11,1654.2560706748786
2015-12,1703.635507975694
2016-01,1602.0116358544378
2016-02,1642.8659748716464
2016-03,1766.3566061002555
2016-04,1825.0013948611534
2016-05,1912.9634819878204
2016-06,1922.7440439767022
2016-07,2079.8880018179216
2016-08,1982.9165292245375
2016-09,2003.6324154355239
2016-10,1831.3529222290015
2016-11,1745.7388263689159
2016-12,1726.0336453367306
2017-01,1930.1277441929665
2017-02,2040.045549372044
2017-03,2127.0808416357636
2017-04,2172.484818
2017-05,2130.617263
2017-06,2335.169642
2017-07,2246.646391
2017-08,2251.959738
2017-09,2281.318382
2017-10,2339.639037
2017-11,2397.469403
2017-12,2465.56625
2018-01,2599.407593
2018-02,2684.260368
2018-03,2555.209212
2018-04,2706.2457590580225
2018-05,2868.4426506901705
2018-06,2875.2636708852583
2018-07,2956.389252657464
2018-08,3219.9301776650927
2018-09,2938.0827210862803
2018-10,2680.5050280786377
2018-11,2647.024570053496
2018-12,2620.647937073158
2019-01,2812.201222387948
2019-02,2780.838325936874
2019-03,2824.0678150230524
2019-04,2851.3030938107563
2019-05,2886.3523717869607
2019-06,3046.8939352057846
2019-07,3185.3773016150917
2019-08,3208.6554944685095
2019-09,3129.7056843074006
2019-10,3447.6423724196743
2019-11,3802.4042901405273
2019-12,3825.548281346807
2020-01,4032.1757848005495
2020-02,3796.2991966819754
2020-03,3416.6039597618965
2020-04,3796.017918847908
2020-05,3642.3430739604846
2020-06,3962.2503129048846
2020-07,3988.08497467967
2020-08,4309.6402668803685
2020-09,4245.220087256157
2020-10,4220.806322856671
2020-11,4489.581256270904
2020-12,4447.499179637565
2021-01,4368.589694988354
2021-02,4241.129091138646
2021-03,4284.379408587298
2021-04,4486.334419534222
2021-05,4597.668578402355
2021-06,4494.277066700144
2021-07,4465.622445528178
2021-08,4755.451388400574
2021-09,4477.482894158196
2021-10,4709.314453392599
2021-11,4524.654968128592
2021-12,4519.898741906313
2022-01,3849.033180655352
2022-02,3978.3790577338896
2022-03,4194.931139713162
2022-04,4066.4829587933227
2022-05,4064.2386226003064
2022-06,3772.47373507515
2022-07,4073.1139465864494
2022-08,4024.2512688508295
2022-09,3597.0978456248863
2022-10,3582.6039199782253
2022-11,4034.5674273454215
2022-12,3915.6243030889596
2023-01,4236.147322755161
2023-02,4067.2978655414227
2023-03,4046.827646278575
2023-04,4124.938836210897
2023-05,4005.685775788834
2023-06,3822.9028646507304
2023-07,3810.733803149015
