Date,ACWI ex NETHERLANDS
2018-08,2772.3416632334615
2018-09,2785.5931098220863
2018-10,2576.9243837434674
2018-11,2614.2586094101894
2018-12,2429.871507
2019-01,2621.9012588204914
2019-02,2691.4688333603253
2019-03,2725.3560603273377
2019-04,2816.6791224772505
2019-05,2649.6443833606045
2019-06,2823.143533008728
2019-07,2831.2394608814443
2019-08,2763.6746973447857
2019-09,2821.655143998355
2019-10,2899.4069359877917
2019-11,2970.2255745361454
2019-12,3074.7483226884347
2020-01,3041.459376658607
2020-02,2795.756695902524
2020-03,2417.55880073495
2020-04,2677.158545012644
2020-05,2792.667422553759
2020-06,2880.637412161416
2020-07,3033.320931582761
2020-08,3220.1946457068066
2020-09,3115.6168735301176
2020-10,3039.869754026643
2020-11,3413.959778160807
2020-12,3571.8710437762193
2021-01,3554.543688082664
2021-02,3636.3106872846015
2021-03,3732.6851409210085
2021-04,3895.5330528106565
2021-05,3955.8287990308986
2021-06,4008.700127
2021-07,4034.5765702044346
2021-08,4133.434793701692
2021-09,3964.5157759917724
2021-10,4166.083072695052
2021-11,4067.579816
2021-12,4230.795331876221
2022-01,4026.4788226887335
2022-02,3923.560618829342
2022-03,4010.2157158038513
2022-04,3690.157610591884
2022-05,3694.254848483988
2022-06,3383.644657335793
2022-07,3618.7427427887833
2022-08,3487.9760997854282
2022-09,3154.223444931019
2022-10,3344.629128903493
2022-11,3600.8945908608566
2022-12,3458.6703426034173
2023-01,3703.743310144722
2023-02,3597.722670709803
2023-03,3707.835685599315
2023-04,3762.3414134302457
2023-05,3721.2196985547444
2023-06,3937.772834799283
2023-07,4082.3396643068345
