Date,ACWI ex NORWAY
2015-06,2096.8674264767355
2015-07,2115.2580200580305
2015-08,1970.4738032623438
2015-09,1899.166062976573
2015-10,2048.2467589593257
2015-11,2031.3462087676166
2015-12,1994.887353450981
2016-01,1874.5481549151577
2016-02,1861.5592008283122
2016-03,1999.5821017007088
2016-04,2028.8650573911941
2016-05,2031.5518824284
2016-06,2019.3055872235516
2016-07,2106.5349178475226
2016-08,2113.533239749581
2016-09,2126.3237460361397
2016-10,2090.1934586786056
2016-11,2106.119669669552
2016-12,2151.559650014429
2017-01,2210.210101920116
2017-02,2272.476540231954
2017-03,2300.449040168997
2017-04,2336.379331
2017-05,2387.839326
2017-06,2398.759858
2017-07,2465.350928
2017-08,2474.687622
2017-09,2522.383281
2017-10,2574.837097
2017-11,2624.900851
2017-12,2667.141152
2018-01,2817.593908
2018-02,2699.117763
2018-03,2641.307397
2018-04,2666.4448197898496
2018-05,2669.8734337429446
2018-06,2655.2902910825924
2018-07,2735.500361262136
2018-08,2757.0993735877983
2018-09,2768.704823035969
2018-10,2561.246554462523
2018-11,2599.1191214443224
2018-12,2416.002404
2019-01,2606.8485680783924
2019-02,2676.5935156110127
2019-03,2710.435394745913
2019-04,2802.0332405346658
2019-05,2635.7284547958266
2019-06,2808.3974715505656
2019-07,2816.824323732572
2019-08,2750.0732187419467
2019-09,2807.8620359086653
2019-10,2884.892067350547
2019-11,2955.540737792888
2019-12,3059.447072609769
2020-01,3025.954395567058
2020-02,2781.714418403392
2020-03,2406.4588411693903
2020-04,2664.2557317654578
2020-05,2780.0942389992088
2020-06,2869.1191174699934
2020-07,3020.683361483489
2020-08,3205.5039644124745
2020-09,3102.395180045547
2020-10,3027.2032872679206
2020-11,3399.9608171084337
2020-12,3557.7666006452905
2021-01,3541.556638606353
2021-02,3623.488571509772
2021-03,3720.0498120514735
2021-04,3882.741749197823
2021-05,3943.0594362265215
2021-06,3995.23756
2021-07,4022.9301180422963
2021-08,4123.591112378851
2021-09,3952.7174613030747
2021-10,4154.599384182192
2021-11,4054.972781
2021-12,4217.079601579163
2022-01,4009.6364609005973
2022-02,3905.6184023036285
2022-03,3989.9503601837023
2022-04,3670.50904024271
2022-05,3674.5466523945443
2022-06,3365.0409483271583
2022-07,3600.095829927279
2022-08,3467.3864645083186
2022-09,3136.140617439694
2022-10,3325.0807708443854
2022-11,3583.0638757532256
2022-12,3441.902952341022
2023-01,3689.2573721863832
2023-02,3583.3450989998314
2023-03,3694.340450994327
2023-04,3747.445908075941
2023-05,3707.737483207079
2023-06,3922.988048423124
2023-07,4066.2946523955216
