Date,EFM EUROPE + CIS (E+C)
2016-11,443.7472339287617
2016-12,484.0358374935318
2017-01,493.5816900276013
2017-02,484.5761936903123
2017-03,492.31372405442295
2017-04,513.850554
2017-05,507.448097
2017-06,505.07717
2017-07,530.794192
2017-08,564.595177
2017-09,556.557017
2017-10,555.808529
2017-11,556.731075
2017-12,585.619004
2018-01,645.084617
2018-02,627.746384
2018-03,599.234587
2018-04,571.3288076810356
2018-05,541.4666087584113
2018-06,538.794838871771
2018-07,558.1814271814491
2018-08,517.3371008821013
2018-09,550.6797561948131
2018-10,520.721077152155
2018-11,532.7779057475663
2018-12,517.597398
2019-01,574.3459035494815
2019-02,563.3596576158635
2019-03,556.196081024761
2019-04,570.2046900414822
2019-05,577.9841149384297
2019-06,621.9948997505481
2019-07,624.0167252237975
2019-08,587.3404040698721
2019-09,606.2386840997067
2019-10,645.0006483109032
2019-11,642.8525121039207
2019-12,684.606705732131
2020-01,661.0571744627746
2020-02,565.919160023463
2020-03,437.3546890424908
2020-04,481.0997946680853
2020-05,519.7334446982228
2020-06,519.0690277219056
2020-07,531.2380808334573
2020-08,533.5952311400522
2020-09,494.49781420436074
2020-10,447.1188181213091
2020-11,547.049101384442
2020-12,603.8256471796483
2021-01,591.136622032535
2021-02,598.4076840569071
2021-03,609.3456629298734
2021-04,621.8922015179122
2021-05,681.9551632862581
2021-06,693.0443520180922
2021-07,695.8329911066146
2021-08,727.9454137822878
2021-09,745.7778379208233
2021-10,774.3008185249755
2021-11,694.1801981353053
2021-12,692.4239226098421
2022-01,652.2653907434925
2022-02,411.159333604152
2022-03,226.10774630620696
2022-04,206.60342524734915
2022-05,202.3140109188424
2022-06,182.90841362628336
2022-07,185.2017059586091
2022-08,181.4968827345561
2022-09,161.86378699695774
2022-10,184.19593115849833
2022-11,212.43197889348266
2022-12,222.86823653991772
2023-01,231.1937133660209
2023-02,235.91566006350925
2023-03,228.25505593628904
2023-04,239.94819973380964
2023-05,235.45731641827868
2023-06,250.99742185891444
2023-07,275.0238045390484
