Date,ACWI ex PORTUGAL
2012-12,1600.8163428374482
2013-01,1674.4981081055291
2013-02,1674.3329788185547
2013-03,1704.9829218318566
2013-04,1753.6042757891232
2013-05,1748.8651159591027
2013-06,1697.77028334989
2013-07,1779.0500631179618
2013-08,1741.9424509948478
2013-09,1831.9286990681137
2013-10,1905.5958204733338
2013-11,1932.5620453541082
2013-12,1965.963193211138
2014-01,1887.3020302183022
2014-02,1978.402879840636
2014-03,1987.17927553719
2014-04,2006.0852254980746
2014-05,2048.8048940350554
2014-06,2087.444499290434
2014-07,2062.378296235021
2014-08,2107.993237278859
2014-09,2039.7217538551388
2014-10,2054.2097851501394
2014-11,2088.6647948407435
2014-12,2048.450111905686
2015-01,2016.4251142853113
2015-02,2128.635426946596
2015-03,2095.648346679464
2015-04,2156.372846121078
2015-05,2153.611736317441
2015-06,2102.922373350859
2015-07,2121.1962460425602
2015-08,1975.793854693765
2015-09,1904.2207181238289
2015-10,2053.683407747494
2015-11,2036.7878510691655
2015-12,1999.9914332713245
2016-01,1879.3349360835189
2016-02,1866.4661398978135
2016-03,2004.7208581942436
2016-04,2034.292021992188
2016-05,2036.9066891889167
2016-06,2024.5841641324093
2016-07,2111.822093420179
2016-08,2118.9249055547757
2016-09,2131.9148326222385
2016-10,2095.7261320580023
2016-11,2111.734563524521
2016-12,2157.3149747294274
2017-01,2216.338585579828
2017-02,2278.5234015492842
2017-03,2306.3313620113095
2017-04,2342.290788
2017-05,2393.933401
2017-06,2404.898255
2017-07,2472.07633
2017-08,2481.489358
2017-09,2529.428113
2017-10,2582.005049
2017-11,2631.990041
2017-12,2674.468154
2018-01,2825.367823
2018-02,2706.710994
2018-03,2648.698018
2018-04,2673.989765876862
2018-05,2677.3346103778345
2018-06,2662.8227821634587
2018-07,2743.098054926199
2018-08,2764.6912727109066
2018-09,2776.775028059988
2018-10,2568.7180619558894
2018-11,2606.343634742649
2018-12,2422.705523
2019-01,2614.0356828602844
2019-02,2683.948429802048
2019-03,2717.6943246214623
2019-04,2809.481023134834
2019-05,2642.802326282184
2019-06,2815.880662454154
2019-07,2824.1416751539723
2019-08,2757.1374811482874
2019-09,2815.1295948849315
2019-10,2892.1512924719714
2019-11,2962.7987358425785
2019-12,3067.1169453225793
2020-01,3033.154645972123
2020-02,2788.147693846674
2020-03,2411.703716436596
2020-04,2670.1738074874743
2020-05,2786.231591734605
2020-06,2875.294707530513
2020-07,3027.4075419885125
2020-08,3212.7874429173767
2020-09,3109.2265091774752
2020-10,3033.649463971939
2020-11,3407.5763704081214
2020-12,3565.7012726371427
2021-01,3549.508879455423
2021-02,3631.8278480351173
2021-03,3728.8478681481106
2021-04,3891.930164635627
2021-05,3952.4402174168786
2021-06,4004.697267
2021-07,4032.3201059499015
2021-08,4133.161715826811
2021-09,3962.387368508539
2021-10,4164.609166114334
2021-11,4064.398981
2021-12,4227.025099474386
2022-01,4019.4069179901066
2022-02,3915.549124724036
2022-03,4000.266887338712
2022-04,3680.0406663047465
2022-05,3684.250239552613
2022-06,3373.60851332539
2022-07,3609.23986369839
2022-08,3476.362833968045
2022-09,3143.6188206359384
2022-10,3333.3664885104567
2022-11,3591.8961276721984
2022-12,3450.3986348226267
2023-01,3697.8579661834256
2023-02,3591.880266957036
2023-03,3702.5563356278985
2023-04,3755.715727036992
2023-05,3715.6762587398493
2023-06,3931.4229575260174
2023-07,4075.4218655008394
