Date,WORLD ex AUSTRALIA WITH USA GROSS
2019-01,3202.867268751413
2019-02,3300.3711127892534
2019-03,3345.253848481863
2019-04,3466.5175206483405
2019-05,3262.5902722834403
2019-06,3479.6068732078716
2019-07,3497.524250491821
2019-08,3429.4468378395336
2019-09,3503.1556218205883
2019-10,3593.781497197494
2019-11,3696.8903929913054
2019-12,3810.100766610284
2020-01,3787.185072319174
2020-02,3470.7495022231574
2020-03,3021.7775793271003
2020-04,3350.080719951044
2020-05,3513.608224241511
2020-06,3604.4498390701415
2020-07,3778.0087777754643
2020-08,4032.619720456134
2020-09,3897.3123258775418
2020-10,3776.1101830864723
2020-11,4257.86273776555
2020-12,4437.9445444659905
2021-01,4393.6887124826
2021-02,4507.451883553964
2021-03,4661.217411525003
2021-04,4878.723310333712
2021-05,4948.500282079624
2021-06,5026.510159
2021-07,5120.922526887266
2021-08,5250.890486706559
2021-09,5032.879959153051
2021-10,5320.679042247706
2021-11,5210.262296058287
2021-12,5433.421834646363
2022-01,5150.567485115088
2022-02,5013.259923588264
2022-03,5143.434951102175
2022-04,4714.097379856508
2022-05,4720.661882154915
2022-06,4316.76370951138
2022-07,4661.848747042249
2022-08,4465.341288711046
2022-09,4053.71407161779
2022-10,4347.455963049998
2022-11,4646.774639590349
2022-12,4448.407851889079
2023-01,4760.37726311862
2023-02,4652.349600039701
2023-03,4801.560506853081
2023-04,4888.29811545994
2023-05,4845.245884446309
2023-06,5140.569482893999
2023-07,5313.62370720716
