Date,ACWI ex SOUTH AFRICA
2007-12,1683.701008362782
2008-01,1546.437041257602
2008-02,1550.1869522352947
2008-03,1528.1536878553852
2008-04,1612.6296002092379
2008-05,1637.7386958475674
2008-06,1503.4108492885707
2008-07,1463.7250304148845
2008-08,1432.4815858439931
2008-09,1253.7279384833535
2008-10,1005.9536374593503
2008-11,939.4374623523587
2008-12,972.8116310377935
2009-01,890.0052305265023
2009-02,802.6343020617747
2009-03,868.1625452703453
2009-04,970.6578643246688
2009-05,1066.8517655360151
2009-06,1060.7109524228272
2009-07,1154.4350470673896
2009-08,1195.5040476497993
2009-09,1250.5135534881674
2009-10,1231.1547059083568
2009-11,1281.6442897823554
2009-12,1307.8533596230518
2010-01,1251.4591306557425
2010-02,1267.575610055378
2010-03,1348.6268469130703
2010-04,1350.778823166024
2010-05,1222.44484200717
2010-06,1184.841831560053
2010-07,1280.7385768978672
2010-08,1235.886544969402
2010-09,1353.4889707374052
2010-10,1402.6727767911689
2010-11,1371.5965608084582
2010-12,1470.9816278220985
2011-01,1496.287433566123
2011-02,1539.3714278029895
2011-03,1537.0504558870705
2011-04,1599.7512171887236
2011-05,1565.8789744442229
2011-06,1541.2247956016502
2011-07,1515.9925221300623
2011-08,1404.328570158214
2011-09,1272.5881471064158
2011-10,1409.1536465495788
2011-11,1366.5091948187303
2011-12,1364.0171918778622
2012-01,1443.0519883738968
2012-02,1515.3536620265209
2012-03,1526.0985314911966
2012-04,1508.3764091875626
2012-05,1373.4130458474913
2012-06,1441.228640634285
2012-07,1460.7131599719687
2012-08,1492.9272948258824
2012-09,1539.7933547277955
2012-10,1529.8293662989613
2012-11,1549.7166245773387
2012-12,1583.6780607521086
2013-01,1658.287670776415
2013-02,1658.3336159401424
2013-03,1689.1705605253935
2013-04,1737.8882814886563
2013-05,1733.8731034568932
2013-06,1683.0481075725468
2013-07,1763.9452588042832
2013-08,1727.075894383581
2013-09,1815.948334954338
2013-10,1888.7595278334234
2013-11,1916.339568831879
2013-12,1949.4898743026306
2014-01,1872.4462707712728
2014-02,1962.288196285524
2014-03,1970.072712541636
2014-04,1989.025132726961
2014-05,2031.3749748566722
2014-06,2069.45256244884
2014-07,2043.9906018337063
2014-08,2089.1913702085667
2014-09,2022.5011189357433
2014-10,2035.7853677729172
2014-11,2070.075829785308
2014-12,2030.443607329608
2015-01,1997.6878653530634
2015-02,2109.7564848840957
2015-03,2077.1247864462966
2015-04,2136.978402429445
2015-05,2135.6862793074247
2015-06,2084.5191135569307
2015-07,2103.800511529796
2015-08,1959.682980183482
2015-09,1889.1572115573035
2015-10,2037.516174745542
2015-11,2021.6282919357172
2015-12,1986.4452214392331
2016-01,1866.341237245589
2016-02,1853.3603422573572
2016-03,1989.3777363281456
2016-04,2018.3383780605461
2016-05,2022.3805937472127
2016-06,2008.9363590055136
2016-07,2094.8089335151353
2016-08,2103.2196188096204
2016-09,2115.2968262644595
2016-10,2079.279860502431
2016-11,2096.5383107201746
2016-12,2141.335638647751
2017-01,2199.8737641796515
2017-02,2261.751582987182
2017-03,2289.6709526944
2017-04,2324.701417
2017-05,2376.073603
2017-06,2387.661312
2017-07,2453.669061
2017-08,2462.395034
2017-09,2511.643399
2017-10,2563.739614
2017-11,2612.033605
2017-12,2652.653125
2018-01,2802.955333
2018-02,2684.319731
2018-03,2627.874252
2018-04,2653.4472567188304
2018-05,2658.236872913932
2018-06,2644.594103376442
2018-07,2723.9304229665804
2018-08,2747.623416772537
2018-09,2760.07271993864
2018-10,2553.8784634697295
2018-11,2590.009093971797
2018-12,2406.435552
2019-01,2595.666764096712
2019-02,2666.7063815384035
2019-03,2700.81376345643
2019-04,2791.154212583496
2019-05,2625.8366689866625
2019-06,2797.819491093667
2019-07,2806.6186193153144
2019-08,2741.2838456745394
2019-09,2799.34404569916
2019-10,2875.894683426505
2019-11,2946.487270399033
2019-12,3049.2515886373903
2020-01,3016.9429639186583
2020-02,2774.053150769505
2020-03,2401.157645906974
2020-04,2658.146951042776
2020-05,2774.0355255407617
2020-06,2861.8132313012256
2020-07,3013.078144815029
2020-08,3198.520333960539
2020-09,3095.0745133544046
2020-10,3019.431700369222
2020-11,3391.847220432701
2020-12,3548.556562338145
2021-01,3531.896640551141
2021-02,3613.606369876768
2021-03,3709.5298296094725
2021-04,3872.562563192423
2021-05,3931.7951199814024
2021-06,3985.428262
2021-07,4013.328374039201
2021-08,4114.160415658916
2021-09,3944.3169996271176
2021-10,4146.43131865994
2021-11,4046.892875
2021-12,4208.728638067699
2022-01,4000.2750555097623
2022-02,3895.8020864558134
2022-03,3979.2724258724484
2022-04,3661.611026329944
2022-05,3665.7348042494505
2022-06,3357.4103328347837
2022-07,3592.7917655532797
2022-08,3460.5778799537875
2022-09,3129.2077206509757
2022-10,3318.411427697029
2022-11,3574.3281985807503
2022-12,3433.67474057807
2023-01,3680.1453404032973
2023-02,3575.4497928188275
2023-03,3685.6627625204196
2023-04,3738.7106453477822
2023-05,3700.5105416484193
2023-06,3914.912532055036
2023-07,4057.03432535397
