Date,ACWI ex THAILAND
2016-06,2019.553570453824
2016-07,2106.446429147454
2016-08,2113.36215833312
2016-09,2126.534886615106
2016-10,2090.4722628493355
2016-11,2106.4724106621147
2016-12,2151.980652703506
2017-01,2210.7694424580163
2017-02,2272.9020812202757
2017-03,2300.554944401598
2017-04,2336.495386
2017-05,2388.148243
2017-06,2398.967418
2017-07,2466.013282
2017-08,2475.214197
2017-09,2522.970075
2017-10,2575.334908
2017-11,2625.198225
2017-12,2667.291754
2018-01,2817.5657
2018-02,2698.723537
2018-03,2640.928579
2018-04,2666.2460907228015
2018-05,2669.9679549371667
2018-06,2656.239886643355
2018-07,2736.0227962288977
2018-08,2757.414876969336
2018-09,2769.2163010229788
2018-10,2561.67794121715
2018-11,2599.2682749572823
2018-12,2415.893167
2019-01,2606.5250189461913
2019-02,2676.481041269149
2019-03,2710.360538641128
2019-04,2801.982450555816
2019-05,2635.4670985025514
2019-06,2807.7615543477077
2019-07,2816.273808182659
2019-08,2749.482663959953
2019-09,2807.6275623479232
2019-10,2884.869955004133
2019-11,2955.5436345254743
2019-12,3059.8726541367505
2020-01,3026.7924013450274
2020-02,2782.6846192418243
2020-03,2407.3179776215975
2020-04,2664.864345787713
2020-05,2780.757665780435
2020-06,2869.6975865505306
2020-07,3022.1142850612373
2020-08,3207.7266416943453
2020-09,3104.772815470537
2020-10,3029.2926196192575
2020-11,3401.8547719280027
2020-12,3559.950634400405
2021-01,3543.7140863772916
2021-02,3625.840855943829
2021-03,3722.709101406729
2021-04,3885.965778474267
2021-05,3946.634990066607
2021-06,3999.042562
2021-07,4027.229923010566
2021-08,4127.345241061793
2021-09,3957.0932788140813
2021-10,4159.2420225306005
2021-11,4059.369793
2021-12,4221.565443851093
2022-01,4013.8281290600503
2022-02,3909.531115706905
2022-03,3994.499088559569
2022-04,3674.4990000165208
2022-05,3678.621178135605
2022-06,3368.5236821484227
2022-07,3604.424110419213
2022-08,3471.044075063399
2022-09,3138.5014484903068
2022-10,3328.262984046069
2022-11,3586.199564226013
2022-12,3444.4386354323215
2023-01,3691.6200543954433
2023-02,3586.388632761129
2023-03,3696.8601362830605
2023-04,3750.4123143187644
2023-05,3710.408391673774
2023-06,3926.4747363364077
2023-07,4069.8644994178658
