Date,WORLD ex UK
1990-03,815.40884
1990-04,807.495753
1990-05,888.875317
1990-06,876.37764
1990-07,880.896378
1990-08,794.2155
1990-09,708.64105
1990-10,775.537176
1990-11,756.104849
1990-12,774.305084
1991-01,802.184982
1991-02,877.256109
1991-03,853.528406
1991-04,862.003875
1991-05,882.822576
1991-06,830.285786
1991-07,862.769127
1991-08,856.745128
1991-09,877.685724
1991-10,896.178504
1991-11,857.196254
1991-12,917.9875433999999
1992-01,899.7507772
1992-02,883.2623735
1992-03,842.3804898
1992-04,842.9438219
1992-05,874.1713298999999
1992-06,845.1051268
1992-07,851.6295127999999
1992-08,875.0178059
1992-09,867.6615525999999
1992-10,849.6411539999999
1992-11,865.0627882
1992-12,868.2642641
1993-01,873.565298
1993-02,899.0012969999999
1993-03,949.269546
1993-04,994.807967
1993-05,1019.2069200000001
1993-06,1010.579845
1993-07,1033.729804
1993-08,1078.1091159999999
1993-09,1057.065682
1993-10,1084.5373871558954
1993-11,1015.4601118269229
1993-12,1061.723506533969
1994-01,1134.226328504956
1994-02,1124.2473256404937
1994-03,1078.578609264808
1994-04,1111.0249358602077
1994-05,1120.0473909996806
1994-06,1115.9594819840788
1994-07,1133.017411561442
1994-08,1163.6687053878688
1994-09,1135.2705901116128
1994-10,1163.770784100845
1994-11,1113.0136791456437
1994-12,1124.515611453275
1995-01,1107.3527527278018
1995-02,1124.22707592013
1995-03,1174.9269569849464
1995-04,1218.2178919213968
1995-05,1226.4344610429478
1995-06,1225.5613514640847
1995-07,1285.7993301787883
1995-08,1257.0233310395881
1995-09,1293.169774461836
1995-10,1270.4805511338566
1995-11,1318.2132410544423
1995-12,1356.815039371892
1996-01,1383.8716472526924
1996-02,1391.684980483157
1996-03,1417.7245345635356
1996-04,1451.3228950514515
1996-05,1450.6731793946283
1996-06,1459.2812439758536
1996-07,1401.224256882322
1996-08,1411.1377460311533
1996-09,1468.5131324209528
1996-10,1472.1552652767411
1996-11,1554.1752973708628
1996-12,1520.3212222062848
1997-01,1545.6123129269704
1997-02,1559.718840202708
1997-03,1523.266121662072
1997-04,1575.250185311108
1997-05,1675.0210019613362
1997-06,1764.788958257044
1997-07,1845.6071160088677
1997-08,1712.1281008140857
1997-09,1798.7222982081412
1997-10,1700.7296542591275
1997-11,1733.001475539322
1997-12,1748.799659842202
1998-01,1793.0473381807353
1998-02,1913.643261902647
1998-03,1991.7680369552781
1998-04,2012.6723715388175
1998-05,1992.7984005704384
1998-06,2041.7778357999578
1998-07,2042.6783377253828
1998-08,1755.3680990819246
1998-09,1794.5115042670498
1998-10,1962.7646737001048
1998-11,2082.5225358768016
1998-12,2188.0088709538395
1999-01,2243.63908448739
1999-02,2171.3283318392314
1999-03,2264.0662035226305
1999-04,2353.0320442362067
1999-05,2271.9703369963363
1999-06,2389.2007306619107
1999-07,2376.7550142886425
1999-08,2372.764746175164
1999-09,2351.1169250764588
1999-10,2478.8547545287984
1999-11,2552.4564843631797
1999-12,2765.1949762200757
2000-01,2616.3154032001366
2000-02,2631.549055588523
2000-03,2811.9487648591044
2000-04,2692.5392425381037
2000-05,2626.48430071227
2000-06,2721.4489639653557
2000-07,2634.7130456278105
2000-08,2726.2290939378768
2000-09,2573.7913708877554
2000-10,2523.942982088255
2000-11,2369.8438220392773
2000-12,2394.7683141319603
2001-01,2450.4224490519296
2001-02,2238.2012437817034
2001-03,2085.7518980402588
2001-04,2242.0340901009154
2001-05,2217.7883451663147
2001-06,2148.6181500387765
2001-07,2116.5684875698475
2001-08,2005.7231072089196
2001-09,1823.5230068822525
2001-10,1858.2970897213786
2001-11,1976.090779954944
2001-12,1984.3027052620914
2002-01,1926.7359241848917
2002-02,1908.893083867034
2002-03,1992.494899945101
2002-04,1916.1643862349767
2002-05,1923.5260992998142
2002-06,1802.0277938301385
2002-07,1646.0414639358992
2002-08,1651.4619506522681
2002-09,1468.250910704448
2002-10,1575.5504741913637
2002-11,1665.069292263613
2002-12,1578.516481137732
2003-01,1538.619478599529
2003-02,1511.4279373446786
2003-03,1506.010437441074
2003-04,1636.5857806076713
2003-05,1728.846629166111
2003-06,1760.3822350656526
2003-07,1798.9217616731569
2003-08,1843.6320235238206
2003-09,1848.4811012571743
2003-10,1956.073033314134
2003-11,1982.2106163734945
2003-12,2103.4644271458797
2004-01,2142.1551179908956
2004-02,2170.543581998326
2004-03,2160.641772320785
2004-04,2112.912546330977
2004-05,2128.8903511541585
2004-06,2177.8213628152926
2004-07,2100.8823880226337
2004-08,2109.7724373758138
2004-09,2146.3259112132923
2004-10,2198.873692469823
2004-11,2311.1339365004865
2004-12,2400.9926846847575
2005-01,2342.3500275299516
2005-02,2411.5449212299163
2005-03,2366.8852116637936
2005-04,2311.938851630903
2005-05,2361.0796686624367
2005-06,2379.4399152407723
2005-07,2468.5676776581176
2005-08,2480.212281771864
2005-09,2547.269369083025
2005-10,2487.4759561092833
2005-11,2579.43325659158
2005-12,2634.485202787963
2006-01,2747.3185287231618
2006-02,2744.9698521497453
2006-03,2803.0592660403513
2006-04,2878.18887026053
2006-05,2774.4758544140714
2006-06,2770.066029644152
2006-07,2781.4739657540863
2006-08,2854.2856416076643
2006-09,2894.484524047244
2006-10,2995.9146212792352
2006-11,3069.3419327143824
2006-12,3129.7720176100756
2007-01,3172.064685621035
2007-02,3154.045007293152
2007-03,3205.9057900312614
2007-04,3347.1996219059374
2007-05,3445.5725584711076
2007-06,3410.1795861331343
2007-07,3335.90208604005
2007-08,3336.6042958571293
2007-09,3499.9659727910735
2007-10,3594.700664022078
2007-11,3453.6334300723556
2007-12,3415.0673020280706
2008-01,3159.4189493717454
2008-02,3137.399711496993
2008-03,3111.7671565539226
2008-04,3270.8676837719727
2008-05,3328.9325528539653
2008-06,3056.8849834594575
2008-07,2988.147587602301
2008-08,2952.442445349319
2008-09,2611.1058949242483
2008-10,2115.967973883736
2008-11,1978.9245605269846
2008-12,2055.4879616647436
2009-01,1870.0818470467514
2009-02,1674.684541834014
2009-03,1807.7742258949247
2009-04,2007.9640844617554
2009-05,2179.7746735321657
2009-06,2171.900846189723
2009-07,2353.9682095283542
2009-08,2447.4602592593487
2009-09,2548.245800452824
2009-10,2494.330093593664
2009-11,2599.6359908335517
2009-12,2643.8809997405474
2010-01,2536.637882088234
2010-02,2580.4945915692847
2010-03,2740.9347486704596
2010-04,2744.638305177466
2010-05,2485.483662235063
2010-06,2397.175064554059
2010-07,2581.3425194519286
2010-08,2480.0190232981513
2010-09,2712.245719254652
2010-10,2812.687838782721
2010-11,2760.5803341658693
2010-12,2963.7102819792626
2011-01,3031.5747383367366
2011-02,3135.088131853857
2011-03,3109.050662735653
2011-04,3231.8292609571054
2011-05,3165.1618851353624
2011-06,3119.51734133423
2011-07,3056.714051961779
2011-08,2842.230094495121
2011-09,2597.2052717920105
2011-10,2861.080722354398
2011-11,2792.0529699487083
2011-12,2790.108683820692
2012-01,2934.647392440177
2012-02,3076.964300159968
2012-03,3124.6790281594645
2012-04,3081.331744364764
2012-05,2824.66599522826
2012-06,2962.760366166044
2012-07,3001.2133552846803
2012-08,3074.646920743206
2012-09,3160.3828790179223
2012-10,3134.6710108823627
2012-11,3174.347198545465
2012-12,3233.418904070111
2013-01,3402.3406761926785
2013-02,3417.469801367046
2013-03,3501.5351650156604
2013-04,3612.042203496781
2013-05,3613.096869264595
2013-06,3533.9957945249594
2013-07,3715.4815155740216
2013-08,3630.1788678135167
2013-09,3809.646368636039
2013-10,3960.3623907179503
2013-11,4033.8271943125533
2013-12,4116.69526615194
2014-01,3966.656013177285
2014-02,4157.24446569287
2014-03,4176.844754956132
2014-04,4205.760454733718
2014-05,4293.290220961638
2014-06,4374.9023044752175
2014-07,4303.687019148425
2014-08,4406.09064396936
2014-09,4296.856155531758
2014-10,4336.414894421354
2014-11,4428.042243175148
2014-12,4360.795455572659
2015-01,4278.7785791189335
2015-02,4527.946195051026
2015-03,4473.941898115273
2015-04,4561.902251827782
2015-05,4579.440546567587
2015-06,4477.876356409384
2015-07,4558.492776201059
2015-08,4260.00476840167
2015-09,4105.629289587022
2015-10,4433.175129939263
2015-11,4417.70806764368
2015-12,4347.888133828379
2016-01,4087.937585670883
2016-02,4057.9010944057286
2016-03,4339.527041729423
2016-04,4401.863076045218
2016-05,4430.233450614301
2016-06,4389.237867413088
2016-07,4579.613615356551
2016-08,4583.137129954586
2016-09,4605.716474249831
2016-10,4527.405519887581
2016-11,4596.04495684593
2016-12,4700.412643139204
2017-01,4817.615360555856
2017-02,4953.884825967438
2017-03,5004.580073779277
2017-04,5076.594546
2017-05,5175.033103
2017-06,5203.600416
2017-07,5327.415144
2017-08,5338.351687
2017-09,5454.12329
2017-10,5562.2021
2017-11,5690.791181
2017-12,5753.702482
2018-01,6066.621695
2018-02,5824.715112
2018-03,5690.592861
2018-04,5741.63366040158
2018-05,5783.608086405898
2018-06,5784.5506328954625
2018-07,5974.191395706018
2018-08,6069.867234448124
2018-09,6099.0269339995375
2018-10,5648.8439015111135
2018-11,5723.169315751252
2018-12,5274.279739150507
2019-01,5686.949572217128
2019-02,5856.600910750074
2019-03,5934.451131401557
2019-04,6149.6233638553
2019-05,5795.669154280462
2019-06,6183.246467661483
2019-07,6222.426749678482
2019-08,6104.776691400187
2019-09,6227.636346171373
2019-10,6385.186124234958
2019-11,6566.979700168842
2019-12,6755.680539040236
2020-01,6727.029576943112
2020-02,6171.540339854117
2020-03,5363.7933245706645
2020-04,5965.830521267832
2020-05,6265.073690034889
2020-06,6434.305294603647
2020-07,6752.1542866464815
2020-08,7212.670523643225
2020-09,6968.576485979315
2020-10,6760.6354199661
2020-11,7614.048542261482
2020-12,7932.680179566896
2021-01,7851.135755680363
2021-02,8048.6092452082075
2021-03,8318.467867391657
2021-04,8706.630046232845
2021-05,8821.972160309477
2021-06,8969.175672
2021-07,9133.206856291477
2021-08,9367.05068973276
2021-09,8969.623081949236
2021-10,9484.11358897747
2021-11,9289.14418538784
2021-12,9674.64206569201
2022-01,9137.253373559928
2022-02,8892.894713941187
2022-03,9147.410992501536
2022-04,8369.089838324611
2022-05,8369.113010442017
2022-06,7643.982283788047
2022-07,8265.741725614213
2022-08,7925.501060242091
2022-09,7187.189000816728
2022-10,7706.899454009917
2022-11,8230.15682388432
2022-12,7866.790601498967
2023-01,8425.417049080881
2023-02,8212.79216183433
2023-03,8480.623459828581
2023-04,8615.90620355537
2023-05,8551.798303735204
2023-06,9077.053646966868
2023-07,9381.66813488073
