Date,ACWI ex SWEDEN
2011-04,1603.6761637095176
2011-05,1569.4534062989449
2011-06,1545.4597985498813
2011-07,1520.907537888929
2011-08,1410.5032316856727
2011-09,1277.9555375615773
2011-10,1414.1522299421363
2011-11,1372.160851797569
2011-12,1369.517337411958
2012-01,1449.1480293231193
2012-02,1521.1084619294106
2012-03,1531.7640319469133
2012-04,1514.3816249119025
2012-05,1379.5426435843535
2012-06,1447.0587702063845
2012-07,1466.0472503138913
2012-08,1498.2919049452482
2012-09,1545.3541612314718
2012-10,1535.3541513625469
2012-11,1554.6546332221262
2012-12,1589.5091651198593
2013-01,1662.079040391711
2013-02,1661.5588176842043
2013-03,1692.3192855993616
2013-04,1740.8857730527727
2013-05,1736.281922469824
2013-06,1686.3199841265691
2013-07,1765.8438627441744
2013-08,1729.2328827350761
2013-09,1818.1957520464682
2013-10,1892.135321054246
2013-11,1919.0064935933913
2013-12,1951.6277742227749
2014-01,1873.549780689371
2014-02,1963.5161939205814
2014-03,1972.447474119486
2014-04,1991.3956484786038
2014-05,2034.0812948573744
2014-06,2073.2518696475713
2014-07,2048.562550286541
2014-08,2094.3648789818203
2014-09,2026.2754966331597
2014-10,2041.0460066934095
2014-11,2074.9828684462404
2014-12,2035.4902655442306
2015-01,2002.8766030422653
2015-02,2114.1046174028947
2015-03,2081.8252303353784
2015-04,2142.4655588810333
2015-05,2139.892120403434
2015-06,2089.807149206822
2015-07,2107.88447193824
2015-08,1963.2277424941371
2015-09,1892.2587197754094
2015-10,2041.3442061930598
2015-11,2024.3248129243543
2015-12,1987.9264208418133
2016-01,1868.4047195376932
2016-02,1855.1838505272578
2016-03,1992.750553250968
2016-04,2022.136173979635
2016-05,2025.233086379055
2016-06,2013.6985868701497
2016-07,2100.590370550735
2016-08,2107.4204023312723
2016-09,2120.0583511693753
2016-10,2084.7724252819457
2016-11,2100.728081034541
2016-12,2145.678795193546
2017-01,2203.752622942419
2017-02,2266.1827054907903
2017-03,2293.395338203783
2017-04,2328.494308
2017-05,2379.724337
2017-06,2390.465501
2017-07,2457.735255
2017-08,2466.881982
2017-09,2514.270737
2017-10,2567.055791
2017-11,2618.03787
2017-12,2660.693961
2018-01,2810.686682
2018-02,2692.941702
2018-03,2635.445253
2018-04,2661.1307192193008
2018-05,2664.923318818635
2018-06,2650.478570029928
2018-07,2729.8807363819315
2018-08,2751.8436509229377
2018-09,2763.24342245749
2018-10,2556.7551619129067
2018-11,2594.7591788000723
2018-12,2411.204991
2019-01,2602.029808964317
2019-02,2671.840684779498
2019-03,2705.7518532921163
2019-04,2796.6127091061585
2019-05,2631.514653830481
2019-06,2803.202448054803
2019-07,2812.5138001289033
2019-08,2746.1920216105464
2019-09,2803.549820164392
2019-10,2879.3732163520026
2019-11,2950.0704702984904
2019-12,3053.6173481227374
2020-01,3020.2565456524744
2020-02,2775.888913241755
2020-03,2401.207140884121
2020-04,2658.9427233910797
2020-05,2773.9273724974178
2020-06,2862.51733802742
2020-07,3012.8454026773293
2020-08,3197.4772056560237
2020-09,3093.6837449887207
2020-10,3019.0938604453377
2020-11,3390.173505517092
2020-12,3548.0455528710104
2021-01,3531.048430551026
2021-02,3612.684831810676
2021-03,3708.09817195388
2021-04,3870.3478338069935
2021-05,3929.790879834162
2021-06,3982.981955
2021-07,4008.834825864969
2021-08,4110.663732731503
2021-09,3941.4086691242824
2021-10,4142.439747665369
2021-11,4044.084796
2021-12,4204.703195421345
2022-01,4000.3676034618284
2022-02,3899.1014080225223
2022-03,3983.4865110396954
2022-04,3664.4942618932077
2022-05,3669.035839410676
2022-06,3361.6979465097056
2022-07,3595.238790797977
2022-08,3464.861592859574
2022-09,3132.9978833651344
2022-10,3321.8496365055225
2022-11,3578.5711910546493
2022-12,3436.7210261715286
2023-01,3682.9817361547184
2023-02,3575.836087696996
2023-03,3687.1575259740766
2023-04,3739.3054131867075
2023-05,3701.700942366852
2023-06,3917.2612426673045
2023-07,4061.3339136385857
