Date,ACWI ex TURKEY
2006-08,1375.0658534681866
2006-09,1391.1827358834187
2006-10,1443.1928734917633
2006-11,1484.16769298412
2006-12,1517.2308106621047
2007-01,1532.208792711933
2007-02,1524.1252940605448
2007-03,1554.6060014661905
2007-04,1623.5858559011024
2007-05,1671.740695896284
2007-06,1666.8037749980288
2007-07,1640.9568133593916
2007-08,1636.6052718272178
2007-09,1724.1766163662217
2007-10,1791.220191900451
2007-11,1712.1287478827082
2007-12,1693.0507422016856
2008-01,1554.8753769236423
2008-02,1559.2531155356912
2008-03,1536.86165661035
2008-04,1622.372409642986
2008-05,1647.8500563488885
2008-06,1512.6571523212226
2008-07,1472.6551582809627
2008-08,1441.1315085037736
2008-09,1261.0762451370626
2008-10,1011.5300089925544
2008-11,945.1343800617581
2008-12,979.3632961787205
2009-01,895.6980004759055
2009-02,808.0051784859364
2009-03,874.5609948406266
2009-04,977.5822989813299
2009-05,1074.9139359389744
2009-06,1068.7958703526647
2009-07,1162.667594760191
2009-08,1204.1927560356391
2009-09,1259.4630355161532
2009-10,1240.0239711535867
2009-11,1291.2631151352343
2009-12,1317.6253122483483
2010-01,1260.5257269830927
2010-02,1276.9337785713683
2010-03,1358.856176945572
2010-04,1360.9607586503826
2010-05,1231.9863971420039
2010-06,1193.9386982243814
2010-07,1290.878452280669
2010-08,1245.6894169087304
2010-09,1364.689403191763
2010-10,1413.9424164525092
2010-11,1382.7651172641513
2010-12,1484.351110611806
2011-01,1508.0010989588225
2011-02,1552.0705395029051
2011-03,1550.2991347467173
2011-04,1613.5409161086845
2011-05,1579.2020355525262
2011-06,1554.287078142125
2011-07,1529.0618055220925
2011-08,1417.5695591162385
2011-09,1283.4213702357074
2011-10,1421.2581049606015
2011-11,1378.7544039235927
2011-12,1376.1792942704249
2012-01,1455.9185782052446
2012-02,1529.1191111961891
2012-03,1539.2883355455015
2012-04,1521.7345360048769
2012-05,1385.3734422004995
2012-06,1453.4676689489131
2012-07,1473.284460689895
2012-08,1505.2614885990288
2012-09,1552.779301357671
2012-10,1542.0553459212283
2012-11,1561.81013617246
2012-12,1597.0062480219267
2013-01,1670.697034900105
2013-02,1670.4993264466077
2013-03,1700.7824645415567
2013-04,1749.4105650552758
2013-05,1744.7848029261563
2013-06,1694.2492345216021
2013-07,1775.7229192318728
2013-08,1739.1080402726436
2013-09,1828.7063621820641
2013-10,1902.1539831781517
2013-11,1929.291673753407
2013-12,1963.2054662064716
2014-01,1884.96568856264
2014-02,1976.065619872962
2014-03,1984.3846538355772
2014-04,2003.0589521204688
2014-05,2045.3906154620242
2014-06,2084.072944410714
2014-07,2058.597198924044
2014-08,2104.299249334174
2014-09,2036.40120379993
2014-10,2050.4079201489767
2014-11,2084.4891390400426
2014-12,2044.4238630076495
2015-01,2012.4381565174751
2015-02,2125.03114107325
2015-03,2092.2726680836063
2015-04,2153.026902481021
2015-05,2150.202250723272
2015-06,2099.539589210406
2015-07,2117.986472166657
2015-08,1972.8994136110782
2015-09,1901.4596103760603
2015-10,2050.5736286165566
2015-11,2033.7923977745245
2015-12,1997.222405994391
2016-01,1876.5709085831274
2016-02,1863.5429277528995
2016-03,2001.4211506995794
2016-04,2030.8747915485726
2016-05,2033.8863176724826
2016-06,2021.4944625624128
2016-07,2108.901274865743
2016-08,2115.9646945766335
2016-09,2128.9729767675503
2016-10,2092.813082467195
2016-11,2109.1458816266177
2016-12,2154.702826364432
2017-01,2213.5988067138037
2017-02,2275.6274092972935
2017-03,2303.462048526745
2017-04,2339.106156
2017-05,2390.736694
2017-06,2401.500047
2017-07,2468.509218
2017-08,2477.824292
2017-09,2526.106537
2017-10,2578.626104
2017-11,2628.863838
2017-12,2670.898266
2018-01,2821.605557
2018-02,2703.026874
2018-03,2645.353246
2018-04,2670.9885634455286
2018-05,2674.691267843503
2018-06,2660.30627456774
2018-07,2740.7725226053644
2018-08,2762.953822654797
2018-09,2774.6661807190226
2018-10,2566.639094669152
2018-11,2603.9642180059545
2018-12,2420.520047
2019-01,2611.4596599678034
2019-02,2681.440499821913
2019-03,2715.4977925097473
2019-04,2807.311748622767
2019-05,2640.708097330938
2019-06,2813.6039484326993
2019-07,2821.662234028908
2019-08,2754.8830449671923
2019-09,2812.678577329008
2019-10,2889.866082298581
2019-11,2960.3342343686695
2019-12,3064.6134056318465
2020-01,3030.71479519517
2020-02,2786.050668945636
2020-03,2410.012706137333
2020-04,2668.2655858366466
2020-05,2784.291038075475
2020-06,2873.194580880427
2020-07,3025.3661775648316
2020-08,3210.7437986388004
2020-09,3107.170754572766
2020-10,3031.7806117007663
2020-11,3405.3487096494096
2020-12,3563.22555317979
2021-01,3547.067152323356
2021-02,3629.3112568220276
2021-03,3726.5551574560304
2021-04,3889.529920674272
2021-05,3950.058354252086
2021-06,4002.172527
2021-07,4029.6789123182507
2021-08,4130.452384877237
2021-09,3959.941283588158
2021-10,4162.13790161313
2021-11,4062.045678
2021-12,4224.542022572705
2022-01,4016.950197857431
2022-02,3913.188009803545
2022-03,3997.87570796995
2022-04,3677.708047786245
2022-05,3682.0962198319717
2022-06,3371.7303835356574
2022-07,3607.277728634412
2022-08,3474.1877079467567
2022-09,3141.5316898497886
2022-10,3330.893961211304
2022-11,3589.0138545652203
2022-12,3447.4956459568302
2023-01,3694.999342619181
2023-02,3588.894847692775
2023-03,3699.8108505585183
2023-04,3753.149130912303
2023-05,3712.9628091652203
2023-06,3928.78308580601
2023-07,4072.2507498133787
