Date,HONG KONG-LISTED SOUTHBOUND + CHINA A
2011-01,2166.5007924144484
2011-02,2220.9756340064496
2011-03,2237.010134254803
2011-04,2257.654879556046
2011-05,2197.3642493129796
2011-06,2172.5722898972604
2011-07,2162.0518582720347
2011-08,2022.5198515413472
2011-09,1755.4754192377811
2011-10,1927.5371487009425
2011-11,1772.742486004469
2011-12,1739.5847543488853
2012-01,1871.2907649897124
2012-02,2012.4095564849276
2012-03,1890.487568191857
2012-04,1972.8318549912406
2012-05,1854.8720583838517
2012-06,1851.092875900144
2012-07,1817.5815836069391
2012-08,1771.074345087214
2012-09,1882.7720340833673
2012-10,1927.3523862655968
2012-11,1911.4694076408318
2012-12,2076.8635625355264
2013-01,2197.2494779712206
2013-02,2160.289595621885
2013-03,2060.7985833409366
2013-04,2074.6150389894433
2013-05,2135.0659514929425
2013-06,1926.8574663981067
2013-07,1993.2181259419388
2013-08,2040.9575364816214
2013-09,2138.973257864806
2013-10,2154.2815249838122
2013-11,2227.1365721674365
2013-12,2164.4219343997347
2014-01,2047.678729500381
2014-02,2069.3751277516844
2014-03,2020.4750669146292
2014-04,2009.0022756792532
2014-05,2072.4082079183695
2014-06,2106.5220542041407
2014-07,2281.5018907561225
2014-08,2286.272745295016
2014-09,2244.4510484466705
2014-10,2327.7193585586833
2014-11,2433.902778833203
2014-12,2636.2079188471266
2015-01,2645.1556488032534
2015-02,2717.513596170487
2015-03,2954.477851389779
2015-04,3421.8729475771247
2015-05,3467.1723224788107
2015-06,3234.577158617782
2015-07,2869.974913903456
2015-08,2488.365839091564
2015-09,2390.8563911355986
2015-10,2641.914416051757
2015-11,2608.666894043281
2015-12,2647.9612278506656
2016-01,2132.469212918268
2016-02,2087.3469350003393
2016-03,2346.030273061663
2016-04,2320.4449813793344
2016-05,2288.65069171179
2016-06,2307.6422913222113
2016-07,2380.8173587065507
2016-08,2489.46411684983
2016-09,2480.936545185971
2016-10,2479.073855596849
2016-11,2517.9551995047973
2016-12,2382.2261879391162
2017-01,2479.12148241348
2017-02,2538.621760787068
2017-03,2552.6395549037197
2017-04,2554.71035
2017-05,2611.331477
2017-06,2720.061831
2017-07,2856.143835
2017-08,2958.525454
2017-09,2972.564849
2017-10,3061.007106
2017-11,3057.784639
2017-12,3119.67335
2018-01,3383.316589
2018-02,3172.293148
2018-03,3089.971923437147
2018-04,3026.465982545568
2018-05,3011.8122721367895
2018-06,2771.3910321469975
2018-07,2719.728956288631
2018-08,2597.712241898448
2018-09,2617.536661328088
2018-10,2344.6121821321526
2018-11,2459.205373873096
2018-12,2376.0788367654177
2019-01,2574.096964889015
2019-02,2788.844819271721
2019-03,2899.429310569989
2019-04,2934.9577799131594
2019-05,2670.3661030315952
2019-06,2834.0509105389815
2019-07,2819.1378013876692
2019-08,2662.135029188902
2019-09,2690.374941618787
2019-10,2772.966265703776
2019-11,2742.5420370642487
2019-12,2967.342293042727
2020-01,2878.080539880005
2020-02,2862.047401404404
2020-03,2621.663422112448
2020-04,2788.4400088748416
2020-05,2709.3998068214796
2020-06,2968.0611346923283
2020-07,3276.6176308244553
2020-08,3404.8007489369993
2020-09,3236.7476274375867
2020-10,3369.922484053948
2020-11,3608.7706356456965
2020-12,3802.2282308168933
2021-01,3978.334519566569
2021-02,3978.044512957743
2021-03,3786.3450111090497
2021-04,3904.1231227903236
2021-05,4094.9715522516435
2021-06,4016.600864636198
2021-07,3726.839605259798
2021-08,3780.055052975611
2021-09,3719.583834653495
2021-10,3792.716522663358
2021-11,3728.986799
2021-12,3742.576103945055
2022-01,3537.2360599512763
2022-02,3541.35405036488
2022-03,3263.428636903339
2022-04,3002.8090453232835
2022-05,3081.3013372899522
2022-06,3306.453453080856
2022-07,3083.1629621223883
2022-08,2980.7467915035763
2022-09,2648.312139470622
2022-10,2378.0417125048375
2022-11,2777.4011061687665
2022-12,2875.648083943606
2023-01,3163.124824994561
2023-02,2984.164038475761
2023-03,3014.890111889917
2023-04,2958.635962154132
2023-05,2734.207861754861
2023-06,2762.1964740860262
2023-07,2933.141809470593
