Date,ACWI ex SINGAPORE
2012-04,1518.2072474501247
2012-05,1382.2100421889047
2012-06,1450.3638841091647
2012-07,1469.5835511700868
2012-08,1501.8141689051718
2012-09,1549.1347087714266
2012-10,1538.8922879426702
2012-11,1558.5296171458958
2012-12,1593.7528350948567
2013-01,1667.523530462137
2013-02,1667.2422640938876
2013-03,1697.773927155521
2013-04,1746.2153408729037
2013-05,1741.9691516763446
2013-06,1691.2433837517021
2013-07,1772.3196572110332
2013-08,1735.7455622662335
2013-09,1825.2495036648677
2013-10,1898.6522980975117
2013-11,1925.8669757620441
2013-12,1959.4245698618518
2014-01,1881.3180094679467
2014-02,1972.3481152258773
2014-03,1980.893925979996
2014-04,1999.42514358021
2014-05,2041.9780620505096
2014-06,2080.6559620040935
2014-07,2054.8319913275723
2014-08,2100.602313931091
2014-09,2032.5736214973167
2014-10,2047.0876214895338
2014-11,2081.3762687728326
2014-12,2041.0556074454528
2015-01,2009.2102507278369
2015-02,2121.6576918379237
2015-03,2088.5883659670885
2015-04,2148.7574674335874
2015-05,2146.541973691161
2015-06,2095.89643273802
2015-07,2114.6861607162505
2015-08,1970.190957399901
2015-09,1898.8822488708288
2015-10,2047.774501791487
2015-11,2031.2865516467348
2015-12,1994.4432631328077
2016-01,1874.4155980610853
2016-02,1861.1908939754612
2016-03,1998.7748225755447
2016-04,2028.3647409628772
2016-05,2031.3383061992085
2016-06,2018.6028718800558
2016-07,2105.968023384944
2016-08,2113.2576381286103
2016-09,2126.1179584302267
2016-10,2090.243174760812
2016-11,2106.0044191388747
2016-12,2151.842539363686
2017-01,2210.192350081024
2017-02,2272.224539102695
2017-03,2299.9247618854015
2017-04,2335.894222
2017-05,2387.323015
2017-06,2398.107767
2017-07,2464.871141
2017-08,2474.431459
2017-09,2522.590507
2017-10,2574.659758
2017-11,2624.282663
2017-12,2666.672848
2018-01,2817.023427
2018-02,2698.446103
2018-03,2640.602051
2018-04,2665.2003217023366
2018-05,2669.270968715067
2018-06,2655.618132017616
2018-07,2735.843721971712
2018-08,2757.603835978444
2018-09,2769.4204601643487
2018-10,2562.002817670078
2018-11,2599.3230805539583
2018-12,2415.607461
2019-01,2606.559590780977
2019-02,2676.5908653735114
2019-03,2710.318522252892
2019-04,2801.5131568078314
2019-05,2635.656729414134
2019-06,2807.8546086477836
2019-07,2816.223214604506
2019-08,2749.8214322910726
2019-09,2807.7740857983104
2019-10,2884.335422403503
2019-11,2955.161593665867
2019-12,3059.2608591571916
2020-01,3025.7415143858316
2020-02,2781.244840896631
2020-03,2406.4333394819646
2020-04,2664.4176402872918
2020-05,2780.976339779272
2020-06,2869.7324795108943
2020-07,3021.9581047840056
2020-08,3207.283451160199
2020-09,3103.8548765477
2020-10,3028.427983630935
2020-11,3401.1636070259647
2020-12,3559.269655537105
2021-01,3542.941119332739
2021-02,3624.97387750538
2021-03,3721.548159444638
2021-04,3884.392139633707
2021-05,3945.024663879442
2021-06,3997.443235
2021-07,4024.9172503611812
2021-08,4126.06301361575
2021-09,3955.143225366648
2021-10,4157.132628651829
2021-11,4057.655022
2021-12,4220.431914362867
2022-01,4012.673982025405
2022-02,3908.863790770293
2022-03,3993.759370987235
2022-04,3674.0148242424257
2022-05,3678.6964964837675
2022-06,3368.4713491123252
2022-07,3603.823610137813
2022-08,3470.906786978279
2022-09,3138.1088332010604
2022-10,3328.203660353986
2022-11,3585.909536315573
2022-12,3444.3931644536538
2023-01,3691.2347104044547
2023-02,3585.7695545933784
2023-03,3696.065874918521
2023-04,3749.4893847185235
2023-05,3710.0887490383943
2023-06,3926.0441370477415
2023-07,4069.0018682310656
