Date,GOLDEN DRAGON
2011-08,220.40168482398337
2011-09,187.66770802010635
2011-10,210.09894203393708
2011-11,192.26384171862264
2011-12,197.0870203285202
2012-01,216.7564850049281
2012-02,232.45587318040992
2012-03,220.82467386216172
2012-04,222.1509688811065
2012-05,202.6562898466082
2012-06,206.3710263316947
2012-07,209.88774112548418
2012-08,208.7122654435066
2012-09,223.43461346977486
2012-10,226.08101637620882
2012-11,234.35209070192212
2012-12,240.8130733142536
2013-01,249.0885768053456
2013-02,244.20620957371338
2013-03,237.3260462853771
2013-04,242.81509788408525
2013-05,240.7410443181878
2013-06,228.1168408498468
2013-07,235.24874117782738
2013-08,236.82056515084753
2013-09,247.9319703436586
2013-10,255.23031703191364
2013-11,260.6781226083094
2013-12,257.41554358704843
2014-01,243.31838148775267
2014-02,250.26901432208925
2014-03,248.91071823094788
2014-04,248.6656977522112
2014-05,259.7954306264956
2014-06,267.8050200888732
2014-07,281.7192534443843
2014-08,284.2993085494792
2014-09,265.0120270046634
2014-10,276.56843206183277
2014-11,280.2099158381146
2014-12,277.2796856881068
2015-01,284.6464852646047
2015-02,291.7331447802197
2015-03,295.17827720031516
2015-04,329.4581320070735
2015-05,322.57444456298805
2015-06,308.497592438693
2015-07,284.29844820079904
2015-08,253.04725652564912
2015-09,247.53455469164652
2015-10,267.39032213380153
2015-11,258.52731866948756
2015-12,256.68175870362313
2016-01,231.06480234454295
2016-02,230.409452548461
2016-03,254.58016936571326
2016-04,251.31395127126714
2016-05,250.94626891527494
2016-06,255.64707415734404
2016-07,268.4246395625586
2016-08,280.73289622977717
2016-09,288.7254330400292
2016-10,285.99718004839696
2016-11,281.5169701179051
2016-12,270.5550157988856
2017-01,288.20153440645277
2017-02,298.2917118741521
2017-03,305.0296522080002
2017-04,312.96787
2017-05,325.992146
2017-06,333.783756
2017-07,354.915379
2017-08,365.86691
2017-09,364.927347
2017-10,378.834902
2017-11,381.744613
2017-12,389.019559
2018-01,427.446118
2018-02,405.735281
2018-03,397.003445
2018-04,395.26272366711606
2018-05,399.8263582103074
2018-06,382.155624621632
2018-07,381.72614298067646
2018-08,372.4317996840892
2018-09,369.4463833651805
2018-10,327.0409276615123
2018-11,344.94745692708835
2018-12,331.4484977618713
2019-01,359.1811181908264
2019-02,374.2126882993443
2019-03,382.4026078163287
2019-04,391.4920646445252
2019-05,349.3867410566388
2019-06,374.6761772025635
2019-07,373.52745951058273
2019-08,356.57256754427146
2019-09,359.2764524040332
2019-10,377.4398886585648
2019-11,381.8294550349947
2019-12,410.26237187513294
2020-01,390.8695870809334
2020-02,390.83381561000203
2020-03,356.13108252508596
2020-04,384.6314019561377
2020-05,376.78000411716675
2020-06,411.7233177329862
2020-07,450.90154636639573
2020-08,470.51398334416683
2020-09,460.76783418780815
2020-10,477.9224640884615
2020-11,502.5591128186618
2020-12,525.8263739675406
2021-01,560.3383182652515
2021-02,565.024833109745
2021-03,541.2458930374228
2021-04,557.9116368495313
2021-05,559.8337862963534
2021-06,559.880588331649
2021-07,504.86848629969643
2021-08,510.335949149672
2021-09,485.2731596071414
2021-10,496.2973526758606
2021-11,477.715268
2021-12,476.02377538308144
2022-01,465.4530549028179
2022-02,449.7534869171546
2022-03,425.66099359076344
2022-04,400.3174106914473
2022-05,408.72292558733903
2022-06,407.6984933719318
2022-07,384.8123578945111
2022-08,382.24638858068636
2022-09,327.04306938094425
2022-10,284.1934940505256
2022-11,360.52205013809925
2022-12,369.69435818808586
2023-01,410.3033919298831
2023-02,379.40375644123475
2023-03,393.41701527645347
2023-04,376.77916850032705
2023-05,361.58959635330854
2023-06,373.13529817456475
2023-07,398.49081635486147
