Date,ACWI ex HUNGARY
2013-05,1746.6498016846347
2013-06,1695.5844532301855
2013-07,1776.7928559323984
2013-08,1739.7850230059023
2013-09,1829.6576156320195
2013-10,1903.204288601774
2013-11,1930.191578486428
2013-12,1963.509774308862
2014-01,1884.9676214247386
2014-02,1976.0842216359956
2014-03,1984.8623960691239
2014-04,2003.759244959978
2014-05,2046.3273733638282
2014-06,2084.9056841561887
2014-07,2059.6696474513224
2014-08,2105.180501854309
2014-09,2036.9019339981776
2014-10,2051.262702661051
2014-11,2085.5846166558767
2014-12,2045.368057897648
2015-01,2013.4176201670725
2015-02,2125.4778866885376
2015-03,2092.499946525105
2015-04,2153.1397293416017
2015-05,2150.3635388063217
2015-06,2099.7352063904427
2015-07,2117.951764481186
2015-08,1972.7626389363006
2015-09,1901.282467959425
2015-10,2050.521061088481
2015-11,2033.5547598404817
2015-12,1996.8688445651262
2016-01,1876.394819078137
2016-02,1863.4930731254249
2016-03,2001.5365798427288
2016-04,2031.070132558878
2016-05,2033.6680316293039
2016-06,2021.3631641025438
2016-07,2108.454504991369
2016-08,2115.5296742593996
2016-09,2128.5008653063874
2016-10,2092.3215132142604
2016-11,2108.2597449168215
2016-12,2153.765978456753
2017-01,2212.64510533692
2017-02,2274.7538190288274
2017-03,2302.6018369925782
2017-04,2338.468072
2017-05,2390.04059
2017-06,2400.884084
2017-07,2467.939193
2017-08,2477.326177
2017-09,2525.261655
2017-10,2577.671264
2017-11,2627.617304
2017-12,2669.947644
2018-01,2820.554811
2018-02,2702.13526
2018-03,2644.274556
2018-04,2669.5448080572482
2018-05,2673.0210829251932
2018-06,2658.5384996539624
2018-07,2738.715558183145
2018-08,2760.2251640209843
2018-09,2772.2376399875216
2018-10,2564.445761111117
2018-11,2601.8886424677635
2018-12,2418.561223
2019-01,2609.551295528353
2019-02,2679.384823144844
2019-03,2713.080500831135
2019-04,2804.7106989286494
2019-05,2638.323006086237
2019-06,2811.1512330519827
2019-07,2819.389470602227
2019-08,2752.53190678642
2019-09,2810.460688002647
2019-10,2887.311737572606
2019-11,2957.8071735210156
2019-12,3061.9034335748083
2020-01,3028.190591885359
2020-02,2783.593857541888
2020-03,2407.923041412465
2020-04,2665.9002587535965
2020-05,2781.824277573905
2020-06,2870.7333438768055
2020-07,3022.567557254984
2020-08,3207.635189373146
2020-09,3104.267451431066
2020-10,3028.7976503909395
2020-11,3402.033447041414
2020-12,3559.929897710234
2021-01,3543.691407717791
2021-02,3625.807911083194
2021-03,3722.709661961973
2021-04,3885.506074283722
2021-05,3945.82660053145
2021-06,3997.864959
2021-07,4025.4111255862003
2021-08,4126.07527500678
2021-09,3955.615926674529
2021-10,4157.557383070372
2021-11,4057.524267
2021-12,4219.908380231194
2022-01,4012.501481621534
2022-02,3909.1573308256484
2022-03,3993.8436267431657
2022-04,3674.2072953607226
2022-05,3678.614024379964
2022-06,3368.4814658476275
2022-07,3603.7471709061247
2022-08,3471.056360788564
2022-09,3138.8119048366934
2022-10,3328.1826861002683
2022-11,3586.263635095683
2022-12,3445.1088681887204
2023-01,3692.038027898149
2023-02,3586.2042531251277
2023-03,3696.834940290042
2023-04,3749.903782438603
2023-05,3709.7038730438517
2023-06,3925.0559138834296
2023-07,4068.7530524776894
