Date,ACWI ex EGYPT
2005-12,1254.5241374464008
2006-01,1316.1326778373661
2006-02,1314.2833724396417
2006-03,1341.9873739940526
2006-04,1386.6936951609257
2006-05,1332.1251741866697
2006-06,1331.6268088013335
2006-07,1340.5874419530455
2006-08,1375.2801667002125
2006-09,1391.2791908343997
2006-10,1443.4835563203876
2006-11,1484.3087079602437
2006-12,1517.3793041496485
2007-01,1532.5206674366434
2007-02,1524.373540958784
2007-03,1554.9700145746228
2007-04,1623.9996030002615
2007-05,1672.24808539232
2007-06,1667.3320556429828
2007-07,1641.7859824116836
2007-08,1637.3234362132825
2007-09,1725.1185831968835
2007-10,1792.3397918894534
2007-11,1712.9825075555298
2007-12,1693.8629661488894
2008-01,1555.042193880168
2008-02,1559.2936759365327
2008-03,1536.3874677174094
2008-04,1622.0969941736046
2008-05,1647.5668696031992
2008-06,1512.2958353847964
2008-07,1473.0368349026699
2008-08,1441.3698944870096
2008-09,1261.2822398987487
2008-10,1011.4707000232673
2008-11,945.0713429263933
2008-12,979.2580630336591
2009-01,895.6426349684373
2009-02,807.9228069833724
2009-03,874.4446726807139
2009-04,977.6052463365238
2009-05,1075.0103479981117
2009-06,1068.9813165298233
2009-07,1163.0721348154082
2009-08,1204.617325147554
2009-09,1259.9031066891075
2009-10,1240.387450428425
2009-11,1291.5850023124833
2009-12,1318.2889609088702
2010-01,1261.232784785151
2010-02,1277.2914346419643
2010-03,1359.4898962205034
2010-04,1361.7058636998245
2010-05,1232.635308754145
2010-06,1194.7147605349132
2010-07,1291.9446516714063
2010-08,1246.7373186389668
2010-09,1366.0635456554216
2010-10,1415.4711851905015
2010-11,1383.9667351166936
2010-12,1485.3156314770115
2011-01,1508.841600891659
2011-02,1552.813470284665
2011-03,1551.2732689836662
2011-04,1614.8186811049695
2011-05,1580.027750838646
2011-06,1555.1447388223132
2011-07,1529.8613317376928
2011-08,1418.095909070159
2011-09,1284.2079359843087
2011-10,1421.8097975931717
2011-11,1379.2821418036456
2011-12,1376.5542780569529
2012-01,1456.4757994089707
2012-02,1529.6928206107082
2012-03,1539.890642589005
2012-04,1522.2771253284411
2012-05,1385.7592423816911
2012-06,1454.232828294865
2012-07,1474.1247834465537
2012-08,1506.1423348989767
2012-09,1553.5426614796172
2012-10,1543.199703048966
2012-11,1563.0495954457851
2012-12,1598.4189225486662
2013-01,1672.097189333539
2013-02,1671.849845464611
2013-03,1702.4690055756002
2013-04,1751.1217489700832
2013-05,1746.3025050214767
2013-06,1695.310262251183
2013-07,1776.4375926364442
2013-08,1739.4318005567375
2013-09,1829.277551670591
2013-10,1902.7747810600276
2013-11,1929.7314821625866
2013-12,1963.0004371023226
2014-01,1884.4358335869974
2014-02,1975.4685811467978
2014-03,1984.262185418654
2014-04,2003.1155052305842
2014-05,2045.7498917074938
2014-06,2084.2899360785273
2014-07,2058.9538724890776
2014-08,2104.406337918112
2014-09,2036.1109926730408
2014-10,2050.4944908053553
2014-11,2084.798809475824
2014-12,2044.5665516042363
2015-01,2012.5686933318711
2015-02,2124.669241570809
2015-03,2091.7307049711653
2015-04,2152.4557079738047
2015-05,2149.6507244328477
2015-06,2099.0442716506795
2015-07,2117.2940737351228
2015-08,1972.1741160825816
2015-09,1900.7012342734097
2015-10,2049.915008742329
2015-11,2033.0472072714233
2015-12,1996.3390933648395
2016-01,1875.9790683315312
2016-02,1863.0476700527358
2016-03,2001.1166205311843
2016-04,2030.6146168446282
2016-05,2033.2025508938361
2016-06,2020.9045121484687
2016-07,2107.9413771503164
2016-08,2115.024046749085
2016-09,2127.9938126569787
2016-10,2091.8326680000555
2016-11,2107.8878854896843
2016-12,2153.409194740864
2017-01,2212.305161972473
2017-02,2274.3361787507533
2017-03,2302.186724638186
2017-04,2338.075605
2017-05,2389.690427
2017-06,2400.567643
2017-07,2467.653871
2017-08,2477.102147
2017-09,2524.977812
2017-10,2577.422072
2017-11,2627.329781
2017-12,2669.688942
2018-01,2820.327591
2018-02,2701.865566
2018-03,2643.970301
2018-04,2669.213978616042
2018-05,2672.5993697843496
2018-06,2658.1159740135104
2018-07,2738.3024829018814
2018-08,2759.8069214204124
2018-09,2771.8462847120804
2018-10,2564.1209832922395
2018-11,2601.6375523644924
2018-12,2418.371252
2019-01,2609.315368872647
2019-02,2679.0987511085686
2019-03,2712.796571107861
2019-04,2804.3687553569775
2019-05,2638.010293224147
2019-06,2810.7628660909186
2019-07,2819.0091421938646
2019-08,2752.0806389129043
2019-09,2810.0004840748393
2019-10,2886.901324555543
2019-11,2957.402965941054
2019-12,3061.541283611754
2020-01,3027.7015341313167
2020-02,2783.127045597061
2020-03,2407.4676958381483
2020-04,2665.370142814835
2020-05,2781.321456992116
2020-06,2870.2019582959215
2020-07,3022.027125524893
2020-08,3206.9816166233886
2020-09,3103.5718174297344
2020-10,3028.1447393343224
2020-11,3401.43925978677
2020-12,3559.391264229895
2021-01,3543.1710581359744
2021-02,3625.2591852530277
2021-03,3722.1385379688795
2021-04,3884.8944859114936
2021-05,3945.381520048204
2021-06,3997.389585
2021-07,4024.9135356825464
2021-08,4125.643391240645
2021-09,3955.227724120237
2021-10,4157.0813671126125
2021-11,4056.965594
2021-12,4219.2530930161
2022-01,4012.0330907516277
2022-02,3908.4245470876167
2022-03,3993.141570635071
2022-04,3673.509208955106
2022-05,3677.8322157872194
2022-06,3367.809784110484
2022-07,3603.0066155652657
2022-08,3470.352330397658
2022-09,3138.120086062974
2022-10,3327.507124584633
2022-11,3585.566645750845
2022-12,3444.4437278357123
2023-01,3691.36314818796
2023-02,3585.5421257592243
2023-03,3696.1246679783985
2023-04,3749.2363334488414
2023-05,3709.077536677558
2023-06,3924.4515208420735
2023-07,4068.1353819419264
