Date,AC ASIA ex JAPAN
2018-09,471.9481788989397
2018-10,420.75111450172227
2018-11,443.0986137702011
2018-12,431.0896561563924
2019-01,462.6050029490539
2019-02,472.2581018778226
2019-03,480.3611388219018
2019-04,489.5035793415581
2019-05,447.7470392651626
2019-06,477.2070043427231
2019-07,468.7797195086483
2019-08,448.2518730453378
2019-09,455.72153366534985
2019-10,476.4567690631123
2019-11,477.63008269896847
2019-12,509.41622945499586
2020-01,486.7551152450288
2020-02,472.7767992269331
2020-03,415.7843048123887
2020-04,453.04541139457956
2020-05,447.7849991042021
2020-06,485.265632983663
2020-07,526.4957669807146
2020-08,545.1806752051483
2020-09,536.9900691108585
2020-10,551.9915296332377
2020-11,596.3500017527529
2020-12,636.873694848417
2021-01,662.8601331996292
2021-02,671.1175594742849
2021-03,654.0790326402733
2021-04,670.2973541940264
2021-05,678.472137009628
2021-06,677.6494248421102
2021-07,626.845649334196
2021-08,641.1793034947151
2021-09,614.4036194282336
2021-10,622.7449960891109
2021-11,598.650141
2021-12,606.8318292630979
2022-01,587.9999218472765
2022-02,574.2064801553199
2022-03,558.3241663572201
2022-04,529.4949200732434
2022-05,531.9304363672242
2022-06,508.04941587802045
2022-07,501.8891686953162
2022-08,501.8495783385934
2022-09,437.76613506290647
2022-10,411.0665804641373
2022-11,488.3781188624796
2022-12,487.45825336455994
2023-01,527.4872080102906
2023-02,491.5166857545385
2023-03,508.61891750087295
2023-04,498.04481744349937
2023-05,488.9248676955269
2023-06,502.2068774838294
2023-07,532.9696248649911
