Date,ACWI ex FRANCE
2008-08,1429.659748368659
2008-09,1252.2155864734673
2008-10,1005.6092579469619
2008-11,939.1093540311862
2008-12,971.0431177017208
2009-01,890.7499190454179
2009-02,803.4122629954602
2009-03,869.5715573528744
2009-04,971.7012955196569
2009-05,1067.5727579422678
2009-06,1063.4144142085447
2009-07,1156.2103711105242
2009-08,1195.298238545267
2009-09,1249.2703744350986
2009-10,1231.448695890173
2009-11,1282.2290847672627
2009-12,1308.6018410814045
2010-01,1253.9609876969114
2010-02,1271.9758942420076
2010-03,1353.922861410818
2010-04,1359.3606128384934
2010-05,1232.5743589020037
2010-06,1193.8649410973023
2010-07,1288.9733791403164
2010-08,1245.3032089906958
2010-09,1361.9685997025742
2010-10,1410.3423653455766
2010-11,1384.2174767570546
2010-12,1484.833517890202
2011-01,1505.0449814169326
2011-02,1548.5267768711772
2011-03,1546.9675698553403
2011-04,1607.8470680785235
2011-05,1574.3489913131186
2011-06,1548.1306994530103
2011-07,1527.2057239146968
2011-08,1417.7211659963773
2011-09,1286.6376390545795
2011-10,1423.497928571158
2011-11,1382.4440054750805
2011-12,1381.1533934404868
2012-01,1461.6046937689018
2012-02,1534.0940648376381
2012-03,1545.0188342793272
2012-04,1529.986195122824
2012-05,1393.9729189963384
2012-06,1460.9373620271358
2012-07,1481.5972188645312
2012-08,1511.995884070151
2012-09,1560.620962114177
2012-10,1548.4283893755794
2012-11,1566.6402969329793
2012-12,1601.378184595628
2013-01,1674.5754672801704
2013-02,1676.4067819411864
2013-03,1709.0316543876515
2013-04,1756.017370000881
2013-05,1749.87312921248
2013-06,1699.943434941929
2013-07,1778.7205604106716
2013-08,1741.7685158452286
2013-09,1829.7456460230549
2013-10,1903.2583968697268
2013-11,1931.0704278948183
2013-12,1964.4514199075134
2014-01,1886.5889506462943
2014-02,1975.1018124010773
2014-03,1984.376401679923
2014-04,2001.7801499975758
2014-05,2045.7828378184026
2014-06,2087.0157500832815
2014-07,2065.5470013092363
2014-08,2112.0004641798323
2014-09,2043.759727362946
2014-10,2061.916241483812
2014-11,2095.132992920481
2014-12,2056.9612024048247
2015-01,2023.2168896100015
2015-02,2135.1714234416445
2015-03,2102.7370465261006
2015-04,2162.16660723422
2015-05,2160.7299890819395
2015-06,2110.0771149135944
2015-07,2125.420920780448
2015-08,1979.8551356549158
2015-09,1908.4895737177762
2015-10,2057.9030754374767
2015-11,2042.5012564265553
2015-12,2006.7761638215363
2016-01,1884.7218240534207
2016-02,1872.0061248625627
2016-03,2011.6374905348928
2016-04,2041.0926662088607
2016-05,2043.8844461567924
2016-06,2035.1919520315694
2016-07,2122.077058209555
2016-08,2129.8044294026577
2016-09,2142.394877966199
2016-10,2105.2895254729115
2016-11,2123.1063339333928
2016-12,2166.6197395306594
2017-01,2227.4365031015764
2017-02,2291.7339906147927
2017-03,2315.9997041596653
2017-04,2349.080419
2017-05,2398.667646
2017-06,2411.1115
2017-07,2478.473897
2017-08,2487.374861
2017-09,2533.308126
2017-10,2586.468129
2017-11,2638.150981
2017-12,2682.472795
2018-01,2832.468469
2018-02,2714.188483
2018-03,2655.411196
2018-04,2677.071846644058
2018-05,2684.6247319782337
2018-06,2670.5233674984033
2018-07,2750.464477081206
2018-08,2774.8384511726144
2018-09,2786.1368377462
2018-10,2579.2291180088578
2018-11,2619.8792182858306
2018-12,2433.120351
2019-01,2627.0024626458735
2019-02,2695.9274272455345
2019-03,2730.620568161004
2019-04,2821.6356308134878
2019-05,2654.4477572565315
2019-06,2826.5233954531423
2019-07,2837.4916750390594
2019-08,2769.5271866935095
2019-09,2827.4730600954476
2019-10,2903.9959216746797
2019-11,2975.6310437256234
2019-12,3080.9982479504365
2020-01,3049.402695100142
2020-02,2803.9212236775343
2020-03,2429.330103159208
2020-04,2694.457831412009
2020-05,2811.1711350303276
2020-06,2898.601753942143
2020-07,3054.164189811374
2020-08,3242.3344213648706
2020-09,3139.073314302471
2020-10,3064.9338480332262
2020-11,3433.4577592266937
2020-12,3594.794827128162
2021-01,3581.3213868717366
2021-02,3661.4656909131845
2021-03,3759.2987050127654
2021-04,3921.6353891584363
2021-05,3978.8599640845814
2021-06,4035.279749
2021-07,4061.862592209573
2021-08,4165.831979093106
2021-09,3993.9279800092986
2021-10,4198.5592447887475
2021-11,4099.70766
2021-12,4260.06968935922
2022-01,4049.445793608255
2022-02,3947.1364389873797
2022-03,4035.8742337220897
2022-04,3710.9957539229117
2022-05,3713.7101721874665
2022-06,3402.7577345171976
2022-07,3640.9283157968243
2022-08,3509.6110576435785
2022-09,3172.672918217305
2022-10,3361.124196396906
2022-11,3617.93418122456
2022-12,3471.515974467214
2023-01,3715.962483293404
2023-02,3606.185638686483
2023-03,3717.2975124398854
2023-04,3766.7669824364457
2023-05,3734.5909301344896
2023-06,3950.5056215374093
2023-07,4096.9616343345
