Date,ACWI ex PHILIPPINES
2020-01,3029.916692702551
2020-02,2785.1194808220894
2020-03,2409.3701315949866
2020-04,2667.5157387462673
2020-05,2783.600718582501
2020-06,2872.411658487589
2020-07,3024.5632964392244
2020-08,3209.8285412213068
2020-09,3106.262295061529
2020-10,3030.4584192521734
2020-11,3404.146932965718
2020-12,3562.180363979596
2021-01,3546.243018775123
2021-02,3628.400279644496
2021-03,3725.5540879421137
2021-04,3888.586648925561
2021-05,3948.9764890749666
2021-06,4000.990826
2021-07,4028.9537822544253
2021-08,4129.547787706007
2021-09,3958.8893701674724
2021-10,4161.019326554986
2021-11,4060.662444
2021-12,4223.302963175505
2022-01,4015.5857592814114
2022-02,3911.7822481771573
2022-03,3996.6486086247673
2022-04,3676.7500184782143
2022-05,3681.0147867315923
2022-06,3370.888996109279
2022-07,3606.4231736374886
2022-08,3473.469421845131
2022-09,3141.1967809581593
2022-10,3330.6831685561274
2022-11,3588.8722404726755
2022-12,3447.59183434443
2023-01,3694.7541790642817
2023-02,3588.931619942159
2023-03,3699.6054628344928
2023-04,3752.7861704325596
2023-05,3712.6843684841883
2023-06,3928.3476656826233
2023-07,4072.1713127821863
