Date,ACWI ex MALAYSIA
2005-12,1255.0061286925454
2006-01,1316.8334047224855
2006-02,1314.8056831314334
2006-03,1342.4753189291714
2006-04,1387.1340968895404
2006-05,1332.4045091218914
2006-06,1331.9058976086944
2006-07,1340.924008222149
2006-08,1375.6804264340972
2006-09,1391.730473449836
2006-10,1443.9283674654012
2006-11,1484.514456384398
2006-12,1517.5686494082847
2007-01,1532.3599333368077
2007-02,1524.2543584707794
2007-03,1554.6556332113107
2007-04,1623.578499529854
2007-05,1671.822481700356
2007-06,1666.958167433711
2007-07,1641.3714053847386
2007-08,1637.1669582006346
2007-09,1724.9340422833866
2007-10,1792.0455700307095
2007-11,1712.7241021487616
2007-12,1693.4266663591106
2008-01,1554.3763794887773
2008-02,1558.799189528264
2008-03,1536.2537430400728
2008-04,1622.0816037595296
2008-05,1647.640833818838
2008-06,1512.3746523696238
2008-07,1473.0461086416512
2008-08,1441.5532453592782
2008-09,1261.260467452028
2008-10,1011.2595221965272
2008-11,944.6778970020482
2008-12,978.8483316831738
2009-01,895.0319166939836
2009-02,807.1523490294105
2009-03,873.8545799262135
2009-04,976.8857141079492
2009-05,1074.3211189446602
2009-06,1068.17168284878
2009-07,1162.1432646769408
2009-08,1203.8511167584954
2009-09,1259.0959009848675
2009-10,1239.3866064928175
2009-11,1290.479070285334
2009-12,1317.2653762877605
2010-01,1260.1920883083346
2010-02,1276.2569635799175
2010-03,1358.2348870770372
2010-04,1360.3219145793967
2010-05,1231.2220921318433
2010-06,1193.009468267119
2010-07,1290.197881501923
2010-08,1244.6052274042001
2010-09,1363.873346199525
2010-10,1413.2162134287564
2010-11,1381.8085955360327
2010-12,1483.077185411924
2011-01,1506.3920448130086
2011-02,1550.5488168632462
2011-03,1548.678409953357
2011-04,1612.171198498593
2011-05,1577.4114492943709
2011-06,1552.3201270122609
2011-07,1526.9537681764514
2011-08,1415.4306261204242
2011-09,1281.8215272776627
2011-10,1419.0650810217023
2011-11,1376.6666615631955
2011-12,1373.6383909008487
2012-01,1453.5910656338299
2012-02,1526.7733378996436
2012-03,1536.980303511223
2012-04,1519.3837460396473
2012-05,1382.833622385147
2012-06,1451.3647533721244
2012-07,1471.1191679082626
2012-08,1503.2165132626162
2012-09,1550.6780397090606
2012-10,1540.1092104374025
2012-11,1560.1025953383266
2012-12,1595.3150778338013
2013-01,1669.4943354114441
2013-02,1669.1184764620882
2013-03,1699.5937940477
2013-04,1748.0123260879684
2013-05,1742.9705547668143
2013-06,1691.9125492700555
2013-07,1773.4893392831932
2013-08,1736.681597435289
2013-09,1826.486198909505
2013-10,1899.75731450742
2013-11,1926.9197191101541
2013-12,1960.1893575520153
2014-01,1881.904622090506
2014-02,1972.878248162213
2014-03,1981.5733498046282
2014-04,2000.4111791379132
2014-05,2043.0118691769785
2014-06,2081.5774024060734
2014-07,2056.2151894138724
2014-08,2101.72567631715
2014-09,2033.6739982428778
2014-10,2048.0437167340497
2014-11,2082.8583750172743
2014-12,2043.0042172271785
2015-01,2011.1476072521368
2015-02,2123.2712614024567
2015-03,2090.4259035291443
2015-04,2151.017690298041
2015-05,2148.7111256455514
2015-06,2098.335801328746
2015-07,2116.6467293676824
2015-08,1972.1374198964527
2015-09,1900.6659345425785
2015-10,2049.9599518830496
2015-11,2032.8996585800278
2015-12,1996.0845502209957
2016-01,1875.162950721128
2016-02,1862.3376172834628
2016-03,2000.0179377448912
2016-04,2029.8288803936532
2016-05,2032.9177824384676
2016-06,2020.3127603607352
2016-07,2107.704205964679
2016-08,2114.6681892411452
2016-09,2127.8556368720283
2016-10,2091.6440270860244
2016-11,2108.1281143644924
2016-12,2153.762193786846
2017-01,2212.6320647779303
2017-02,2274.7588350056094
2017-03,2302.469004999235
2017-04,2338.209191
2017-05,2389.891103
2017-06,2400.804315
2017-07,2468.071566
2017-08,2477.478072
2017-09,2525.433454
2017-10,2578.029685
2017-11,2627.945753
2017-12,2669.988122
2018-01,2820.460336
2018-02,2701.780858
2018-03,2643.605129
2018-04,2668.9990030681793
2018-05,2672.996850276605
2018-06,2658.6859298906497
2018-07,2738.7397019287887
2018-08,2760.2599065346303
2018-09,2772.4283913798954
2018-10,2564.5822862458404
2018-11,2602.262888888779
2018-12,2418.377429
2019-01,2609.7885491185816
2019-02,2679.6520468610083
2019-03,2713.646088929265
2019-04,2805.5812820996184
2019-05,2638.7930888003443
2019-06,2811.8319911926155
2019-07,2820.242938182809
2019-08,2753.4357378764043
2019-09,2811.5511007383175
2019-10,2888.6058633841903
2019-11,2959.417994791215
2019-12,3063.6023366969807
2020-01,3029.953325421599
2020-02,2785.1117929926854
2020-03,2408.9079899354397
2020-04,2667.2489269764533
2020-05,2783.2222014907684
2020-06,2872.182355689267
2020-07,3023.8982079520756
2020-08,3209.6316351178666
2020-09,3106.036109891817
2020-10,3030.472508142361
2020-11,3404.3413292453038
2020-12,3562.4397505522043
2021-01,3546.5007961198467
2021-02,3628.7961672983424
2021-03,3726.0349390102533
2021-04,3889.0090909472924
2021-05,3949.7691951996876
2021-06,4002.161183
2021-07,4030.0379489754805
2021-08,4130.545442358503
2021-09,3959.8848749110853
2021-10,4162.1750395217505
2021-11,4062.095346
2021-12,4224.569395120578
2022-01,4017.004337119889
2022-02,3912.7457958245977
2022-03,3997.617948550583
2022-04,3677.291925669707
2022-05,3681.7496874488625
2022-06,3371.3794293266733
2022-07,3607.074852957117
2022-08,3474.0311055762936
2022-09,3141.4762681522625
2022-10,3331.220187030392
2022-11,3589.541753616347
2022-12,3447.94791541284
2023-01,3695.3485607150587
2023-02,3589.714258593264
2023-03,3700.512916664672
2023-04,3753.859624524601
2023-05,3713.904041061084
2023-06,3929.97061739403
2023-07,4073.5032919804607
