Date,ANDEAN
2019-01,6168.637426321669
2019-02,6170.315417846827
2019-03,6088.416129846094
2019-04,5980.405343701275
2019-05,5439.906678122299
2019-06,5959.753689747174
2019-07,5728.372325515691
2019-08,4980.380701197321
2019-09,5132.326997000986
2019-10,5043.708138699815
2019-11,4747.126904372818
2019-12,5195.647746998488
2020-01,4843.481050168922
2020-02,4316.191965254092
2020-03,3205.068123497899
2020-04,3613.1542302615103
2020-05,3570.644271855046
2020-06,3726.7317074957036
2020-07,4040.671455131929
2020-08,3911.2914580231973
2020-09,3695.419940565978
2020-10,3682.782040993552
2020-11,4285.4191425869885
2020-12,4847.007581690271
2021-01,4582.690867423816
2021-02,4907.802882938322
2021-03,4927.462371964695
2021-04,4606.599946142252
2021-05,4599.399999214105
2021-06,4472.532149459728
2021-07,4275.279996207979
2021-08,4651.710651405828
2021-09,4410.860186044394
2021-10,4475.1463624493845
2021-11,4320.604272280568
2021-12,4183.332163491013
2022-01,4678.510865254989
2022-02,4929.983686783995
2022-03,5513.877304708665
2022-04,4780.546786279119
2022-05,5395.749800871743
2022-06,4285.221517521753
2022-07,4610.436560603883
2022-08,4618.046852562292
2022-09,4211.048346908671
2022-10,4471.526570736708
2022-11,4803.38670584185
2022-12,4655.710938005571
2023-01,5072.160080141467
2023-02,4798.222390260987
2023-03,4830.701112447118
2023-04,4798.9123061203145
2023-05,4606.131443882924
2023-06,5048.478062233849
2023-07,5469.5606284020605
