Date,AC PACIFIC
2013-07,187.49883572509788
2013-08,185.67878044898046
2013-09,198.376791064645
2013-10,203.30165899873867
2013-11,203.51183529198502
2013-12,202.37365622937585
2014-01,193.0463587315472
2014-02,197.66691082932505
2014-03,198.1453310606859
2014-04,197.42214252971084
2014-05,203.94133582789883
2014-06,210.0876610864289
2014-07,215.12385266877317
2014-08,214.03593809773008
2014-09,203.5905056913366
2014-10,205.62864527284503
2014-11,204.05184556776382
2014-12,200.64331657909486
2015-01,203.79073670476205
2015-02,212.82796749116528
2015-03,214.23944350477032
2015-04,225.8029621239313
2015-05,223.05020096408012
2015-06,215.98195878416536
2015-07,209.58921246662246
2015-08,192.22875275059695
2015-09,183.59462653341933
2015-10,200.07517481058852
2015-11,196.63194182933734
2015-12,197.046653792365
2016-01,181.17693986839348
2016-02,178.6138768133788
2016-03,193.80250280835764
2016-04,197.481996836127
2016-05,194.53913902711136
2016-06,194.88306587869457
2016-07,206.48450975471363
2016-08,209.38309300253863
2016-09,213.24198399936293
2016-10,212.2362152865862
2016-11,207.89063725047782
2016-12,207.30387725204386
2017-01,217.6206667838947
2017-02,222.71262388535445
2017-03,226.03856168712818
2017-04,229.067073
2017-05,235.603758
2017-06,239.544452
2017-07,248.542421
2017-08,250.269806
2017-09,252.246203
2017-10,262.639716
2017-11,266.973778
2017-12,272.342216
2018-01,288.74677
2018-02,279.115203
2018-03,273.232524
2018-04,275.1732529412683
2018-05,273.1231147590838
2018-06,263.8246576156316
2018-07,265.2017535889167
2018-08,263.34649842207136
2018-09,265.5349888043182
2018-10,239.80595761975056
2018-11,245.72380981921268
2018-12,234.61248234407168
2019-01,251.83946768678928
2019-02,255.62974594942995
2019-03,257.5747384517489
2019-04,261.9483975718361
2019-05,245.6815505583058
2019-06,259.7557304467283
2019-07,258.38104852200826
2019-08,250.2414071232178
2019-09,256.7785008407008
2019-10,267.94879221876596
2019-11,269.37148775803456
2019-12,281.68578482865007
2020-01,273.3322762918518
2020-02,256.98985116602364
2020-03,229.27861777807036
2020-04,247.10400066287428
2020-05,252.51102931669215
2020-06,265.2897432519045
2020-07,276.5471268796796
2020-08,290.83969769795306
2020-09,287.14200267035403
2020-10,290.05080090674727
2020-11,320.00986272019287
2020-12,337.7174415000011
2021-01,345.4769760336802
2021-02,349.5463384569105
2021-03,345.0054808029309
2021-04,350.3891569502488
2021-05,353.9706504292383
2021-06,353.0294497802618
2021-07,334.04897652538693
2021-08,340.1113508006416
2021-09,333.1689670459358
2021-10,333.47583085778257
2021-11,321.006333
2021-12,326.5691246307444
2022-01,311.53206500545605
2022-02,308.85357280742255
2022-03,305.84441320048217
2022-04,284.88708163605827
2022-05,288.49299442291334
2022-06,270.1049464977896
2022-07,272.9635564562198
2022-08,269.05251741485773
2022-09,235.56993022641475
2022-10,229.79249707567215
2022-11,266.8512090735136
2022-12,267.68198803320655
2023-01,291.6871716301355
2023-02,274.28150945342895
2023-03,283.4509292338009
2023-04,279.19030644882247
2023-05,275.408714188094
2023-06,284.4760785707168
2023-07,298.80805850551445
