Date,ACWI ex HONG KONG
2012-07,1466.66790573577
2012-08,1498.7915153354656
2012-09,1545.228343437155
2012-10,1534.546550639058
2012-11,1553.8289788874044
2012-12,1589.280119799078
2013-01,1662.2619872439818
2013-02,1662.1196588281023
2013-03,1693.1980663872705
2013-04,1741.6203018167355
2013-05,1737.1422170634455
2013-06,1686.8561158272994
2013-07,1767.7299396044257
2013-08,1730.7346992301368
2013-09,1819.99594345521
2013-10,1893.5386146737767
2013-11,1920.4218970615627
2013-12,1953.8869525998073
2014-01,1876.0618267083153
2014-02,1966.718366317453
2014-03,1976.010214229146
2014-04,1994.4812023641916
2014-05,2036.3597792004387
2014-06,2074.9579549830573
2014-07,2048.208870129905
2014-08,2094.1769120572408
2014-09,2027.187138656563
2014-10,2040.1850363432984
2014-11,2074.534932644134
2014-12,2034.9894411691519
2015-01,2001.646886149484
2015-02,2114.4596129517754
2015-03,2081.1291597048084
2015-04,2140.0887872818093
2015-05,2137.3869477359544
2015-06,2087.168239783769
2015-07,2105.8979395330543
2015-08,1962.9421412189606
2015-09,1891.5282200494778
2015-10,2039.8349410183403
2015-11,2023.491619520113
2015-12,1986.4489467441974
2016-01,1867.3469183148404
2016-02,1854.3847469083598
2016-03,1991.3297775528208
2016-04,2020.843271785468
2016-05,2023.62470081422
2016-06,2011.0392852189384
2016-07,2097.1489119263974
2016-08,2104.028553088907
2016-09,2116.195516845128
2016-10,2080.1400631075026
2016-11,2096.536359695713
2016-12,2143.9081335485866
2017-01,2201.389527419555
2017-02,2263.334248031248
2017-03,2290.5189654414494
2017-04,2325.812736
2017-05,2376.869395
2017-06,2387.62935
2017-07,2454.101446
2017-08,2463.119609
2017-09,2511.375531
2017-10,2564.01814
2017-11,2613.234179
2017-12,2655.025834
2018-01,2805.125209
2018-02,2686.988225
2018-03,2629.624229
2018-04,2654.00048264346
2018-05,2657.168158961353
2018-06,2644.184502966434
2018-07,2724.3511141766326
2018-08,2746.70850866062
2018-09,2758.8749640278306
2018-10,2553.222526310044
2018-11,2588.9770294582227
2018-12,2404.556857
2019-01,2594.458936633331
2019-02,2662.851381009087
2019-03,2696.3157573297117
2019-04,2788.1175563862935
2019-05,2622.980871160145
2019-06,2794.5846184552347
2019-07,2803.994682234324
2019-08,2739.4026103081505
2019-09,2797.8709589260698
2019-10,2873.853675398745
2019-11,2945.2183938827
2019-12,3048.791660127465
2020-01,3016.1696760383193
2020-02,2770.5490372099125
2020-03,2396.1395766382307
2020-04,2653.718577519129
2020-05,2772.658503945633
2020-06,2859.3128599942793
2020-07,3012.1720662947064
2020-08,3196.060091511108
2020-09,3093.5677444803855
2020-10,3018.0163220292316
2020-11,3390.3419102424195
2020-12,3547.6260644576755
2021-01,3530.7308247047636
2021-02,3611.7569627251864
2021-03,3708.964060973168
2021-04,3871.5595524574487
2021-05,3931.8909323082084
2021-06,3984.775627
2021-07,4013.423096143441
2021-08,4114.907725404247
2021-09,3945.549242958005
2021-10,4148.0837823605425
2021-11,4049.083492
2021-12,4212.040054863133
2022-01,4003.4743240405664
2022-02,3900.1390181535794
2022-03,3985.224351272848
2022-04,3665.3906186421705
2022-05,3668.95886522761
2022-06,3357.0356019006426
2022-07,3594.4008120810577
2022-08,3462.028978119764
2022-09,3130.9016058325547
2022-10,3323.9773697732403
2022-11,3578.459562385821
2022-12,3434.6872176730326
2023-01,3681.769406041989
2023-02,3577.4146574893703
2023-03,3688.1942526858365
2023-04,3741.4262981902275
2023-05,3703.335011422163
2023-06,3918.911748695219
2023-07,4062.5732647327486
