Date,ACFM EUROPE + CIS (E+C)
2013-02,801.2594616120961
2013-03,798.9873527376191
2013-04,831.6625013533886
2013-05,832.426707046761
2013-06,791.4715210683777
2013-07,847.9482986795796
2013-08,836.7481353312479
2013-09,897.7100064545931
2013-10,936.3760959512972
2013-11,945.4728003679832
2013-12,964.599419024661
2014-01,925.1799068441326
2014-02,990.7249022423991
2014-03,981.2620308240203
2014-04,1003.6756460304102
2014-05,1015.5349028285253
2014-06,1015.4812172326448
2014-07,976.1896510316459
2014-08,979.6917452079982
2014-09,942.0835097647082
2014-10,917.6821129910899
2014-11,939.4375052458823
2014-12,894.9442188921957
2015-01,893.7351974736346
2015-02,950.7446541112973
2015-03,925.2070192657484
2015-04,967.8056591186892
2015-05,958.9786417544049
2015-06,929.7217316714384
2015-07,956.3782041160224
2015-08,888.2039831876307
2015-09,846.8058430490986
2015-10,907.0194012656706
2015-11,889.8119341334915
2015-12,865.8714833966907
2016-01,809.7322541110856
2016-02,796.0477040042842
2016-03,848.5244920399384
2016-04,869.5600938980567
2016-05,862.6005511627745
2016-06,825.3301375279476
2016-07,859.0800854825068
2016-08,862.0317164378588
2016-09,869.7315766485876
2016-10,842.732160381356
2016-11,824.673572717748
2016-12,869.0687290582763
2017-01,887.0860185394887
2017-02,896.654741574502
2017-03,931.8594689874199
2017-04,965.046667
2017-05,1009.687509
2017-06,998.879668
2017-07,1029.434352
2017-08,1032.327288
2017-09,1064.567031
2017-10,1069.343944
2017-11,1071.670834
2017-12,1089.252715
2018-01,1150.049062
2018-02,1083.870519
2018-03,1069.379699
2018-04,1095.8963798832426
2018-05,1059.147849477294
2018-06,1052.112578566211
2018-07,1087.2321327373868
2018-08,1055.1388117034671
2018-09,1061.0629569368953
2018-10,980.9060661087437
2018-11,972.9519311698145
2018-12,928.665412
2019-01,991.4176997061835
2019-02,1022.614161287599
2019-03,1028.1118601122732
2019-04,1064.4577575903756
2019-05,1008.8664486729525
2019-06,1076.9935654320532
2019-07,1057.0909082957428
2019-08,1029.078099499587
2019-09,1057.2885728806468
2019-10,1092.521170205357
2019-11,1108.0541457190573
2019-12,1152.4550699925362
2020-01,1123.0543933596466
2020-02,1016.5996844472903
2020-03,866.6196080555852
2020-04,919.2226543944929
2020-05,962.2166036098442
2020-06,999.8872517789587
2020-07,1037.7875726279838
2020-08,1079.200438625972
2020-09,1041.7441986020247
2020-10,981.6150421991235
2020-11,1150.3218439635975
2020-12,1206.6714886946845
2021-01,1188.9168957651293
2021-02,1217.473545893356
2021-03,1254.536057715612
2021-04,1310.443639901317
2021-05,1367.55526609388
2021-06,1350.4652240338235
2021-07,1374.6888500613416
2021-08,1397.0587448636102
2021-09,1334.180221132839
2021-10,1393.9073002281182
2021-11,1319.0524213729625
2021-12,1402.599168665156
2022-01,1337.7907608216442
2022-02,1283.303597561162
2022-03,1268.0782498216688
2022-04,1194.6570630253345
2022-05,1203.156025957841
2022-06,1083.5292222758223
2022-07,1136.62757904829
2022-08,1066.4379063744125
2022-09,973.3925942636362
2022-10,1044.0050852884149
2022-11,1163.085323114846
2022-12,1164.115860369673
2023-01,1264.1613095174253
2023-02,1256.8480613244826
2023-03,1285.47559845744
2023-04,1339.0591869183204
2023-05,1261.346056145689
2023-06,1322.1383452806754
2023-07,1364.137954635431
