Date,FM EMEA
2018-04,838.3218625455902
2018-05,801.2037693300547
2018-06,814.1909337197995
2018-07,835.9139532865987
2018-08,820.3456276159385
2018-09,810.4046748269628
2018-10,790.0325637007891
2018-11,798.4293000361372
2018-12,781.5118064065664
2019-01,790.0999391268109
2019-02,807.7813652990608
2019-03,841.2099350697472
2019-04,862.4048278890939
2019-05,869.6977654497181
2019-06,896.204017729534
2019-07,917.7690889452808
2019-08,901.5115476252092
2019-09,877.2629830032791
2019-10,888.8345912262249
2019-11,907.458030930828
2019-12,963.9978127684768
2020-01,970.4735877052631
2020-02,915.1533330079251
2020-03,714.7637144505071
2020-04,752.6837229514341
2020-05,783.917690342627
2020-06,806.7534119284932
2020-07,803.0015996455481
2020-08,866.4525411276474
2020-09,870.2832048970009
2020-10,869.631863609729
2020-11,902.7530914510803
2020-12,944.2493354175828
2021-01,958.5573635931039
2021-02,931.2862564620492
2021-03,938.4810124446973
2021-04,999.2378646030883
2021-05,1042.5979002504364
2021-06,1061.2068513305564
2021-07,1085.384845198179
2021-08,1116.8174620283833
2021-09,1125.6982160175123
2021-10,1168.127623430115
2021-11,1093.9982922809565
2021-12,1117.1212159796669
2022-01,1075.3167794416431
2022-02,1019.3301788896026
2022-03,1034.2804788932883
2022-04,1031.7148022910296
2022-05,972.3847115312607
2022-06,933.8171914634031
2022-07,966.7836829092066
2022-08,967.4190284828508
2022-09,890.5961433873991
2022-10,897.5818711554225
2022-11,948.0780829985555
2022-12,946.9432321451465
2023-01,971.8735011469017
2023-02,984.4127649619519
2023-03,978.0478562181995
2023-04,994.6001210877445
2023-05,983.8801615098546
2023-06,995.4055671130083
2023-07,1057.024106034577
