Date,EM WITH BRAZIL ADR
2011-01,4097.001181731485
2011-02,4049.2277066559855
2011-03,4287.3599221416835
2011-04,4428.007734445231
2011-05,4310.849865089586
2011-06,4241.174817406612
2011-07,4233.238099225879
2011-08,3843.906014808407
2011-09,3288.698291156099
2011-10,3710.999568476238
2011-11,3472.371171184019
2011-12,3432.994864548413
2012-01,3808.5868284474705
2012-02,4030.079780431697
2012-03,3905.108341576083
2012-04,3865.483284216471
2012-05,3440.976337899864
2012-06,3578.893422873084
2012-07,3646.4944530396015
2012-08,3631.3818715652183
2012-09,3856.4889133235524
2012-10,3831.5740287459457
2012-11,3883.698889498777
2012-12,4075.137089535246
2013-01,4122.437295143319
2013-02,4066.9294669129476
2013-03,4000.016501397157
2013-04,4031.368526520352
2013-05,3933.70523776598
2013-06,3692.3927348702146
2013-07,3737.730176949623
2013-08,3676.7181439599462
2013-09,3908.011703054162
2013-10,4092.1721795472595
2013-11,4044.884532876634
2013-12,3993.9554472221093
2014-01,3736.1771388577013
2014-02,3859.5780802739237
2014-03,3959.8793182360537
2014-04,3972.0248887523576
2014-05,4119.401486197158
2014-06,4220.5122496173735
2014-07,4310.818556717316
2014-08,4388.268780936759
2014-09,4089.9438801464876
2014-10,4130.3194439023155
2014-11,4093.4564585624703
2014-12,3911.9882380865492
2015-01,3943.446029745846
2015-02,4069.9639827284027
2015-03,4021.0644651689195
2015-04,4322.987885887111
2015-05,4159.275554560449
2015-06,4040.562364304155
2015-07,3766.300232250121
2015-08,3433.839748567753
2015-09,3338.237803346455
2015-10,3575.8448447061583
2015-11,3435.717400057769
2015-12,3359.032926231579
2016-01,3141.6651262302116
2016-02,3130.329293629682
2016-03,3531.926170444419
2016-04,3546.2848571317754
2016-05,3419.345770585796
2016-06,3541.7798944418105
2016-07,3715.557056225245
2016-08,3813.2531848131475
2016-09,3865.063026664011
2016-10,3861.2255709696847
2016-11,3696.759484061087
2016-12,3699.0199643433316
2017-01,3901.4736365812846
2017-02,4016.6719453754126
2017-03,4128.68245698144
2017-04,4218.371151680541
2017-05,4351.726960678176
2017-06,4399.08309350096
2017-07,4655.15386107753
2017-08,4754.247831807679
2017-09,4727.383940508962
2017-10,4905.212200118312
2017-11,4918.192712333433
2017-12,5098.796944141047
2018-01,5512.7687928139885
2018-02,5259.281317550233
2018-03,5163.510768598292
2018-04,5147.4387998755665
2018-05,4983.700770182119
2018-06,4778.699248253818
2018-07,4876.903374769032
2018-08,4758.449784839589
2018-09,4723.603499049394
2018-10,4281.98650947822
2018-11,4465.833534252939
2018-12,4343.144143398517
2019-01,4707.9155418948
2019-02,4725.413088037073
2019-03,4775.322837606045
2019-04,4880.575733374843
2019-05,4507.424943205545
2019-06,4789.637859727905
2019-07,4716.405058719145
2019-08,4490.710468095656
2019-09,4576.244042037655
2019-10,4765.479770041394
2019-11,4763.63827383768
2019-12,5112.403953299092
2020-01,4869.932455352663
2020-02,4626.110508226801
2020-03,3950.2009509294558
2020-04,4312.223467422377
2020-05,4338.222716511732
2020-06,4657.089890886814
2020-07,5061.510842701788
2020-08,5188.774986933786
2020-09,5115.11004721495
2020-10,5226.330283943771
2020-11,5702.809447772574
2020-12,6117.032021768875
2021-01,6317.216821014619
2021-02,6374.944858714858
2021-03,6277.546232970456
2021-04,6431.14018898647
2021-05,6574.329025137691
2021-06,6581.926506846249
2021-07,6134.567381665275
2021-08,6302.113718195451
2021-09,6065.0070607074285
2021-10,6137.957074552363
2021-11,5887.662258
2021-12,6000.452634799909
2022-01,5874.676034670476
2022-02,5694.416448791884
2022-03,5543.529335035227
2022-04,5249.7049998366665
2022-05,5265.768547385175
2022-06,4931.104482981906
2022-07,4913.319673522671
2022-08,4926.324730714689
2022-09,4340.778074530555
2022-10,4189.608726686789
2022-11,4840.564752330158
2022-12,4772.65971120942
2023-01,5151.680197986388
2023-02,4821.3740646206115
2023-03,4969.3508439249545
2023-04,4905.407791372652
2023-05,4819.477364895886
2023-06,4990.415892466702
2023-07,5302.872025426077
