Date,ACWI ex FINLAND
2018-07,2738.7680601733027
2018-08,2760.126427486166
2018-09,2772.2313696334086
2018-10,2564.665360132265
2018-11,2602.7068197127232
2018-12,2418.89139
2019-01,2609.8574175664576
2019-02,2679.7826069233765
2019-03,2713.7200100208274
2019-04,2805.6786713275883
2019-05,2639.1363416305853
2019-06,2812.0178295123587
2019-07,2820.3587365749463
2019-08,2753.535312779742
2019-09,2811.437528866737
2019-10,2888.6201876617756
2019-11,2959.4863055916317
2019-12,3063.5790519585303
2020-01,3029.5477679153873
2020-02,2784.8133780083967
2020-03,2408.844479550878
2020-04,2666.9822036662385
2020-05,2782.618926289611
2020-06,2871.6901972556334
2020-07,3023.4162107062953
2020-08,3208.275254926549
2020-09,3104.8723812218554
2020-10,3029.8547345905527
2020-11,3403.0025924916495
2020-12,3561.2061036015525
2021-01,3544.7641656025435
2021-02,3627.235136066882
2021-03,3724.5946615972407
2021-04,3887.2151112953065
2021-05,3947.4742466798507
2021-06,3999.628117
2021-07,4026.6236526304015
2021-08,4127.649866470455
2021-09,3957.683865672882
2021-10,4160.116015934602
2021-11,4060.210677
2021-12,4222.3025035606115
2022-01,4015.086178915408
2022-02,3911.815497795758
2022-03,3996.6561348822847
2022-04,3676.4054485202537
2022-05,3680.6470575649323
2022-06,3370.312844310602
2022-07,3605.9561440195025
2022-08,3473.065824623705
2022-09,3140.5003233281604
2022-10,3330.1603628415405
2022-11,3588.1834281696238
2022-12,3446.60254092597
2023-01,3694.1313422350913
2023-02,3588.190150300792
2023-03,3699.1005496628045
2023-04,3752.3795064902765
2023-05,3712.9133516729553
2023-06,3928.9230315919785
2023-07,4073.0625175320874
