Date,ACWI ex BRAZIL
2009-07,1148.4368836191745
2009-08,1189.9001570390717
2009-09,1242.2374879603017
2009-10,1222.0094147686257
2009-11,1271.205932160231
2009-12,1297.6718613109963
2010-01,1243.5324191282534
2010-02,1258.5184561107358
2010-03,1339.2461190066879
2010-04,1341.8260586971098
2010-05,1214.903892394213
2010-06,1177.8268511646643
2010-07,1272.2890687581119
2010-08,1227.7405102172138
2010-09,1344.8984821316415
2010-10,1394.1868187885102
2010-11,1363.980455033214
2010-12,1463.925373388358
2011-01,1488.7968795100237
2011-02,1532.1336679774195
2011-03,1529.2559195056958
2011-04,1593.4610156760123
2011-05,1559.5504408254685
2011-06,1534.5617933272206
2011-07,1510.4617898841484
2011-08,1399.8671203029865
2011-09,1270.3389864266849
2011-10,1404.3702608335016
2011-11,1363.464600762692
2011-12,1361.1895609904345
2012-01,1437.8972742959095
2012-02,1510.1169598735614
2012-03,1522.3702074651594
2012-04,1506.4671883439892
2012-05,1372.914174038276
2012-06,1441.6312381281912
2012-07,1461.3453966447225
2012-08,1493.547126474596
2012-09,1540.6706980783933
2012-10,1530.4613907671414
2012-11,1551.0819009232357
2012-12,1584.8721989821806
2013-01,1658.3376073105542
2013-02,1658.7529431855314
2013-03,1689.8769835567216
2013-04,1738.4448252291756
2013-05,1735.5189277218874
2013-06,1687.1911835096923
2013-07,1769.3416551556318
2013-08,1732.475815528928
2013-09,1820.42957856668
2013-10,1893.1080177431963
2013-11,1921.9540822558208
2013-12,1956.6092680637278
2014-01,1879.8207068252814
2014-02,1970.88324906928
2014-03,1977.4394125982255
2014-04,1995.6114128511615
2014-05,2038.99247354729
2014-06,2076.544539625169
2014-07,2050.591531363255
2014-08,2093.6540405570536
2014-09,2030.2542837801934
2014-10,2044.5972766818377
2014-11,2080.2352963139065
2014-12,2042.0384150344937
2015-01,2011.0412250428167
2015-02,2123.483885772538
2015-03,2092.330052921265
2015-04,2150.814232350625
2015-05,2150.1855041162457
2015-06,2098.56694970268
2015-07,2119.0067604368123
2015-08,1974.834629208949
2015-09,1904.3507483123933
2015-10,2054.099924339443
2015-11,2037.4138350848953
2015-12,2001.0357958576546
2016-01,1880.4892101881426
2016-02,1866.8674505283916
2016-03,2002.8229969900408
2016-04,2031.1745194912914
2016-05,2035.8141012833962
2016-06,2020.8861283594274
2016-07,2107.1034481745123
2016-08,2114.0975175195576
2016-09,2127.102022801393
2016-10,2088.2928915344633
2016-11,2106.519572635921
2016-12,2152.2578221268554
2017-01,2209.707879380833
2017-02,2271.391540922989
2017-03,2300.3400613879044
2017-04,2336.500975
2017-05,2389.49629
2017-06,2400.756801
2017-07,2466.37772
2017-08,2474.638645
2017-09,2521.957975
2017-10,2575.523146
2017-11,2626.472519
2017-12,2668.197451
2018-01,2816.302411
2018-02,2697.469531
2018-03,2639.653369
2018-04,2666.0597925013635
2018-05,2673.23215818882
2018-06,2660.289529826338
2018-07,2738.9217370805345
2018-08,2762.881932376892
2018-09,2773.7338861167786
2018-10,2561.0285267162985
2018-11,2599.257673318725
2018-12,2415.026165
2019-01,2603.5823959175123
2019-02,2675.026519510791
2019-03,2709.897443620662
2019-04,2802.356807059307
2019-05,2634.3353133700202
2019-06,2806.9216233342636
2019-07,2814.570030278035
2019-08,2749.618595337093
2019-09,2807.3784719050223
2019-10,2883.329244624092
2019-11,2955.497063426144
2019-12,3057.3622707360573
2020-01,3025.3949887598806
2020-02,2782.3273404939164
2020-03,2412.39803525775
2020-04,2671.5836417494443
2020-05,2787.1410525352894
2020-06,2875.490467048524
2020-07,3025.945187067004
2020-08,3214.264848342036
2020-09,3111.361988067278
2020-10,3035.748964368269
2020-11,3407.9578702638164
2020-12,3564.262468952314
2021-01,3549.8501304966917
2021-02,3634.0167670808155
2021-03,3730.7453196043907
2021-04,3893.4131570209397
2021-05,3952.1271702386116
2021-06,4003.164823
2021-07,4032.609868225155
2021-08,4134.761161166761
2021-09,3966.1494235031287
2021-10,4171.556391677298
2021-11,4070.923862
2021-12,4233.689621037952
2022-01,4022.3585360653333
2022-02,3916.903612002753
2022-03,3998.8643432219533
2022-04,3680.2455129489003
2022-05,3682.725424087257
2022-06,3374.8266767072732
2022-07,3610.7801105975695
2022-08,3475.806290633595
2022-09,3141.7610066884054
2022-10,3330.832750276145
2022-11,3591.5420255621248
2022-12,3450.0092086395393
2023-01,3697.3441029420746
2023-02,3592.767889992991
2023-03,3704.210070719515
2023-04,3757.0601349857284
2023-05,3716.4727880616306
2023-06,3930.227108557975
2023-07,4073.819883117685
