Date,FM CENTRAL & EASTERN EUROPE + CIS
2013-05,501.9839845480025
2013-06,493.52604747161814
2013-07,509.3128580029861
2013-08,501.6883951765394
2013-09,516.050622834273
2013-10,515.1882312173859
2013-11,540.5200791924372
2013-12,554.2463778814675
2014-01,529.1526341600029
2014-02,541.3021192622734
2014-03,518.7068249267509
2014-04,543.2201987473896
2014-05,575.5646101529097
2014-06,601.7641186364973
2014-07,599.5412044819283
2014-08,599.2094801000757
2014-09,581.164237061303
2014-10,548.1403900125658
2014-11,518.8342833653858
2014-12,501.3600721636802
2015-01,450.66699407285563
2015-02,457.123256286385
2015-03,453.12705550173615
2015-04,481.3384286137502
2015-05,467.26177507327503
2015-06,467.02030697990085
2015-07,467.5934635531198
2015-08,438.80555646389905
2015-09,410.6288188746224
2015-10,430.3775151509562
2015-11,409.8720152689768
2015-12,417.49551782390256
2016-01,384.08727082912407
2016-02,394.6879450495977
2016-03,434.7835472668317
2016-04,421.64374806694906
2016-05,425.4603716783711
2016-06,422.6027383042843
2016-07,451.44551491438
2016-08,455.6142222372068
2016-09,473.1398865972261
2016-10,455.604236148206
2016-11,433.92398064550156
2016-12,444.2670677968697
2017-01,482.4523646416014
2017-02,501.8990188176894
2017-03,499.3422893098784
2017-04,512.741042
2017-05,547.4964
2017-06,543.026838
2017-07,584.360374
2017-08,588.212962
2017-09,567.763559
2017-10,566.512081
2017-11,586.791213
2017-12,602.275517
2018-01,662.392324
2018-02,656.149006
2018-03,671.549033
2018-04,659.1372362722572
2018-05,616.8423843784389
2018-06,631.3736506597418
2018-07,643.344401150407
2018-08,646.7824280606923
2018-09,639.5870476255728
2018-10,629.1273239959658
2018-11,642.8931624028077
2018-12,590.8393879683158
2019-01,564.2940984036751
2019-02,599.6737182517718
2019-03,611.0753695343716
2019-04,635.5857292801592
2019-05,648.6254045646161
2019-06,699.4992777329992
2019-07,715.4320788706129
2019-08,701.7282281199531
2019-09,703.6151964697093
2019-10,724.5858883871659
2019-11,746.2728175066201
2019-12,772.6590531262401
2020-01,775.9312325688372
2020-02,709.3698287810244
2020-03,570.7861375358177
2020-04,602.1727712619839
2020-05,658.5978688498279
2020-06,684.5497081741371
2020-07,705.8305553195529
2020-08,761.3338185438512
2020-09,728.4055614892851
2020-10,682.5139854055
2020-11,784.5845598710458
2020-12,832.5182486458319
2021-01,854.1590503851593
2021-02,857.1834985743235
2021-03,888.7575578762735
2021-04,967.0286718165526
2021-05,1025.6184429631394
2021-06,1033.0743077588963
2021-07,1057.7774427220197
2021-08,1112.910685952648
2021-09,1120.533008322438
2021-10,1217.168292187726
2021-11,1140.4887722425449
2021-12,1138.3977940992934
2022-01,1024.958995837042
2022-02,892.1897388830113
2022-03,887.2432878900037
2022-04,876.6147851722866
2022-05,847.2453209640164
2022-06,813.6053150069325
2022-07,854.348570158097
2022-08,894.7575391449932
2022-09,777.5962919209071
2022-10,820.5931371012861
2022-11,917.78845093431
2022-12,920.6135799173237
2023-01,973.8792494618426
2023-02,978.2645211947371
2023-03,991.4142289763492
2023-04,1041.072262894501
2023-05,1020.5250846690933
2023-06,1072.6588608820698
2023-07,1154.2624277695477
