Date,AC FAR EAST ex JAPAN ex HK
2011-06,378.1062081829784
2011-07,383.6710461938231
2011-08,344.8600888761152
2011-09,298.21371645770984
2011-10,335.15339919373577
2011-11,310.11483569658765
2011-12,313.6836367157374
2012-01,344.58490038575434
2012-02,364.46528267285345
2012-03,354.6834782571855
2012-04,356.3439731701535
2012-05,323.067868559116
2012-06,330.6366945790005
2012-07,339.9339344491547
2012-08,336.9360140697054
2012-09,357.38929059353876
2012-10,356.97748233811654
2012-11,365.8966985708587
2012-12,379.96048490291196
2013-01,382.4557191385687
2013-02,385.58210162334916
2013-03,376.82508066619346
2013-04,381.9424850513247
2013-05,378.0764825422145
2013-06,356.63140380774297
2013-07,363.627163198732
2013-08,361.49371439894884
2013-09,379.57522341686877
2013-10,395.3790320989107
2013-11,396.8712662977315
2013-12,390.0596011351875
2014-01,370.4190518408447
2014-02,382.5032871548891
2014-03,385.33900143127966
2014-04,387.73946607610344
2014-05,400.6557193032924
2014-06,410.28787832594423
2014-07,425.41733081882006
2014-08,428.5453784385913
2014-09,402.2540784589124
2014-10,406.15848726188693
2014-11,406.54423152908373
2014-12,401.1853386181845
2015-01,406.898098661354
2015-02,416.1927243524459
2015-03,419.8569796144041
2015-04,455.5356158093923
2015-05,439.68172417630296
2015-06,420.7493607367716
2015-07,386.8749768505301
2015-08,350.3797914735368
2015-09,343.3722443891704
2015-10,373.3663948655155
2015-11,361.2662135204938
2015-12,357.5069221258181
2016-01,330.8140037620697
2016-02,330.0775619733582
2016-03,367.2006402105238
2016-04,362.18621274597854
2016-05,355.63104906151256
2016-06,366.7530921392143
2016-07,382.997713791942
2016-08,398.4081197945338
2016-09,404.9630225525736
2016-10,398.0561955232713
2016-11,388.1343306827715
2016-12,381.9300181621252
2017-01,405.61417974586595
2017-02,418.93223697040503
2017-03,431.21969387952277
2017-04,440.133423
2017-05,461.492118
2017-06,471.037321
2017-07,496.055299
2017-08,503.875108
2017-09,505.764428
2017-10,531.266617
2017-11,533.497227
2017-12,546.43036
2018-01,592.982571
2018-02,563.213152
2018-03,557.001861
2018-04,556.7084057947653
2018-05,549.4211758592706
2018-06,520.7023977810454
2018-07,520.832307103499
2018-08,515.1151389685828
2018-09,512.4985827541869
2018-10,454.6392398792669
2018-11,474.570263213353
2018-12,458.1940321795149
2019-01,497.25232618354386
2019-02,506.1355031666595
2019-03,510.442037419984
2019-04,521.6773404389768
2019-05,469.5431441351627
2019-06,504.8226839539813
2019-07,499.4597542957697
2019-08,479.53605684938157
2019-09,488.1919201599868
2019-10,510.40702392609364
2019-11,513.3687616947859
2019-12,552.7979960705073
2020-01,525.6155753098509
2020-02,512.663442448342
2020-03,459.43019668283955
2020-04,498.0225657398275
2020-05,497.40328387238026
2020-06,538.5370617065217
2020-07,588.4171544587425
2020-08,606.9006645277858
2020-09,598.5896257618624
2020-10,618.6839227867837
2020-11,666.2469917646042
2020-12,709.7916715493186
2021-01,745.9170839450683
2021-02,749.396795324463
2021-03,723.7985115337357
2021-04,744.616499154738
2021-05,746.4596116235302
2021-06,747.3534961740677
2021-07,679.527309487185
2021-08,687.931406879552
2021-09,654.9341974573686
2021-10,666.3333636966508
2021-11,640.480073
2021-12,647.0470418923209
2022-01,622.6140349076663
2022-02,610.1756780955084
2022-03,584.8066101143075
2022-04,550.5826728423182
2022-05,558.856287995266
2022-06,533.0901015559726
2022-07,517.7012966390541
2022-08,515.0920270128944
2022-09,441.36200311134996
2022-10,408.16428874423764
2022-11,497.11590805382207
2022-12,498.2664719595427
2023-01,553.3847406719826
2023-02,513.4577348788746
2023-03,534.7056851896342
2023-04,516.0573163756233
2023-05,505.0487581953626
2023-06,516.321444677894
2023-07,553.0034600763912
