Date,EM LATIN AMERICA ex BRAZIL
2022-06,5677.8607098285065
2022-07,5802.481864874667
2022-08,5605.389651444056
2022-09,5430.0396019534755
2022-10,6055.871220532839
2022-11,6444.086892931833
2022-12,6073.971552026543
2023-01,6965.327317263772
2023-02,6851.85433545625
2023-03,7017.121599412582
2023-04,7137.8626956903245
2023-05,6929.750202775656
2023-06,7387.142722963072
2023-07,7795.452675778189
