Date,ACWI ex IRELAND
2021-04,3895.7622991266685
2021-05,3956.32685846813
2021-06,4008.621392
2021-07,4036.165963839073
2021-08,4136.9375092251
2021-09,3966.2828341848212
2021-10,4169.002985653766
2021-11,4069.114608
2021-12,4231.527375347104
2022-01,4023.8707339153375
2022-02,3920.1048853725065
2022-03,4005.75286562067
2022-04,3684.902573450979
2022-05,3689.185123681034
2022-06,3378.6545058502766
2022-07,3614.587648895914
2022-08,3481.2416302394736
2022-09,3148.1789881328746
2022-10,3337.9401794562186
2022-11,3596.811518363638
2022-12,3454.9848767514536
2023-01,3702.2659880043934
2023-02,3595.831535249947
2023-03,3706.541675060162
2023-04,3759.709468674196
2023-05,3719.677403549955
2023-06,3935.6447267021704
2023-07,4079.440571707321
