Date,NEXT 11 ex IRAN
2016-05,3308.335992909087
2016-06,3427.555252658025
2016-07,3565.5113808705123
2016-08,3645.431008412645
2016-09,3651.432026043756
2016-10,3590.936228750392
2016-11,3354.5386049785066
2016-12,3399.205936461396
2017-01,3586.1453099191285
2017-02,3688.61958390139
2017-03,3884.8749343620334
2017-04,3957.427908
2017-05,4184.169199
2017-06,4263.497294
2017-07,4395.199054
2017-08,4330.810256
2017-09,4346.53564
2017-10,4533.986242
2017-11,4523.744662
2017-12,4681.899388
2018-01,4873.70938
2018-02,4596.031737
2018-03,4621.134772
2018-04,4670.139371731809
2018-05,4371.427591961227
2018-06,4172.706662395124
2018-07,4188.062680119539
2018-08,4187.456600681724
2018-09,4202.373679184276
2018-10,3672.1088117692893
2018-11,3796.0155194431245
2018-12,3761.093393142038
2019-01,4135.820480461825
2019-02,4040.4483639047426
2019-03,3949.259277163498
2019-04,3989.0206907190886
2019-05,3696.3139777066544
2019-06,3952.023369359277
2019-07,3793.6823087247312
2019-08,3636.0901920106894
2019-09,3809.099993268729
2019-10,3948.703463291814
2019-11,3887.7109690304014
2019-12,4198.360602162592
2020-01,4031.5021014162867
2020-02,3694.6649036299477
2020-03,3069.4334081950633
2020-04,3320.718720312232
2020-05,3422.803352797852
2020-06,3651.317092077063
2020-07,3845.9959319593777
2020-08,3917.3438510918772
2020-09,3965.6644291252496
2020-10,4028.0213160858007
2020-11,4715.125893373469
2020-12,5372.469416307863
2021-01,5366.660925170776
2021-02,5387.1819657837905
2021-03,5383.447543889293
2021-04,5526.999071187721
2021-05,5608.712116251354
2021-06,5638.63250617059
2021-07,5379.3874323595755
2021-08,5405.809393270978
2021-09,5106.525642839558
2021-10,5068.796865251505
2021-11,4849.983819777815
2021-12,5139.456405092821
2022-01,4742.872197179179
2022-02,4812.195641262094
2022-03,4873.3783444635665
2022-04,4591.261441332674
2022-05,4652.013956398982
2022-06,3961.7138938367357
2022-07,4127.749361631784
2022-08,4057.0971070721994
2022-09,3505.7259499814186
2022-10,3774.988738929139
2022-11,4219.795049863265
2022-12,4024.433068033418
2023-01,4455.513601971369
2023-02,4236.505365550327
2023-03,4399.5869022382785
2023-04,4412.373797781377
2023-05,4509.552892367226
2023-06,4556.858737843743
2023-07,4827.722902024366
